"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147"
"59152870",385.00,15.00,10.00,0.00,15.00,0.00,0.00,0.00,370.00,385.00,0.00,380.00,380.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,370.00,385.00,165.00,50.00,50.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,15.00,10.00,20.00,210.00,165.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,160.00,160.00,0.00,165.00,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,165.00,80.00,25.00,15.00,0.00,10.00,10.00,0.00,0.00,10.00,0.00,10.00,10.00,0.00,85.00,220.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,210.00,220.00,0.00,220.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,220.00,90.00,25.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,130.00
"59152871",450.00,30.00,30.00,25.00,10.00,0.00,10.00,0.00,415.00,450.00,15.00,435.00,455.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,30.00,30.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,410.00,450.00,90.00,0.00,35.00,0.00,15.00,0.00,0.00,0.00,0.00,15.00,20.00,0.00,10.00,365.00,215.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,210.00,220.00,0.00,215.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,215.00,30.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,185.00,235.00,25.00,25.00,20.00,0.00,0.00,0.00,0.00,215.00,235.00,15.00,220.00,235.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,15.00,20.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,205.00,235.00,60.00,0.00,20.00,0.00,15.00,0.00,0.00,0.00,0.00,10.00,15.00,0.00,10.00,175.00
"59152872",580.00,20.00,20.00,15.00,10.00,0.00,0.00,0.00,560.00,580.00,15.00,565.00,580.00,15.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00,580.00,175.00,75.00,45.00,0.00,25.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,25.00,400.00,310.00,10.00,15.00,10.00,10.00,0.00,0.00,0.00,295.00,310.00,10.00,295.00,310.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285.00,305.00,110.00,35.00,30.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,200.00,275.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,265.00,270.00,0.00,270.00,275.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,275.00,75.00,40.00,15.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,200.00
"59152873",580.00,30.00,30.00,10.00,15.00,0.00,0.00,0.00,560.00,585.00,0.00,585.00,585.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,40.00,35.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,545.00,585.00,180.00,10.00,65.00,20.00,15.00,10.00,15.00,10.00,10.00,10.00,20.00,0.00,0.00,405.00,305.00,25.00,20.00,15.00,10.00,0.00,0.00,0.00,280.00,305.00,0.00,305.00,305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,15.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285.00,300.00,75.00,10.00,30.00,0.00,0.00,0.00,15.00,10.00,0.00,10.00,0.00,0.00,0.00,230.00,280.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,275.00,280.00,0.00,280.00,275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,280.00,110.00,0.00,30.00,20.00,15.00,10.00,10.00,10.00,0.00,0.00,10.00,0.00,0.00,175.00
"59152874",765.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,755.00,770.00,10.00,765.00,765.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,745.00,770.00,295.00,10.00,60.00,80.00,80.00,10.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,470.00,345.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,345.00,350.00,0.00,350.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,330.00,345.00,115.00,10.00,20.00,40.00,25.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,235.00,415.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,410.00,415.00,10.00,415.00,420.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,415.00,420.00,185.00,10.00,40.00,40.00,50.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,235.00
"59152875",510.00,30.00,30.00,20.00,0.00,0.00,0.00,0.00,475.00,510.00,10.00,495.00,510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,25.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,475.00,510.00,165.00,25.00,25.00,20.00,45.00,10.00,15.00,0.00,0.00,15.00,0.00,0.00,0.00,345.00,250.00,20.00,20.00,10.00,10.00,0.00,0.00,0.00,230.00,255.00,10.00,245.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,230.00,250.00,90.00,10.00,10.00,10.00,20.00,10.00,15.00,0.00,0.00,10.00,0.00,0.00,0.00,165.00,260.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,245.00,260.00,0.00,250.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,260.00,80.00,15.00,10.00,10.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.00
"59152876",1030.00,45.00,45.00,25.00,15.00,0.00,0.00,0.00,990.00,1030.00,20.00,1010.00,1035.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,55.00,40.00,15.00,0.00,10.00,10.00,0.00,0.00,0.00,975.00,1030.00,405.00,10.00,40.00,30.00,155.00,35.00,0.00,40.00,10.00,20.00,10.00,0.00,40.00,630.00,500.00,30.00,30.00,15.00,15.00,0.00,0.00,0.00,470.00,495.00,15.00,485.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,470.00,500.00,180.00,0.00,15.00,20.00,65.00,10.00,0.00,30.00,10.00,10.00,10.00,0.00,20.00,325.00,530.00,15.00,15.00,10.00,10.00,0.00,0.00,0.00,515.00,530.00,10.00,525.00,535.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,30.00,30.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,530.00,225.00,10.00,20.00,15.00,95.00,25.00,0.00,15.00,0.00,10.00,10.00,0.00,15.00,305.00
"59152877",480.00,25.00,25.00,10.00,20.00,0.00,0.00,0.00,445.00,475.00,15.00,465.00,475.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,440.00,480.00,160.00,15.00,55.00,10.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.00,255.00,10.00,10.00,10.00,10.00,0.00,0.00,0.00,245.00,255.00,10.00,255.00,260.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,260.00,90.00,10.00,35.00,10.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00,220.00,20.00,20.00,0.00,15.00,0.00,0.00,0.00,200.00,220.00,0.00,210.00,215.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,220.00,70.00,10.00,25.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00
"59152878",710.00,25.00,20.00,15.00,10.00,0.00,0.00,0.00,690.00,710.00,10.00,705.00,710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,680.00,710.00,225.00,15.00,45.00,10.00,125.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,485.00,355.00,20.00,15.00,10.00,0.00,0.00,10.00,0.00,335.00,355.00,0.00,350.00,355.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335.00,350.00,115.00,10.00,30.00,0.00,60.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,355.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,350.00,355.00,0.00,360.00,355.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.00,360.00,115.00,0.00,15.00,0.00,70.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,245.00
"59152879",570.00,20.00,15.00,20.00,0.00,0.00,0.00,0.00,550.00,570.00,0.00,565.00,570.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.00,570.00,145.00,45.00,35.00,0.00,55.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,425.00,315.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,295.00,310.00,0.00,305.00,310.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295.00,310.00,75.00,15.00,15.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.00,255.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,255.00,260.00,0.00,255.00,255.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,260.00,65.00,25.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190.00
"59152880",450.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,440.00,445.00,0.00,445.00,445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,440.00,445.00,190.00,15.00,105.00,0.00,0.00,25.00,0.00,20.00,10.00,15.00,0.00,0.00,0.00,260.00,185.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,180.00,185.00,0.00,180.00,185.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,185.00,70.00,0.00,40.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,115.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,260.00,0.00,265.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,260.00,260.00,120.00,10.00,65.00,10.00,0.00,20.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,145.00
"59152881",520.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,505.00,520.00,15.00,510.00,520.00,20.00,20.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,520.00,365.00,85.00,170.00,10.00,45.00,0.00,0.00,35.00,0.00,10.00,0.00,15.00,0.00,150.00,265.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,255.00,265.00,0.00,255.00,265.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.00,265.00,170.00,45.00,65.00,10.00,30.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,90.00,255.00,10.00,15.00,10.00,0.00,0.00,0.00,0.00,245.00,255.00,10.00,245.00,255.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,255.00,195.00,45.00,100.00,0.00,15.00,0.00,0.00,20.00,0.00,0.00,0.00,10.00,0.00,60.00
"59152882",475.00,20.00,10.00,0.00,10.00,0.00,10.00,0.00,460.00,475.00,0.00,470.00,480.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,480.00,340.00,80.00,125.00,0.00,30.00,10.00,0.00,20.00,20.00,25.00,0.00,0.00,30.00,135.00,210.00,10.00,0.00,10.00,10.00,0.00,0.00,0.00,205.00,210.00,0.00,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,210.00,140.00,40.00,40.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,70.00,265.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,255.00,265.00,10.00,260.00,265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,265.00,205.00,35.00,85.00,0.00,20.00,10.00,0.00,15.00,10.00,20.00,0.00,0.00,10.00,65.00
"59152883",455.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,445.00,460.00,0.00,455.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,460.00,170.00,0.00,95.00,0.00,10.00,40.00,0.00,10.00,0.00,0.00,10.00,10.00,0.00,290.00,245.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,240.00,245.00,0.00,245.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,240.00,245.00,75.00,0.00,40.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,170.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,215.00,0.00,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,210.00,95.00,0.00,55.00,0.00,10.00,15.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,120.00
"59152884",725.00,15.00,10.00,0.00,10.00,0.00,0.00,0.00,710.00,725.00,0.00,720.00,720.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,695.00,720.00,395.00,115.00,195.00,10.00,60.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,325.00,365.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,355.00,370.00,0.00,360.00,365.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,365.00,215.00,50.00,115.00,0.00,30.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,355.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,350.00,360.00,0.00,355.00,360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,355.00,180.00,65.00,80.00,0.00,35.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,175.00
"59152885",610.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,595.00,610.00,20.00,595.00,610.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,590.00,610.00,140.00,35.00,30.00,10.00,40.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,465.00,300.00,10.00,10.00,10.00,0.00,0.00,0.00,10.00,285.00,295.00,15.00,285.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,300.00,60.00,25.00,10.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,235.00,310.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,305.00,310.00,10.00,310.00,310.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.00,315.00,80.00,10.00,20.00,0.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,230.00
"59152886",620.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,610.00,615.00,0.00,620.00,620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,595.00,620.00,295.00,15.00,50.00,10.00,40.00,20.00,10.00,0.00,80.00,45.00,20.00,0.00,0.00,325.00,310.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,305.00,310.00,0.00,310.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.00,310.00,125.00,0.00,25.00,0.00,15.00,10.00,10.00,0.00,35.00,20.00,10.00,0.00,0.00,185.00,310.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,305.00,310.00,0.00,310.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,310.00,170.00,10.00,25.00,0.00,25.00,15.00,10.00,0.00,45.00,20.00,10.00,0.00,10.00,140.00
"59152887",930.00,20.00,15.00,0.00,20.00,0.00,0.00,10.00,910.00,935.00,15.00,920.00,935.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,20.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,905.00,935.00,265.00,75.00,75.00,10.00,45.00,15.00,10.00,10.00,10.00,15.00,10.00,10.00,10.00,670.00,490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,485.00,490.00,0.00,485.00,490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,490.00,490.00,130.00,40.00,30.00,0.00,20.00,10.00,10.00,0.00,10.00,10.00,10.00,0.00,0.00,360.00,445.00,20.00,15.00,0.00,15.00,0.00,0.00,0.00,425.00,440.00,10.00,435.00,445.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,15.00,15.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,420.00,445.00,135.00,35.00,45.00,10.00,30.00,10.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,310.00
"59152888",210.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,205.00,210.00,0.00,210.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.00,210.00,30.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,180.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,95.00,110.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,110.00,110.00,0.00,110.00,110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,110.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,90.00
"59152889",495.00,40.00,40.00,40.00,0.00,0.00,0.00,0.00,455.00,495.00,25.00,470.00,495.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,455.00,495.00,230.00,125.00,10.00,0.00,65.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,270.00,265.00,25.00,30.00,25.00,0.00,0.00,0.00,0.00,240.00,265.00,15.00,255.00,265.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,265.00,115.00,55.00,0.00,10.00,40.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,10.00,150.00,225.00,15.00,20.00,15.00,0.00,0.00,0.00,0.00,210.00,225.00,15.00,215.00,230.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215.00,230.00,115.00,70.00,10.00,0.00,25.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,10.00,115.00
"59152890",545.00,30.00,20.00,0.00,15.00,0.00,0.00,0.00,515.00,545.00,15.00,535.00,545.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,25.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515.00,540.00,310.00,105.00,45.00,10.00,50.00,35.00,10.00,10.00,25.00,0.00,10.00,0.00,15.00,235.00,325.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,315.00,325.00,0.00,320.00,320.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315.00,325.00,205.00,65.00,30.00,10.00,45.00,25.00,10.00,10.00,15.00,0.00,0.00,0.00,10.00,120.00,220.00,20.00,15.00,10.00,10.00,0.00,0.00,0.00,200.00,215.00,10.00,210.00,220.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,195.00,215.00,105.00,45.00,15.00,0.00,10.00,10.00,10.00,0.00,10.00,0.00,0.00,0.00,0.00,110.00
"59152891",755.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00,705.00,755.00,40.00,710.00,750.00,30.00,30.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,25.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,705.00,755.00,540.00,175.00,170.00,65.00,45.00,35.00,0.00,0.00,30.00,20.00,0.00,0.00,0.00,215.00,365.00,25.00,25.00,25.00,0.00,0.00,0.00,0.00,340.00,365.00,20.00,340.00,365.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.00,365.00,270.00,95.00,80.00,35.00,30.00,10.00,0.00,0.00,15.00,10.00,0.00,0.00,0.00,95.00,390.00,25.00,25.00,25.00,0.00,0.00,0.00,0.00,365.00,385.00,20.00,365.00,385.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.00,390.00,270.00,80.00,90.00,30.00,20.00,20.00,0.00,0.00,15.00,10.00,0.00,0.00,0.00,120.00
