"geo_id","population","a0_4","a5_9","a10_14","a15_19","a20_24","a25_29","a30_34","a35_39","a40_44","a45_49","a50_54","a55_59","a60_64","a65_69","a70_74","a75_79","a80_84","a85_","f","m","naao","onao_Canadian","onao","eo_bio_English","eo_bio_Irish","eo_bio_Scottish","eo_obio","eo_fo","eo_weo_Dutch","eo_weo_German","eo_oweo","eo_neo","eo_eeo_Hungarian","eo_eeo_Polish","eo_eeo_Russian","eo_eeo_Ukrainian","eo_oeeo","eo_seo_Greek","eo_seo_Italian","eo_seo_Portuguese","eo_seo_Spanish","eo_oseo","eo_oeo","co_Jamaican","oco","lcsao","ao","ao_wcameo","ao_sao_ei","ao_osao","ao_esao_Chinese","ao_esao_Filipino","ao_oesao","oo"
59153529,2290,55,30,35,70,125,150,100,80,90,115,140,155,160,225,215,230,175,140,1045,1245,0,80,9,62,28,44,24,39,28,62,14,15,0,21,55,8,1,7,0,7,21,15,19,0,0,0,15,30,60,0,1353,155,121,-3
59153530,720,25,10,5,30,60,55,30,35,15,40,35,50,50,55,45,50,50,80,300,420,0,26,0,0,0,0,7,0,0,4,3,0,0,0,0,0,0,0,7,0,0,0,-1,0,0,0,0,0,10,0,540,30,93,1
59153531,1725,119,139,119,119,134,129,134,134,134,119,119,114,84,55,20,30,15,8,840,885,99,223,29,67,50,65,12,41,33,71,9,23,9,28,17,28,13,6,24,11,44,4,10,4,4,36,59,211,46,8,92,250,84,15
59153532,650,35,40,30,35,40,40,45,45,40,55,55,60,40,40,15,15,10,10,300,350,13,64,0,20,18,23,16,21,6,25,0,19,5,5,0,10,4,0,11,14,14,0,0,21,0,8,34,50,13,0,88,112,34,2
59153533,1070,75,80,85,60,70,35,70,60,80,90,90,105,40,45,40,25,20,0,518,552,0,180,20,122,75,78,46,27,67,63,5,30,4,30,11,32,14,17,12,0,12,13,0,0,0,8,56,20,0,0,52,0,60,16
59153534,590,44,49,30,30,34,20,20,44,44,49,44,44,44,44,25,10,5,10,307,283,30,72,0,66,42,60,19,31,9,32,5,25,0,15,0,10,6,8,14,13,5,14,0,13,0,0,17,8,27,0,17,14,16,2
59153535,1405,55,40,25,50,55,110,115,95,85,105,130,125,110,85,80,55,35,50,715,690,76,159,23,76,66,66,12,46,24,107,16,60,5,26,33,31,10,0,11,7,7,4,15,0,29,38,67,78,55,23,97,88,41,9
59153537,1235,30,25,40,55,50,50,50,40,50,90,80,100,90,75,90,80,70,170,528,707,35,295,13,155,75,112,21,89,16,71,16,70,0,29,33,33,5,0,24,0,10,25,8,4,4,22,9,0,0,0,22,22,17,0
59153538,685,20,20,20,35,45,25,40,30,45,50,76,60,45,50,40,30,25,29,307,378,36,117,14,76,45,70,28,39,10,45,5,31,6,15,0,13,5,0,12,8,0,0,0,0,0,0,12,7,18,7,7,18,22,19
59153539,1200,50,50,60,70,40,35,45,55,80,90,95,80,80,85,55,65,60,105,522,678,51,132,22,80,44,76,22,70,31,90,26,53,5,25,16,22,11,0,17,5,12,11,9,14,0,70,9,0,32,0,148,63,23,11
59153540,585,31,41,41,46,36,21,31,36,36,41,46,51,46,31,15,26,5,5,260,325,45,78,24,34,26,32,9,28,0,55,6,11,5,17,0,15,6,0,0,0,5,18,0,0,0,12,12,11,23,0,6,38,55,14
59153541,1035,50,55,80,100,70,40,45,40,70,95,80,65,70,55,50,35,20,15,488,547,27,122,23,72,38,51,40,56,21,104,16,52,0,14,11,43,5,0,17,5,15,8,0,0,0,19,34,19,26,0,75,0,113,9
59153542,900,20,34,34,34,25,10,15,20,34,30,34,44,84,113,108,108,93,60,387,513,12,102,22,126,51,79,35,46,45,64,0,50,5,13,16,19,6,0,41,0,0,0,6,0,0,0,29,0,7,6,68,8,44,0
59153543,285,0,10,30,40,30,10,5,5,15,40,45,10,15,5,15,5,5,0,152,133,9,16,7,28,16,35,0,8,9,28,12,0,0,0,0,6,6,0,0,6,6,5,0,0,0,0,14,0,0,0,39,0,35,0
59153545,525,30,45,30,35,35,25,50,40,30,35,45,35,20,30,15,15,5,5,258,267,36,125,8,57,40,32,7,36,14,44,0,17,6,4,11,6,18,4,6,4,0,0,0,0,0,8,0,6,6,0,6,0,20,4
59153546,385,24,39,19,34,34,24,29,24,24,34,29,19,19,10,5,5,5,8,172,213,39,103,0,51,29,34,5,43,8,19,6,25,4,4,0,0,1,0,7,0,7,-1,0,0,0,0,0,0,0,0,0,0,0,1
59153547,1260,95,70,65,75,85,85,80,65,70,85,90,85,75,85,60,40,30,20,590,670,43,228,21,118,74,99,16,79,73,158,4,44,12,36,32,38,4,0,32,9,0,0,4,0,0,22,29,0,17,10,19,9,27,3
59153548,2465,100,160,185,190,175,105,105,110,195,260,265,215,160,120,55,35,20,10,1232,1233,33,139,8,139,80,89,37,76,32,81,10,43,22,40,29,60,18,5,63,7,18,10,0,20,0,0,12,326,92,27,749,39,154,7
59153549,105,0,12,12,0,12,0,0,6,12,12,6,6,6,12,6,6,0,-3,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,75,0,13,1
59153551,2705,95,75,105,135,150,180,170,145,160,230,245,235,175,170,125,105,105,100,1225,1480,23,151,17,105,65,77,42,49,17,68,24,53,19,15,36,79,48,20,7,17,45,28,28,0,14,37,28,37,45,25,1146,202,130,8
59153552,950,40,25,20,30,79,74,89,69,84,84,94,79,59,59,25,20,15,5,445,505,27,137,13,93,59,57,22,46,8,58,10,29,7,33,21,33,17,0,5,0,5,13,5,0,0,0,9,36,9,0,94,62,40,2
59153553,565,20,20,15,10,25,40,40,59,50,50,64,40,40,30,25,10,15,12,272,293,13,67,0,39,24,26,0,31,7,32,5,13,5,7,4,11,7,5,0,5,8,5,13,0,9,0,0,39,0,0,77,57,50,6
59153554,1650,95,95,85,105,105,110,125,130,120,115,140,150,95,70,55,30,20,5,828,822,50,343,32,182,104,133,17,95,28,122,14,93,20,20,27,14,27,6,35,11,4,18,6,6,30,29,36,11,36,0,19,58,13,11
59153555,1670,70,60,45,90,251,271,181,140,130,90,95,75,60,45,25,10,15,17,805,865,9,80,0,33,24,29,7,31,6,36,0,7,0,9,19,28,9,8,11,8,23,-1,10,0,0,52,23,66,111,25,584,267,157,-1
59153556,900,45,40,30,40,101,136,111,75,45,60,60,55,35,25,25,10,5,2,422,478,30,30,0,26,23,23,0,8,0,19,8,11,0,6,11,20,5,0,0,6,24,0,0,0,0,45,30,30,22,13,375,108,30,-3
59153557,1235,80,70,55,55,65,80,110,105,105,80,126,70,65,60,40,30,20,19,600,635,36,152,23,61,37,58,29,23,16,42,5,38,6,18,8,22,16,5,12,5,17,40,0,0,0,16,76,28,33,7,153,139,107,7
59153558,1200,55,65,40,60,65,100,90,75,75,85,90,90,80,85,60,40,25,20,575,625,40,112,13,42,34,47,8,27,13,41,6,20,8,23,13,21,15,0,7,7,27,13,0,7,15,58,9,80,39,55,53,256,70,21
59153560,540,20,30,45,25,35,30,15,35,45,54,40,54,20,30,30,15,10,7,272,268,21,71,7,35,36,25,8,39,7,32,4,23,0,13,0,23,7,0,15,0,4,16,0,0,0,32,0,7,15,0,28,11,37,24
59153561,840,45,55,65,60,55,40,40,55,55,90,85,80,45,35,15,15,5,0,430,410,0,203,12,113,44,51,26,62,16,39,5,41,15,15,0,41,0,5,26,0,5,1,1,12,0,29,0,0,12,0,20,12,35,-1
59153562,390,25,15,15,10,10,30,25,30,30,25,30,35,35,30,10,15,10,10,187,203,0,27,21,47,13,26,0,13,9,27,6,10,0,18,10,0,0,4,6,0,4,17,1,0,0,0,10,43,8,7,57,0,10,-4
59153563,470,35,30,35,35,30,30,20,25,25,25,35,35,30,20,25,10,15,10,223,247,10,60,6,30,20,24,6,15,10,41,0,25,0,6,8,12,0,0,0,0,6,0,-1,0,0,45,28,37,15,0,10,24,28,5
59153565,4745,424,269,199,159,189,389,558,483,414,364,269,259,224,174,115,60,60,136,2235,2510,98,735,48,407,243,315,70,201,97,315,51,174,19,55,71,123,32,28,111,28,42,13,22,10,11,94,49,85,210,52,566,82,246,42
59153566,625,25,40,35,60,30,35,30,45,50,50,66,45,30,45,20,5,5,9,305,320,9,85,0,66,31,33,3,20,30,54,0,14,0,14,5,19,9,0,18,9,18,11,9,0,9,13,0,35,9,0,64,0,42,-4
59153567,925,35,50,65,60,35,25,25,45,80,75,85,85,80,70,60,30,15,5,465,460,0,125,7,126,51,83,35,105,23,71,18,32,11,22,17,17,9,0,33,0,19,12,5,0,0,19,27,12,8,0,21,6,12,-1
59153568,410,15,25,25,15,20,15,15,10,20,30,35,35,46,40,35,15,5,9,202,208,0,70,0,72,26,22,16,13,0,48,6,6,5,15,5,10,10,0,0,0,0,6,6,0,0,17,0,24,0,8,15,10,0,0
59153569,120,0,0,5,5,0,0,0,5,10,5,16,10,26,21,5,5,5,2,60,60,0,16,0,9,21,23,16,9,7,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
59153570,1260,90,100,75,75,65,45,95,105,110,90,100,85,75,55,50,30,15,0,620,640,51,197,22,116,49,91,14,82,12,61,13,17,8,22,32,18,30,17,30,9,6,16,1,0,0,31,47,53,53,0,68,17,51,26
59153571,360,20,15,15,30,25,15,25,20,30,30,30,35,15,25,15,10,5,0,167,193,11,53,0,42,32,36,14,20,14,20,0,23,11,9,0,5,0,0,5,0,5,6,0,0,0,8,8,6,7,14,0,0,11,0
59153572,1120,55,80,60,80,100,60,80,80,80,95,95,100,60,40,30,15,5,5,535,585,17,137,8,131,92,72,33,46,32,66,15,55,0,23,11,29,17,7,18,5,16,0,0,0,0,8,12,25,37,8,27,76,85,12
59153573,480,25,30,25,30,30,30,35,25,40,35,45,35,30,20,20,15,5,5,225,255,47,77,17,53,38,36,11,21,10,30,6,26,9,0,19,0,0,3,7,0,0,3,6,0,7,10,0,0,0,7,0,7,30,0
59153574,115,5,9,5,9,9,9,14,14,5,9,5,5,9,5,0,0,5,-2,60,55,88,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,13,0,0,0,0,0,0,0
59153575,685,20,25,30,41,56,66,76,56,46,56,51,56,41,25,10,10,10,10,370,315,32,74,11,54,29,37,3,28,15,38,10,17,4,8,8,8,6,0,5,0,6,6,1,0,8,0,8,66,32,0,38,110,21,2
59153576,385,15,25,25,20,30,35,35,30,15,39,35,39,15,10,5,5,0,7,185,200,17,25,13,21,12,18,3,12,11,33,5,0,5,0,0,9,17,0,0,0,8,6,0,0,0,13,0,18,38,0,26,77,0,-2
59153578,700,5,0,5,5,15,64,108,64,74,177,44,74,25,20,20,0,0,0,473,227,50,116,23,50,32,52,16,33,8,53,0,25,6,14,18,18,5,8,20,0,0,8,8,0,0,13,32,38,13,0,15,10,19,-3
59153579,450,10,5,5,5,5,24,59,44,34,34,34,34,29,49,24,24,15,16,250,200,31,62,17,38,26,23,12,17,7,25,9,17,4,0,6,9,0,4,4,0,7,9,6,0,0,22,9,21,0,0,45,13,9,-2
59153580,925,20,0,5,15,40,104,109,114,104,119,90,94,50,40,10,10,0,1,613,312,53,146,9,69,55,74,20,59,9,62,0,50,5,28,23,28,10,6,28,6,6,5,0,0,0,44,24,28,14,0,21,9,25,9
59153581,850,5,10,0,5,20,45,75,50,80,104,94,144,80,35,35,25,15,28,555,295,47,121,19,71,39,45,7,35,22,80,11,11,9,9,9,9,-2,0,35,0,0,13,4,0,0,0,37,26,0,0,158,0,32,3
59153582,1075,10,5,5,10,55,129,184,119,105,129,100,90,70,40,15,10,0,-1,707,368,96,107,19,80,80,84,33,60,16,69,9,23,8,15,23,23,14,0,13,6,6,1,17,25,0,30,25,25,8,7,84,22,35,12
59153583,1095,15,5,0,15,45,109,198,109,64,84,74,74,55,35,35,25,50,103,605,490,132,122,22,79,46,58,21,18,10,47,0,54,6,8,16,18,6,10,17,14,7,-1,7,11,0,34,23,29,46,0,91,18,103,23
59153584,1875,35,45,35,25,120,264,269,204,125,155,140,135,125,80,40,45,20,13,1198,677,122,170,28,126,130,97,48,89,49,112,21,76,6,27,34,73,42,13,44,8,24,13,19,0,10,76,20,36,60,0,118,28,154,2
59153585,730,5,0,0,0,20,71,92,61,56,66,87,77,77,41,26,20,15,16,495,235,73,114,12,71,24,45,21,40,9,31,7,9,10,5,10,10,15,0,18,0,8,5,6,8,0,0,12,0,0,8,110,8,41,0
59153586,1170,30,10,15,15,55,104,129,99,89,89,104,94,109,79,50,50,25,24,615,555,30,153,9,86,61,72,36,49,21,70,25,38,5,31,17,49,5,0,18,7,25,11,16,13,0,51,17,83,17,0,69,21,57,8
59153587,755,20,5,5,5,40,126,131,86,55,50,35,50,50,35,20,20,10,12,420,335,15,89,19,58,43,36,14,56,12,39,7,38,4,19,10,13,12,0,17,13,6,15,1,6,5,33,11,45,26,0,35,13,38,7
59153588,920,15,10,10,5,35,94,94,75,65,75,90,94,65,65,50,40,20,18,437,483,33,72,24,82,55,73,23,72,22,64,16,55,5,18,9,28,17,8,38,0,13,6,0,0,0,38,8,23,8,0,46,13,38,13
59153589,935,15,10,5,10,45,100,135,90,75,70,70,65,65,55,50,40,15,20,495,440,28,99,15,119,60,79,21,58,21,58,19,40,7,19,19,16,27,8,10,13,8,7,8,0,16,28,12,15,27,0,16,9,55,-2
59153590,435,5,0,0,5,30,61,66,51,46,35,25,35,25,25,10,10,5,1,212,223,17,51,9,55,31,44,4,18,9,32,0,20,5,10,5,8,4,0,14,0,7,6,0,0,0,13,0,18,0,9,12,16,9,9
59153591,870,30,15,15,5,35,104,119,99,75,70,60,60,60,60,30,15,10,8,448,422,11,125,25,70,75,57,20,49,20,45,15,34,4,9,7,16,39,7,26,13,13,8,0,0,0,22,15,43,7,0,42,10,41,2
59153592,1360,50,75,110,110,105,80,50,50,70,145,145,135,110,55,35,15,15,5,687,673,41,206,16,123,88,79,35,70,0,144,11,51,0,30,39,41,51,12,55,7,0,11,1,8,0,33,20,40,0,8,81,7,35,17
59153593,640,10,30,36,41,25,25,15,20,30,46,71,61,76,71,51,20,10,2,313,327,0,108,27,107,31,74,15,16,5,36,13,58,17,12,10,14,17,8,8,0,0,0,9,0,0,0,0,0,10,0,34,0,10,1
59153595,850,25,56,86,86,76,30,15,30,66,91,106,61,51,30,20,10,10,1,425,425,0,113,8,101,41,51,15,41,5,50,9,64,0,31,10,23,12,16,21,0,14,-1,1,0,0,27,0,28,24,0,119,10,18,-1
59153596,675,30,50,40,60,40,40,30,40,76,60,50,55,30,35,15,10,5,9,315,360,8,91,8,79,36,52,9,23,5,42,0,16,16,18,12,13,12,22,15,5,10,0,-1,0,0,25,8,7,23,0,85,12,24,0
59153597,565,10,40,40,59,40,20,15,30,50,59,55,35,35,25,30,15,5,2,275,290,0,40,19,35,14,23,2,0,0,25,6,21,0,7,7,20,5,4,28,4,0,9,1,0,0,0,0,66,16,0,180,0,24,9
59153598,2125,105,164,194,179,134,65,85,119,189,174,199,169,124,105,65,30,20,5,1045,1080,54,273,37,148,77,111,40,89,19,65,31,96,8,29,8,36,19,11,39,9,13,39,-1,13,0,25,0,83,49,0,422,24,255,4
59153599,3210,226,341,356,216,140,75,130,261,436,406,281,130,75,55,30,30,10,12,1550,1660,70,384,71,284,153,198,59,157,65,166,30,109,19,74,36,61,24,0,76,18,26,29,8,0,8,87,50,70,21,0,508,35,244,70
59153600,450,19,33,24,28,28,19,14,24,33,43,33,43,33,24,19,14,9,10,223,227,8,59,0,38,24,24,13,27,9,35,9,23,4,14,5,11,3,0,13,0,5,5,5,0,0,12,8,25,0,7,51,0,14,-1
59153601,470,25,25,30,50,35,15,10,35,35,50,50,45,25,15,15,5,5,0,228,242,8,65,12,54,29,31,8,9,11,32,0,28,9,9,11,3,0,8,21,0,0,5,4,16,0,16,0,17,13,0,42,0,9,0
59153602,815,44,44,49,59,54,35,44,35,69,59,89,84,49,35,25,15,15,11,395,420,25,114,32,97,56,66,7,29,18,44,5,45,8,6,8,12,16,6,6,0,20,12,5,0,14,18,18,0,15,0,36,36,39,2
59153603,560,15,20,15,20,20,20,30,20,15,35,35,76,81,66,50,20,10,12,288,272,51,77,0,71,65,60,18,32,14,41,5,24,19,7,13,0,0,5,7,0,0,0,0,0,0,0,9,9,33,0,0,0,0,0
59153606,465,15,15,15,20,15,15,20,10,30,20,25,30,25,25,20,25,30,110,203,262,12,92,0,60,24,29,0,21,5,11,11,55,10,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,31,10,32,11,27,0
59153607,780,35,30,35,45,60,75,45,55,55,60,65,65,50,30,45,15,10,5,425,355,10,130,27,81,35,64,22,31,52,35,6,52,5,10,8,8,0,6,33,6,6,0,-1,0,0,15,0,35,56,10,35,0,0,3
59153608,785,10,10,20,35,35,20,15,10,20,45,45,50,45,60,55,60,80,170,350,435,14,112,12,91,39,52,0,11,85,63,18,26,0,36,0,22,10,0,15,0,0,0,0,0,0,0,0,41,110,0,14,0,14,0
59153609,995,35,50,45,40,35,20,20,30,45,60,50,70,95,109,124,80,50,37,455,540,13,159,13,153,63,100,33,74,19,84,0,41,0,18,8,18,6,0,5,3,3,3,-1,0,0,8,8,22,29,0,52,11,37,13
59153610,430,5,30,10,20,25,5,5,10,20,20,30,40,40,40,45,30,25,30,197,233,0,76,11,51,22,43,10,22,0,38,22,5,4,11,14,6,0,11,9,0,14,1,5,0,0,11,0,0,0,0,8,8,30,-2
59153611,640,25,35,50,45,50,20,25,25,35,65,60,50,45,45,25,20,10,10,315,325,12,111,12,81,45,54,20,25,10,48,5,5,4,13,4,26,22,0,14,4,4,6,6,0,0,0,8,24,47,0,18,0,13,-1
59153612,575,20,36,46,46,36,10,20,20,41,51,51,46,41,51,31,15,10,4,285,290,0,103,0,72,58,62,3,29,8,25,9,37,5,14,14,28,8,0,6,0,0,16,0,0,0,0,8,0,7,11,9,0,44,-1
59153613,805,44,59,49,59,44,30,25,40,64,54,64,69,49,49,44,30,15,17,393,412,33,134,23,108,58,82,28,18,37,71,11,41,5,0,7,27,5,4,11,11,0,8,6,0,0,0,8,0,22,0,29,7,7,4
59153614,405,10,15,21,21,15,10,10,10,31,31,31,51,31,31,26,21,21,19,195,210,12,95,12,43,26,31,11,26,10,39,12,11,7,17,7,9,1,0,5,0,0,13,7,0,0,0,0,0,0,0,7,0,6,-2
59153615,480,15,25,15,20,25,35,35,30,20,35,40,45,40,45,25,15,10,5,220,260,20,75,8,50,34,51,24,24,17,48,6,0,0,8,0,14,13,0,14,0,0,5,0,0,0,0,8,0,12,0,22,14,7,6
59153616,965,25,10,25,25,61,91,91,61,41,56,81,91,91,71,51,30,25,39,523,442,19,97,9,52,32,45,11,29,11,49,19,34,0,9,9,12,17,0,17,0,0,14,0,0,14,19,29,18,142,18,186,17,39,-2
59153617,525,30,30,20,20,30,50,40,40,25,25,35,45,45,35,20,20,10,5,290,235,10,64,13,39,24,20,8,7,9,9,7,7,0,14,0,19,0,0,10,0,0,0,6,0,0,0,0,0,116,0,120,0,21,2
59153618,535,25,30,25,25,25,40,25,35,35,35,45,45,66,30,25,10,10,4,270,265,13,116,0,64,39,33,9,19,18,49,0,22,10,0,7,0,7,0,14,0,0,8,-1,0,0,0,0,8,24,0,51,11,14,0
59153619,900,45,45,35,64,74,64,54,64,45,49,74,99,84,45,25,15,10,9,427,473,0,34,9,9,11,6,1,0,0,0,9,0,4,0,0,0,5,0,0,9,13,0,1,0,0,10,0,47,152,21,472,70,19,-2
59153620,1170,55,50,60,75,80,80,75,70,85,65,90,120,110,70,30,20,25,10,552,618,0,20,0,11,0,5,0,8,0,0,0,12,0,0,12,0,0,0,0,0,0,8,9,0,0,0,25,20,91,0,786,110,52,1
59153621,750,35,35,40,40,50,45,55,45,40,55,80,60,70,40,25,15,10,10,360,390,14,9,0,6,0,8,6,0,0,0,0,0,0,0,9,0,0,0,7,0,7,1,0,0,0,0,27,109,43,7,432,14,49,2
59153622,690,30,30,34,64,54,44,49,34,44,44,49,54,44,39,30,20,15,12,355,335,0,48,0,26,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,26,0,234,17,222,50,31,1
59153623,610,30,30,30,25,36,51,41,30,36,30,51,51,56,36,36,30,10,1,310,300,0,51,9,11,4,6,5,0,11,16,0,0,0,5,3,9,1,5,0,0,0,0,0,0,9,0,14,9,265,48,101,19,9,0
59153624,520,19,34,19,39,53,44,29,34,34,39,44,34,24,19,24,10,10,11,258,262,0,8,0,3,10,13,-1,0,0,10,0,5,0,0,3,3,3,0,0,5,0,0,7,0,0,0,29,0,229,42,92,24,23,12
59153625,600,30,25,20,35,50,50,45,50,40,35,50,50,50,30,15,10,10,5,300,300,23,15,7,14,5,4,0,5,0,9,0,0,0,0,0,12,0,0,0,8,6,0,0,9,0,9,9,0,157,0,210,61,35,2
59153626,750,35,45,50,50,50,60,60,50,40,55,55,55,60,30,20,20,10,5,362,388,0,23,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,22,0,0,0,0,14,0,42,222,0,253,92,56,10
59153627,480,15,15,25,25,25,25,20,35,25,35,20,30,30,25,30,25,20,55,232,248,10,26,9,0,7,13,0,17,4,16,0,7,0,0,5,0,5,0,0,10,10,0,1,0,0,0,0,10,181,16,94,29,0,10
59153628,550,20,15,20,35,40,45,40,25,30,25,55,55,40,30,25,25,15,10,255,295,0,19,0,0,0,6,5,0,0,25,0,7,0,10,10,13,0,0,0,0,0,7,1,0,10,0,10,0,132,22,163,51,51,8
59153629,720,30,40,40,45,50,45,40,40,55,55,50,50,55,40,30,20,10,25,373,347,9,17,0,24,8,5,1,13,11,30,9,6,10,0,6,10,0,0,10,0,13,9,0,0,0,13,0,25,183,22,218,22,21,25
59153630,470,15,15,29,34,39,24,24,24,24,39,29,39,34,29,29,15,19,9,237,233,0,40,8,11,4,0,5,5,6,10,5,5,0,4,0,4,4,0,0,0,0,13,4,0,0,0,9,0,135,35,89,16,57,1
59153631,815,45,35,40,45,55,60,65,55,55,70,60,60,60,50,20,25,10,5,410,405,8,59,8,11,15,14,3,13,0,14,5,6,3,3,3,7,4,0,15,0,19,0,0,0,0,13,0,0,64,16,306,170,27,9
59153632,2405,115,165,185,195,180,160,125,135,155,180,185,215,140,105,65,50,30,20,1115,1290,30,175,16,60,33,61,19,53,32,104,0,42,7,26,20,29,4,0,15,15,42,1,15,6,11,81,115,72,178,63,431,529,94,26
59153633,815,54,44,35,79,40,64,59,59,64,69,54,59,40,44,20,20,5,6,440,375,27,77,8,26,28,34,6,28,17,41,5,15,0,9,3,6,5,0,9,6,6,9,1,0,9,27,18,13,66,0,199,72,46,-1
59153634,595,34,39,34,30,34,30,30,54,44,54,44,34,25,30,25,25,15,14,303,292,15,41,16,23,12,21,8,8,15,19,5,0,5,13,0,5,11,0,5,0,28,5,6,0,0,8,35,12,25,19,131,26,71,7
59153635,410,25,15,10,25,44,25,20,30,30,30,35,30,40,25,15,10,0,1,210,200,0,62,0,31,22,22,6,23,0,7,13,9,0,0,5,5,1,4,4,0,4,4,5,0,0,13,0,9,10,11,107,0,31,2
59153636,575,20,30,30,35,50,40,25,25,35,30,55,55,50,40,20,15,15,5,278,297,9,44,9,36,29,25,7,22,0,34,14,22,0,5,5,8,6,0,9,7,4,4,-1,0,9,9,9,21,45,22,100,16,34,12
59153637,480,25,20,20,30,40,45,25,25,40,25,49,30,45,30,10,10,10,1,237,243,0,59,0,16,10,13,0,0,8,0,0,0,0,6,6,0,0,0,10,6,0,0,0,0,0,0,15,25,22,27,178,14,56,9
59153638,490,35,15,25,40,51,40,30,30,35,25,45,30,35,20,10,5,5,14,222,268,18,13,0,10,8,14,3,9,0,15,0,15,0,4,3,9,4,0,6,0,10,5,5,9,0,0,9,9,60,0,200,11,44,-3
59153639,610,20,30,25,40,50,55,40,35,40,40,45,50,60,30,10,10,15,15,295,315,0,12,0,12,7,9,0,0,0,13,8,10,0,5,0,0,6,0,9,9,0,-1,0,0,0,35,0,17,139,10,205,94,12,-1
59153640,520,45,30,40,35,35,35,30,40,40,35,45,45,25,15,10,5,5,5,233,287,20,0,0,12,8,8,7,9,0,3,3,14,0,0,7,10,0,0,5,0,5,4,0,0,0,0,0,45,55,10,179,77,29,10
59153641,505,25,25,25,30,45,30,30,35,30,35,45,45,30,25,20,10,10,10,235,270,0,0,0,24,0,8,12,0,0,9,0,0,0,8,0,15,0,0,5,5,5,8,0,0,0,10,0,28,30,25,265,18,31,-1
59153642,600,25,30,20,30,50,45,35,40,35,35,55,45,40,40,30,20,15,10,300,300,0,23,0,26,8,21,7,8,19,36,0,20,0,11,8,0,16,11,0,8,25,18,-1,0,0,9,0,0,61,9,208,31,9,9
59153643,1070,55,55,50,80,80,85,80,85,75,95,80,80,70,40,25,15,10,10,498,572,18,45,8,25,31,31,0,0,15,9,6,11,18,7,0,21,7,0,7,0,15,8,9,13,9,18,31,26,47,10,404,96,110,15
59153644,1710,96,65,45,70,161,216,241,186,126,116,141,75,65,45,30,15,5,12,805,905,0,74,0,41,19,24,16,30,16,48,7,7,0,9,29,36,13,0,9,9,0,16,0,9,0,22,9,52,39,9,880,103,177,7
59153645,2700,196,116,85,111,201,312,327,251,186,186,201,146,116,101,40,30,25,70,1315,1385,18,107,8,84,62,66,17,30,12,67,18,37,24,14,40,29,33,6,25,17,22,82,6,9,0,51,14,37,41,18,1196,186,311,13
59153646,490,20,15,10,15,25,25,51,30,30,25,45,56,30,30,20,35,15,13,215,275,30,45,0,28,17,22,5,22,0,22,0,11,7,7,0,14,8,12,0,0,12,8,0,0,0,20,0,20,15,0,100,47,19,-1
59153647,425,26,21,16,31,47,41,47,31,16,31,26,26,31,16,5,10,5,-1,220,205,16,24,7,24,5,5,1,23,17,14,0,13,0,12,4,6,4,5,7,0,12,0,0,0,0,19,8,16,27,0,99,16,34,7
59153648,910,39,25,15,25,64,93,98,59,59,49,54,59,64,69,34,44,20,40,415,495,0,32,0,21,6,6,-1,20,7,10,0,20,0,6,6,6,1,0,11,8,8,17,0,9,0,0,28,36,49,10,395,34,156,9
59153649,725,40,25,15,25,20,50,55,65,55,60,55,60,45,40,20,25,15,55,325,400,0,24,0,26,11,9,1,7,9,13,0,11,18,10,0,0,0,0,10,10,19,21,1,0,0,10,0,0,58,19,334,68,39,-3
59153650,480,40,30,30,20,25,35,50,55,45,35,45,20,20,10,5,15,0,0,240,240,0,28,0,31,29,25,3,5,0,30,0,18,0,0,20,7,9,0,5,0,13,0,0,0,0,28,0,0,0,0,138,49,41,1
59153651,495,20,25,15,30,50,70,45,45,35,40,40,30,20,20,10,0,0,0,245,250,20,52,0,27,10,23,10,32,5,17,5,14,4,6,6,14,9,0,5,5,12,0,-1,0,8,32,12,31,10,6,44,29,40,8
59153652,575,25,20,30,25,50,40,35,35,35,40,40,70,40,25,30,15,10,10,280,295,0,10,0,66,12,38,4,0,7,43,0,20,0,12,0,8,7,0,12,0,6,9,1,0,0,19,0,10,15,0,180,23,64,9
59153653,1805,85,65,50,85,94,134,129,134,134,139,189,149,134,114,55,55,35,25,825,980,26,169,14,89,26,51,12,45,10,53,9,37,4,10,12,14,20,5,12,8,12,0,20,0,0,43,13,21,21,9,695,49,291,5
59153654,1265,60,35,35,30,45,71,116,86,91,101,101,121,106,96,71,45,30,25,580,685,10,23,12,60,14,35,0,12,0,32,14,35,7,13,20,29,6,6,4,4,0,29,16,0,0,0,0,44,18,7,626,29,162,-2
59153655,2125,156,121,85,50,85,156,276,271,211,166,131,131,105,80,45,30,15,11,998,1127,21,158,8,85,51,60,20,34,21,108,24,37,10,41,46,22,15,5,36,31,17,28,6,0,29,62,29,66,78,7,623,122,228,-3
