SERIALNO,DVISION,SPORDER,PUMA,REGION,AGE,SEX,RACE,PWGTP1
2018HU1341646,5,1,51225,3,20_29,f,white,198
2018HU1341707,5,1,59302,3,70_79,m,white,48
2018HU1341707,5,2,59302,3,70_79,f,white,61
2018HU1341732,5,1,51167,3,40_49,m,white,34
2018HU1341747,5,1,51135,3,50_59,m,black.aa,144
2018HU1341747,5,2,51135,3,50_59,f,black.aa,115
2018HU1341747,5,3,51135,3,30_39,m,black.aa,247
2018HU1341867,5,1,51125,3,50_59,m,white,11
2018HU1341867,5,2,51125,3,10_19,f,white,15
2018HU1341867,5,3,51125,3,10_19,m,white,29
2018HU1341909,5,1,51125,3,70_79,f,white,228
2018HU1341909,5,2,51125,3,70_79,m,white,222
2018HU1341911,5,1,59302,3,40_49,f,white,63
2018HU1341959,5,1,51115,3,60_69,f,white,58
2018HU1341968,5,1,55001,3,70_79,f,black.aa,213
2018HU1342004,5,1,51105,3,50_59,f,white,43
2018HU1342004,5,2,51105,3,30_39,f,white,76
2018HU1342007,5,1,59302,3,80_89,f,white,100
2018HU1342144,5,1,55001,3,40_49,m,white,199
2018HU1342144,5,2,55001,3,10_19,m,white,97
2018HU1342144,5,3,55001,3,10_19,m,white,137
2018HU1342155,5,1,59307,3,70_79,f,white,61
2018HU1342198,5,1,59301,3,40_49,m,white,69
2018HU1342198,5,2,59301,3,40_49,f,asian,70
2018HU1342220,5,1,59308,3,50_59,m,asian,242
2018HU1342220,5,2,59308,3,30_39,f,asian,107
2018HU1342220,5,3,59308,3,10_19,m,asian,95
2018HU1342220,5,4,59308,3,10_19,m,asian,95
2018HU1342291,5,1,1301,3,50_59,m,white,39
2018HU1342333,5,1,51175,3,80_89,m,white,114
2018HU1342333,5,2,51175,3,80_89,f,white,112
2018HU1342350,5,1,51245,3,40_49,m,asian,10
2018HU1342350,5,2,51245,3,40_49,f,asian,17
2018HU1342350,5,3,51245,3,20_29,f,asian,12
2018HU1342350,5,4,51245,3,10_19,f,asian,11
2018HU1342495,5,1,51084,3,80_89,f,white,47
2018HU1342533,5,1,10703,3,40_49,m,white,145
2018HU1342533,5,2,10703,3,40_49,f,white,87
2018HU1342533,5,3,10703,3,10_19,m,white,102
2018HU1342584,5,1,51164,3,50_59,f,other,53
2018HU1342584,5,2,51164,3,50_59,m,black.aa,57
2018HU1342594,5,1,51110,3,50_59,f,white,96
2018HU1342596,5,1,51087,3,60_69,f,white,45
2018HU1342596,5,2,51087,3,60_69,m,white,53
2018HU1342624,5,1,51105,3,60_69,f,white,88
2018HU1342660,5,1,59308,3,40_49,f,white,152
2018HU1342660,5,2,59308,3,10_19,m,white,179
2018HU1342661,5,1,51080,3,70_79,f,white,102
2018HU1342661,5,2,51080,3,70_79,m,white,88
2018HU1342695,5,1,51110,3,80_89,f,white,147
2018HU1342747,5,1,4102,3,30_39,f,two.,12
2018HU1342747,5,2,4102,3,30_39,m,white,21
2018HU1342747,5,3,4102,3,20_29,m,white,19
2018HU1342795,5,1,51135,3,40_49,f,black.aa,470
2018HU1342825,5,1,51154,3,60_69,m,black.aa,17
2018HU1342831,5,1,59303,3,60_69,f,white,41
2018HU1342831,5,2,59303,3,70_79,m,white,42
2018HU1342903,5,1,51155,3,50_59,f,white,65
2018HU1342903,5,2,51155,3,60_69,m,black.aa,48
2018HU1342989,5,1,59305,3,60_69,m,white,72
2018HU1343023,5,1,51167,3,60_69,m,white,69
2018HU1343023,5,2,51167,3,60_69,f,white,84
2018HU1343083,5,1,51097,3,70_79,m,white,88
2018HU1343092,5,1,4101,3,50_59,f,white,11
2018HU1343092,5,2,4101,3,20_29,m,white,13
2018HU1343092,5,3,4101,3,0_9,m,white,8
2018HU1343092,5,4,4101,3,40_49,m,white,11
2018HU1343092,5,5,4101,3,20_29,f,white,16
2018HU1343170,5,1,51235,3,20_29,m,white,26
2018HU1343170,5,2,51235,3,10_19,m,white,113
2018HU1343170,5,3,51235,3,0_9,f,white,63
2018HU1343170,5,4,51235,3,0_9,f,white,63
2018HU1343170,5,5,51235,3,30_39,f,white,82
2018HU1343182,5,1,51125,3,60_69,f,white,80
2018HU1343182,5,2,51125,3,50_59,m,white,83
2018HU1343182,5,3,51125,3,20_29,m,white,86
2018HU1343182,5,4,51125,3,20_29,f,white,77
2018HU1343193,5,1,51125,3,70_79,m,white,12
2018HU1343193,5,2,51125,3,50_59,f,white,17
2018HU1343325,5,1,51105,3,60_69,m,black.aa,22
2018HU1343420,5,1,51125,3,60_69,m,black.aa,4
2018HU1343440,5,1,59301,3,70_79,m,white,53
2018HU1343440,5,2,59301,3,70_79,f,white,57
2018HU1343488,5,1,51186,3,40_49,m,white,91
2018HU1343488,5,2,51186,3,60_69,f,asian,71
2018HU1343488,5,3,51186,3,20_29,f,two.,120
2018HU1343578,5,1,59303,3,20_29,m,white,48
2018HU1343623,5,1,51080,3,40_49,f,white,40
2018HU1343623,5,2,51080,3,20_29,m,white,75
2018HU1343635,5,1,51080,3,40_49,m,white,119
2018HU1343635,5,2,51080,3,40_49,f,white,129
2018HU1343635,5,3,51080,3,10_19,m,white,148
2018HU1343635,5,4,51080,3,10_19,m,white,169
2018HU1343635,5,5,51080,3,0_9,f,white,84
2018HU1343650,5,1,59303,3,30_39,f,white,59
2018HU1343650,5,2,59303,3,30_39,m,white,64
2018HU1343650,5,3,59303,3,0_9,m,white,62
2018HU1343650,5,4,59303,3,0_9,m,white,77
2018HU1343696,5,1,51120,3,20_29,f,white,58
2018HU1343696,5,2,51120,3,20_29,m,white,46
2018HU1343696,5,3,51120,3,0_9,m,white,35
2018HU1343713,5,1,51085,3,40_49,f,white,23
2018HU1343713,5,2,51085,3,50_59,m,white,14
2018HU1343713,5,3,51085,3,80_89,f,white,18
2018HU1343713,5,4,51085,3,80_89,f,white,18
2018HU1343875,5,1,59303,3,50_59,f,black.aa,26
2018HU1343875,5,2,59303,3,20_29,f,black.aa,39
2018HU1343942,5,1,51010,3,60_69,f,white,19
2018HU1344000,5,1,55001,3,80_89,f,black.aa,49
2018HU1344000,5,2,55001,3,80_89,m,black.aa,76
2018HU1344022,5,1,51155,3,60_69,m,black.aa,179
2018HU1344022,5,2,51155,3,10_19,m,black.aa,98
2018HU1344022,5,3,51155,3,10_19,m,black.aa,99
2018HU1344026,5,1,55002,3,50_59,m,white,39
2018HU1344026,5,2,55002,3,40_49,f,white,42
2018HU1344026,5,3,55002,3,10_19,f,white,48
2018HU1344035,5,1,10702,3,30_39,m,white,97
2018HU1344035,5,2,10702,3,30_39,f,white,93
2018HU1344035,5,3,10702,3,0_9,m,white,112
2018HU1344075,5,1,51224,3,30_39,m,black.aa,47
2018HU1344075,5,2,51224,3,60_69,f,black.aa,137
2018HU1344116,5,1,1301,3,20_29,f,white,37
2018HU1344144,5,1,10702,3,50_59,m,black.aa,464
2018HU1344144,5,2,10702,3,50_59,f,black.aa,340
2018HU1344151,5,1,59306,3,80_89,f,white,175
2018HU1344207,5,1,51145,3,50_59,f,white,153
2018HU1344207,5,2,51145,3,60_69,m,white,160
2018HU1344256,5,1,59308,3,40_49,m,white,78
2018HU1344256,5,2,59308,3,10_19,f,white,92
2018HU1344256,5,3,59308,3,0_9,f,white,92
2018HU1344316,5,1,10701,3,50_59,f,black.aa,166
2018HU1344316,5,2,10701,3,50_59,m,black.aa,151
2018HU1344316,5,3,10701,3,10_19,m,black.aa,195
2018HU1344362,5,1,55001,3,30_39,f,white,176
2018HU1344362,5,2,55001,3,40_49,m,white,161
2018HU1344362,5,3,55001,3,0_9,f,white,171
2018HU1344362,5,4,55001,3,0_9,m,white,176
2018HU1344362,5,5,55001,3,0_9,m,white,176
2018HU1344362,5,6,55001,3,10_19,m,white,130
2018HU1344412,5,1,59305,3,40_49,f,white,85
2018HU1344412,5,2,59305,3,10_19,m,white,57
2018HU1344412,5,3,59305,3,50_59,m,white,71
2018HU1344456,5,1,51244,3,50_59,m,white,143
2018HU1344483,5,1,51135,3,70_79,m,white,4
2018HU1344483,5,2,51135,3,70_79,f,white,4
2018HU1344484,5,1,59307,3,40_49,m,asian,68
2018HU1344484,5,2,59307,3,40_49,f,asian,98
2018HU1344484,5,3,59307,3,10_19,f,asian,85
2018HU1344484,5,4,59307,3,0_9,m,asian,76
2018HU1344500,5,1,51085,3,30_39,f,white,41
2018HU1344500,5,2,51085,3,30_39,m,white,30
2018HU1344500,5,3,51085,3,0_9,f,white,18
2018HU1344500,5,4,51085,3,0_9,f,white,19
2018HU1344500,5,5,51085,3,0_9,f,white,19
2018HU1344517,5,1,51206,3,40_49,m,white,63
2018HU1344517,5,2,51206,3,30_39,f,white,70
2018HU1344517,5,3,51206,3,10_19,f,white,80
2018HU1344517,5,4,51206,3,0_9,m,white,70
2018HU1344517,5,5,51206,3,0_9,m,white,70
2018HU1344517,5,6,51206,3,0_9,m,white,115
2018HU1344575,5,1,59302,3,60_69,f,white,78
2018HU1344575,5,2,59302,3,80_89,m,white,79
2018HU1344636,5,1,51040,3,70_79,m,white,181
2018HU1344636,5,2,51040,3,60_69,f,white,158
2018HU1344661,5,1,51089,3,40_49,f,black.aa,58
2018HU1344665,5,1,51175,3,30_39,f,white,188
2018HU1344665,5,2,51175,3,10_19,f,white,156
2018HU1344665,5,3,51175,3,0_9,f,white,157
2018HU1344665,5,4,51175,3,40_49,m,white,248
2018HU1344757,5,1,51040,3,80_89,f,white,127
2018HU1344830,5,1,51020,3,50_59,f,white,62
2018HU1344830,5,2,51020,3,10_19,m,white,105
2018HU1344921,5,1,4102,3,50_59,m,white,137
2018HU1344921,5,2,4102,3,50_59,f,white,134
2018HU1344954,5,1,51097,3,40_49,m,white,45
2018HU1345058,5,1,59307,3,30_39,m,white,47
2018HU1345066,5,1,51095,3,70_79,m,white,11
2018HU1345071,5,1,51235,3,70_79,m,black.aa,38
2018HU1345071,5,2,51235,3,60_69,f,black.aa,32
2018HU1345085,5,1,51085,3,50_59,m,two.,192
2018HU1345108,5,1,51020,3,60_69,f,white,24
2018HU1345130,5,1,59307,3,50_59,m,white,18
2018HU1345130,5,2,59307,3,10_19,m,white,22
2018HU1345191,5,1,51080,3,40_49,f,white,72
2018HU1345191,5,2,51080,3,40_49,m,white,75
2018HU1345290,5,1,51165,3,80_89,f,white,45
2018HU1345301,5,1,51044,3,60_69,f,white,175
2018HU1345322,5,1,51096,3,30_39,m,white,119
2018HU1345322,5,2,51096,3,0_9,f,white,62
2018HU1345322,5,3,51096,3,0_9,f,white,61
2018HU1345322,5,4,51096,3,20_29,m,white,243
2018HU1345322,5,5,51096,3,10_19,m,white,243
2018HU1345322,5,6,51096,3,30_39,f,white,170
2018HU1345324,5,1,51097,3,40_49,f,two.,293
2018HU1345324,5,2,51097,3,0_9,m,two.,510
2018HU1345324,5,3,51097,3,0_9,f,two.,434
2018HU1345328,5,1,51115,3,60_69,m,white,21
2018HU1345328,5,2,51115,3,60_69,f,white,21
2018HU1345349,5,1,51154,3,60_69,m,asian,85
2018HU1345349,5,2,51154,3,20_29,f,asian,66
2018HU1345352,5,1,59304,3,70_79,m,white,17
2018HU1345352,5,2,59304,3,60_69,f,asian,22
2018HU1345376,5,1,51020,3,50_59,f,white,110
2018HU1345376,5,2,51020,3,10_19,f,white,153
2018HU1345376,5,3,51020,3,0_9,f,white,153
2018HU1345383,5,1,59305,3,60_69,f,white,11
2018HU1345383,5,2,59305,3,40_49,f,white,12
2018HU1345399,5,1,59305,3,30_39,m,white,126
2018HU1345399,5,2,59305,3,30_39,f,white,161
2018HU1345399,5,3,59305,3,10_19,f,white,105
2018HU1345399,5,4,59305,3,0_9,m,white,105
2018HU1345399,5,5,59305,3,0_9,f,white,105
2018HU1345399,5,6,59305,3,0_9,m,white,92
2018HU1345451,5,1,59307,3,60_69,f,white,65
2018HU1345462,5,1,51145,3,40_49,m,black.aa,15
2018HU1345644,5,1,51255,3,50_59,f,white,58
2018HU1345666,5,1,51110,3,50_59,f,white,283
2018HU1345666,5,2,51110,3,20_29,f,white,90
2018HU1345666,5,3,51110,3,10_19,f,white,91
2018HU1345666,5,4,51110,3,10_19,m,white,274
2018HU1345766,5,1,59305,3,40_49,m,white,65
2018HU1345766,5,2,59305,3,40_49,f,white,61
2018HU1345766,5,3,59305,3,10_19,m,white,65
2018HU1345766,5,4,59305,3,10_19,m,white,65
2018HU1345772,5,1,51224,3,60_69,m,white,84
2018HU1345772,5,2,51224,3,60_69,m,white,101
2018HU1345781,5,1,10702,3,40_49,m,white,107
2018HU1345781,5,2,10702,3,10_19,f,white,90
2018HU1345781,5,3,10702,3,10_19,m,white,108
2018HU1345818,5,1,1302,3,30_39,f,white,37
2018HU1345818,5,2,1302,3,30_39,m,white,58
2018HU1345818,5,3,1302,3,0_9,f,white,82
2018HU1345824,5,1,51167,3,40_49,m,black.aa,86
2018HU1345824,5,2,51167,3,40_49,f,black.aa,78
2018HU1345824,5,3,51167,3,10_19,m,black.aa,58
2018HU1345824,5,4,51167,3,0_9,f,black.aa,30
2018HU1345824,5,5,51167,3,0_9,f,black.aa,31
2018HU1345843,5,1,51255,3,70_79,m,white,15
2018HU1345843,5,2,51255,3,70_79,f,white,21
2018HU1345863,5,1,51105,3,60_69,m,white,35
2018HU1345863,5,2,51105,3,50_59,f,white,37
2018HU1345868,5,1,51175,3,70_79,m,black.aa,6
2018HU1345868,5,2,51175,3,70_79,f,black.aa,7
2018HU1345961,5,1,59302,3,70_79,m,white,97
2018HU1345961,5,2,59302,3,50_59,f,white,81
2018HU1345966,5,1,55002,3,60_69,f,black.aa,101
2018HU1345981,5,1,4102,3,60_69,m,black.aa,81
2018HU1345981,5,2,4102,3,50_59,f,black.aa,120
2018HU1345981,5,3,4102,3,20_29,f,black.aa,125
2018HU1346096,5,1,51089,3,60_69,m,black.aa,82
2018HU1346096,5,2,51089,3,60_69,f,black.aa,148
2018HU1346128,5,1,4103,3,40_49,f,black.aa,49
2018HU1346128,5,2,4103,3,40_49,m,black.aa,25
2018HU1346128,5,3,4103,3,20_29,f,black.aa,37
2018HU1346128,5,4,4103,3,20_29,m,black.aa,56
2018HU1346128,5,5,4103,3,10_19,m,black.aa,70
2018HU1346143,5,1,51089,3,50_59,m,white,100
2018HU1346143,5,2,51089,3,50_59,f,white,106
2018HU1346146,5,1,51040,3,20_29,f,asian,360
2018HU1346146,5,2,51040,3,20_29,f,white,376
2018HU1346146,5,3,51040,3,20_29,f,white,377
2018HU1346146,5,4,51040,3,20_29,f,asian,616
2018HU1346155,5,1,4101,3,50_59,f,white,94
2018HU1346180,5,1,51120,3,60_69,f,white,14
2018HU1346180,5,2,51120,3,10_19,f,white,10
2018HU1346243,5,1,4102,3,40_49,f,black.aa,166
2018HU1346423,5,1,51095,3,70_79,m,black.aa,246
2018HU1346423,5,2,51095,3,70_79,f,black.aa,220
2018HU1346444,5,1,55002,3,50_59,m,white,56
2018HU1346444,5,2,55002,3,50_59,f,white,66
2018HU1346444,5,3,55002,3,10_19,f,white,78
2018HU1346474,5,1,59305,3,30_39,f,white,76
2018HU1346474,5,2,59305,3,30_39,m,white,63
2018HU1346518,5,1,59303,3,20_29,f,white,242
2018HU1346518,5,2,59303,3,40_49,m,white,331
2018HU1346518,5,3,59303,3,10_19,m,white,336
2018HU1346518,5,4,59303,3,10_19,m,white,335
2018HU1346518,5,5,59303,3,10_19,m,white,336
2018HU1346528,5,1,51235,3,60_69,m,white,171
2018HU1346528,5,2,51235,3,60_69,f,white,198
2018HU1346537,5,1,59307,3,50_59,m,asian,134
2018HU1346537,5,2,59307,3,50_59,f,asian,88
2018HU1346537,5,3,59307,3,10_19,m,asian,102
2018HU1346650,5,1,59307,3,40_49,f,white,51
2018HU1346650,5,2,59307,3,40_49,m,white,61
2018HU1346650,5,3,59307,3,10_19,f,white,71
2018HU1346658,5,1,51044,3,50_59,f,black.aa,26
2018HU1346658,5,2,51044,3,20_29,f,black.aa,46
2018HU1346756,5,1,51246,3,50_59,f,asian,9
2018HU1346756,5,2,51246,3,20_29,f,asian,29
2018HU1346756,5,3,51246,3,30_39,m,asian,32
2018HU1346846,5,1,51167,3,20_29,f,white,202
2018HU1346864,5,1,59305,3,20_29,m,asian,25
2018HU1346864,5,2,59305,3,20_29,f,asian,39
2018HU1346864,5,3,59305,3,0_9,f,asian,23
2018HU1346878,5,1,51246,3,50_59,m,white,125
2018HU1346884,5,1,51235,3,80_89,f,black.aa,39
2018HU1346884,5,2,51235,3,20_29,f,black.aa,135
2018HU1346957,5,1,10702,3,60_69,m,two.,42
2018HU1346957,5,2,10702,3,60_69,f,white,29
2018HU1347034,5,1,59307,3,20_29,f,white,137
2018HU1347034,5,2,59307,3,30_39,m,black.aa,260
2018HU1347065,5,1,59304,3,40_49,m,white,11
2018HU1347065,5,2,59304,3,40_49,f,white,14
2018HU1347065,5,3,59304,3,10_19,m,white,12
2018HU1347121,5,1,51110,3,30_39,m,black.aa,165
2018HU1347216,5,1,59307,3,60_69,m,black.aa,79
2018HU1347216,5,2,59307,3,50_59,f,black.aa,88
2018HU1347337,5,1,51215,3,80_89,m,white,143
2018HU1347337,5,2,51215,3,80_89,f,white,171
2018HU1347386,5,1,59304,3,30_39,f,white,38
2018HU1347398,5,1,51097,3,30_39,f,white,18
2018HU1347398,5,2,51097,3,30_39,m,white,28
2018HU1347398,5,3,51097,3,10_19,f,white,18
2018HU1347398,5,4,51097,3,0_9,m,white,18
2018HU1347489,5,1,51120,3,30_39,f,white,96
2018HU1347548,5,1,51045,3,30_39,f,white,43
2018HU1347548,5,2,51045,3,30_39,m,white,61
2018HU1347549,5,1,51135,3,20_29,f,two.,180
2018HU1347638,5,1,51224,3,60_69,m,black.aa,66
2018HU1347638,5,2,51224,3,60_69,f,black.aa,36
2018HU1347706,5,1,51145,3,50_59,m,black.aa,70
2018HU1347706,5,2,51145,3,60_69,f,black.aa,55
2018HU1347844,5,1,51097,3,40_49,m,white,54
2018HU1347844,5,2,51097,3,10_19,m,white,22
2018HU1347901,5,1,51224,3,70_79,m,white,235
2018HU1347901,5,2,51224,3,70_79,f,white,141
2018HU1347915,5,1,59307,3,80_89,m,white,38
2018HU1347915,5,2,59307,3,80_89,f,white,46
2018HU1347915,5,3,59307,3,60_69,m,white,57
2018HU1347924,5,1,51235,3,20_29,f,white,34
2018HU1347924,5,2,51235,3,10_19,f,white,73
2018HU1347945,5,1,51164,3,50_59,f,white,190
2018HU1347945,5,2,51164,3,20_29,m,white,176
2018HU1347945,5,3,51164,3,20_29,f,white,214
2018HU1347945,5,4,51164,3,10_19,f,white,253
2018HU1347945,5,5,51164,3,20_29,f,white,303
2018HU1348039,5,1,51145,3,40_49,m,white,109
2018HU1348039,5,2,51145,3,40_49,f,white,88
2018HU1348039,5,3,51145,3,0_9,f,white,109
2018HU1348049,5,1,51084,3,70_79,m,white,66
2018HU1348049,5,2,51084,3,50_59,f,white,93
2018HU1348066,5,1,51175,3,60_69,m,black.aa,154
2018HU1348066,5,2,51175,3,20_29,m,black.aa,281
2018HU1348093,5,1,51040,3,80_89,m,white,114
2018HU1348093,5,2,51040,3,80_89,f,white,139
2018HU1348173,5,1,51090,3,50_59,m,white,50
2018HU1348173,5,2,51090,3,10_19,m,white,59
2018HU1348197,5,1,51010,3,60_69,f,white,129
2018HU1348197,5,2,51010,3,60_69,m,white,115
2018HU1348283,5,1,59308,3,40_49,m,white,116
2018HU1348283,5,2,59308,3,40_49,f,white,162
2018HU1348283,5,3,59308,3,40_49,m,white,171
2018HU1348283,5,4,59308,3,30_39,m,asian,227
2018HU1348283,5,5,59308,3,30_39,m,white,169
2018HU1348300,5,1,51225,3,60_69,f,asian,45
2018HU1348360,5,1,51020,3,40_49,m,white,39
2018HU1348360,5,2,51020,3,30_39,f,white,39
2018HU1348360,5,3,51020,3,10_19,m,white,38
2018HU1348360,5,4,51020,3,0_9,m,white,39
2018HU1348360,5,5,51020,3,0_9,f,white,32
2018HU1348401,5,1,51090,3,30_39,m,white,37
2018HU1348401,5,2,51090,3,10_19,m,white,52
2018HU1348406,5,1,51097,3,50_59,f,white,148
2018HU1348514,5,1,51175,3,80_89,m,black.aa,68
2018HU1348600,5,1,51040,3,20_29,f,white,115
2018HU1348712,5,1,51090,3,20_29,m,white,106
2018HU1348712,5,2,51090,3,30_39,f,white,96
2018HU1348712,5,3,51090,3,30_39,m,white,77
2018HU1348755,5,1,51135,3,50_59,m,white,51
2018HU1348758,5,1,51097,3,60_69,f,white,381
2018HU1348761,5,1,51235,3,20_29,m,white,67
2018HU1348761,5,2,51235,3,20_29,f,white,209
2018HU1348882,5,1,51215,3,30_39,f,white,31
2018HU1348882,5,2,51215,3,30_39,m,white,29
2018HU1348882,5,3,51215,3,0_9,m,white,21
2018HU1348914,5,1,4102,3,40_49,m,white,18
2018HU1348914,5,2,4102,3,40_49,f,white,23
2018HU1348949,5,1,51215,3,60_69,m,black.aa,46
2018HU1348949,5,2,51215,3,20_29,f,black.aa,64
2018HU1348949,5,3,51215,3,10_19,m,black.aa,94
2018HU1348963,5,1,51045,3,30_39,f,white,9
2018HU1348963,5,2,51045,3,30_39,m,white,13
2018HU1348963,5,3,51045,3,0_9,f,white,12
2018HU1348963,5,4,51045,3,0_9,f,white,12
2018HU1348963,5,5,51045,3,10_19,f,white,9
2018HU1349023,5,1,51145,3,30_39,f,black.aa,272
2018HU1349023,5,2,51145,3,10_19,f,black.aa,312
2018HU1349023,5,3,51145,3,0_9,m,black.aa,183
2018HU1349060,5,1,51145,3,40_49,m,white,11
2018HU1349060,5,2,51145,3,30_39,f,white,7
2018HU1349161,5,1,51096,3,30_39,f,white,50
2018HU1349161,5,2,51096,3,30_39,m,white,33
2018HU1349162,5,1,51164,3,90_99,m,white,147
2018HU1349190,5,1,4103,3,40_49,m,white,30
2018HU1349190,5,2,4103,3,40_49,f,white,43
2018HU1349190,5,3,4103,3,0_9,f,white,38
2018HU1349245,5,1,51165,3,70_79,f,white,43
2018HU1349245,5,2,51165,3,80_89,m,white,41
2018HU1349245,5,3,51165,3,10_19,f,white,58
2018HU1349245,5,4,51165,3,10_19,f,white,66
2018HU1349353,5,1,51235,3,50_59,m,white,37
2018HU1349420,5,1,51154,3,70_79,m,white,57
2018HU1349420,5,2,51154,3,70_79,f,white,60
2018HU1349437,5,1,51080,3,30_39,m,white,105
2018HU1349456,5,1,1301,3,20_29,f,white,17
2018HU1349475,5,1,51045,3,60_69,f,white,42
2018HU1349526,5,1,51246,3,40_49,m,asian,58
2018HU1349526,5,2,51246,3,30_39,f,asian,66
2018HU1349526,5,3,51246,3,0_9,m,asian,60
2018HU1349526,5,4,51246,3,0_9,m,asian,84
2018HU1349526,5,5,51246,3,20_29,f,asian,116
2018HU1349548,5,1,51164,3,30_39,f,white,67
2018HU1349548,5,2,51164,3,40_49,f,white,68
2018HU1349562,5,1,51154,3,80_89,f,black.aa,125
2018HU1349748,5,1,51010,3,30_39,f,white,39
2018HU1349825,5,1,51235,3,20_29,f,white,68
2018HU1349862,5,1,51045,3,70_79,m,white,53
2018HU1349862,5,2,51045,3,70_79,f,white,37
2018HU1349935,5,1,51125,3,60_69,m,black.aa,18
2018HU1349942,5,1,59303,3,30_39,m,white,181
2018HU1349942,5,2,59303,3,30_39,f,white,174
2018HU1349942,5,3,59303,3,10_19,m,white,177
2018HU1349942,5,4,59303,3,0_9,m,white,178
2018HU1349980,5,1,51154,3,30_39,f,white,11
2018HU1349980,5,2,51154,3,40_49,m,other,15
2018HU1349980,5,3,51154,3,0_9,m,white,8
2018HU1349980,5,4,51154,3,0_9,m,white,32
2018HU1350055,5,1,51089,3,40_49,f,white,43
2018HU1350055,5,2,51089,3,40_49,m,white,127
2018HU1350108,5,1,4103,3,30_39,f,white,60
2018HU1350108,5,2,4103,3,30_39,m,white,64
2018HU1350108,5,3,4103,3,10_19,f,white,85
2018HU1350108,5,4,4103,3,10_19,f,white,55
2018HU1350108,5,5,4103,3,0_9,m,white,48
2018HU1350190,5,1,59302,3,20_29,m,white,29
2018HU1350190,5,2,59302,3,20_29,f,white,35
2018HU1350190,5,3,59302,3,0_9,f,white,32
2018HU1350238,5,1,51040,3,60_69,m,white,373
2018HU1350238,5,2,51040,3,60_69,f,white,325
2018HU1350300,5,1,51206,3,70_79,m,white,72
2018HU1350300,5,2,51206,3,70_79,f,white,69
2018HU1350402,5,1,59308,3,50_59,m,white,71
2018HU1350402,5,2,59308,3,40_49,f,asian,114
2018HU1350411,5,1,59307,3,30_39,f,white,97
2018HU1350411,5,2,59307,3,30_39,m,white,109
2018HU1350411,5,3,59307,3,0_9,f,white,141
2018HU1350411,5,4,59307,3,0_9,f,white,100
2018HU1350413,5,1,1301,3,50_59,m,white,27
2018HU1350413,5,2,1301,3,50_59,f,asian,55
2018HU1350475,5,1,51040,3,50_59,f,white,84
2018HU1350475,5,2,51040,3,40_49,m,white,105
2018HU1350576,5,1,51167,3,20_29,m,white,31
2018HU1350615,5,1,51215,3,40_49,f,white,64
2018HU1350615,5,2,51215,3,50_59,m,white,56
2018HU1350615,5,3,51215,3,20_29,m,white,75
2018HU1350660,5,1,51110,3,50_59,m,white,46
2018HU1350660,5,2,51110,3,40_49,f,white,29
2018HU1350660,5,3,51110,3,10_19,f,white,43
2018HU1350660,5,4,51110,3,10_19,m,white,47
2018HU1350679,5,1,51095,3,50_59,m,white,192
2018HU1350679,5,2,51095,3,50_59,f,white,194
2018HU1350708,5,1,59301,3,40_49,m,white,15
2018HU1350708,5,2,59301,3,20_29,f,white,11
2018HU1350708,5,3,59301,3,10_19,m,white,9
2018HU1350708,5,4,59301,3,10_19,f,white,13
2018HU1350708,5,5,59301,3,40_49,f,white,19
2018HU1350708,5,6,59301,3,40_49,m,white,19
2018HU1350742,5,1,51154,3,50_59,f,white,20
2018HU1350742,5,2,51154,3,30_39,m,white,56
2018HU1350742,5,3,51154,3,50_59,m,white,53
2018HU1350743,5,1,10702,3,50_59,f,white,125
2018HU1350743,5,2,10702,3,10_19,m,white,176
2018HU1350750,5,1,51175,3,70_79,m,white,17
2018HU1350758,5,1,51040,3,80_89,f,white,160
2018HU1350809,5,1,51164,3,50_59,m,white,71
2018HU1350809,5,2,51164,3,50_59,f,white,62
2018HU1350815,5,1,51215,3,50_59,m,white,126
2018HU1350815,5,2,51215,3,10_19,m,white,87
2018HU1350835,5,1,51224,3,80_89,m,white,145
2018HU1350835,5,2,51224,3,70_79,f,white,87
2018HU1350839,5,1,51120,3,50_59,f,white,103
2018HU1350839,5,2,51120,3,60_69,m,white,88
2018HU1350839,5,3,51120,3,30_39,m,white,122
2018HU1350869,5,1,51165,3,60_69,m,white,86
2018HU1350869,5,2,51165,3,60_69,f,white,80
2018HU1350884,5,1,51165,3,30_39,f,black.aa,24
2018HU1350884,5,2,51165,3,10_19,m,black.aa,24
2018HU1350884,5,3,51165,3,0_9,m,black.aa,15
2018HU1350935,5,1,51154,3,40_49,m,black.aa,20
2018HU1350935,5,2,51154,3,50_59,m,black.aa,14
2018HU1350935,5,3,51154,3,20_29,m,black.aa,58
2018HU1350946,5,1,51115,3,50_59,m,white,141
2018HU1350946,5,2,51115,3,50_59,f,white,137
2018HU1350946,5,3,51115,3,20_29,f,white,328
2018HU1350953,5,1,51206,3,60_69,f,white,66
2018HU1350953,5,2,51206,3,60_69,m,white,69
2018HU1350953,5,3,51206,3,30_39,m,white,102
2018HU1351002,5,1,59307,3,60_69,f,white,101
2018HU1351002,5,2,59307,3,60_69,m,white,115
2018HU1351040,5,1,51186,3,30_39,m,white,152
2018HU1351040,5,2,51186,3,30_39,f,white,218
2018HU1351040,5,3,51186,3,10_19,f,white,183
2018HU1351040,5,4,51186,3,0_9,m,white,213
2018HU1351064,5,1,51165,3,30_39,f,white,122
2018HU1351064,5,2,51165,3,30_39,m,white,122
