"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96"
"59153703",2860.00,465.00,220.00,145.00,100.00,2150.00,120.00,180.00,280.00,325.00,260.00,230.00,205.00,220.00,175.00,155.00,250.00,110.00,65.00,30.00,30.00,10.00,10.00,0.00,0.00,0.00,37.00,100.00,16.30,75.20,8.70,0.30,1375.00,245.00,125.00,75.00,50.00,1010.00,50.00,90.00,145.00,155.00,120.00,100.00,100.00,85.00,80.00,70.00,120.00,50.00,35.00,10.00,15.00,5.00,5.00,0.00,0.00,0.00,36.10,100.00,17.80,73.50,8.70,0.40,1485.00,220.00,95.00,70.00,55.00,1140.00,65.00,90.00,135.00,175.00,140.00,130.00,100.00,130.00,95.00,80.00,130.00,65.00,30.00,20.00,10.00,5.00,5.00,0.00,0.00,0.00,37.70,100.00,14.80,76.80,8.80,0.30
"59153704",850.00,120.00,35.00,40.00,45.00,600.00,50.00,65.00,60.00,65.00,40.00,55.00,70.00,75.00,65.00,55.00,130.00,40.00,45.00,20.00,15.00,10.00,5.00,0.00,0.00,0.00,40.90,100.00,14.10,70.60,15.30,1.20,450.00,60.00,20.00,20.00,20.00,320.00,35.00,35.00,35.00,35.00,15.00,25.00,35.00,45.00,30.00,30.00,70.00,20.00,20.00,10.00,5.00,10.00,5.00,0.00,0.00,0.00,40.90,100.00,13.30,71.10,15.60,2.20,400.00,60.00,15.00,20.00,25.00,275.00,20.00,30.00,25.00,30.00,25.00,30.00,40.00,25.00,35.00,25.00,60.00,20.00,20.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,41.00,100.00,15.00,68.80,15.00,1.30
"59153705",840.00,155.00,60.00,60.00,30.00,605.00,40.00,55.00,65.00,80.00,55.00,60.00,60.00,80.00,55.00,50.00,80.00,35.00,20.00,10.00,10.00,0.00,5.00,0.00,0.00,0.00,37.00,100.00,18.50,72.00,9.50,0.00,400.00,80.00,35.00,35.00,15.00,275.00,20.00,25.00,40.00,40.00,25.00,25.00,20.00,35.00,25.00,25.00,45.00,20.00,5.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,36.70,100.00,20.00,68.80,11.30,1.30,440.00,75.00,25.00,25.00,15.00,325.00,25.00,35.00,30.00,45.00,30.00,35.00,40.00,40.00,30.00,25.00,40.00,20.00,10.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,37.40,100.00,17.00,73.90,9.10,0.00
"59153706",995.00,175.00,80.00,50.00,45.00,725.00,55.00,80.00,95.00,80.00,70.00,65.00,85.00,80.00,60.00,50.00,95.00,50.00,15.00,15.00,5.00,10.00,5.00,5.00,0.00,0.00,36.60,100.00,17.60,72.90,9.50,1.00,465.00,90.00,40.00,30.00,25.00,320.00,25.00,40.00,35.00,35.00,40.00,25.00,40.00,45.00,30.00,20.00,50.00,30.00,5.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,36.70,100.00,19.40,68.80,10.80,1.10,530.00,85.00,40.00,30.00,20.00,405.00,30.00,45.00,60.00,45.00,35.00,45.00,45.00,35.00,35.00,35.00,40.00,20.00,10.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,36.50,100.00,16.00,76.40,7.50,0.90
"59153707",855.00,135.00,60.00,40.00,35.00,635.00,40.00,70.00,75.00,80.00,70.00,55.00,55.00,60.00,70.00,70.00,85.00,35.00,20.00,10.00,10.00,10.00,5.00,5.00,0.00,5.00,38.60,100.00,15.80,74.30,9.90,1.20,415.00,70.00,40.00,25.00,15.00,305.00,25.00,40.00,30.00,35.00,35.00,30.00,25.00,30.00,30.00,25.00,45.00,25.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,37.10,100.00,16.90,73.50,10.80,0.00,435.00,65.00,25.00,20.00,20.00,335.00,15.00,30.00,40.00,45.00,30.00,25.00,35.00,30.00,40.00,40.00,40.00,15.00,10.00,0.00,0.00,10.00,5.00,5.00,0.00,0.00,39.90,100.00,14.90,77.00,9.20,2.30
"59153708",965.00,165.00,75.00,55.00,40.00,710.00,55.00,60.00,70.00,70.00,70.00,55.00,115.00,85.00,70.00,65.00,85.00,40.00,20.00,15.00,10.00,5.00,5.00,5.00,0.00,0.00,38.00,100.00,17.10,73.60,8.80,0.50,450.00,85.00,40.00,25.00,25.00,320.00,30.00,20.00,35.00,35.00,35.00,20.00,45.00,45.00,30.00,25.00,45.00,20.00,10.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,37.20,100.00,18.90,71.10,10.00,1.10,515.00,80.00,35.00,30.00,15.00,390.00,25.00,40.00,35.00,40.00,40.00,35.00,70.00,35.00,45.00,35.00,45.00,20.00,5.00,5.00,5.00,5.00,0.00,5.00,0.00,0.00,38.60,100.00,15.50,75.70,8.70,1.00
"59153709",950.00,155.00,65.00,45.00,45.00,690.00,45.00,55.00,70.00,75.00,75.00,75.00,85.00,75.00,65.00,65.00,105.00,60.00,20.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,38.90,100.00,16.30,72.60,11.10,0.50,440.00,70.00,30.00,20.00,20.00,310.00,30.00,25.00,40.00,30.00,35.00,35.00,35.00,30.00,25.00,25.00,60.00,35.00,5.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,38.80,100.00,15.90,70.50,13.60,0.00,510.00,80.00,30.00,25.00,25.00,380.00,20.00,35.00,35.00,40.00,40.00,40.00,50.00,50.00,35.00,35.00,50.00,25.00,10.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,39.00,100.00,15.70,74.50,9.80,0.00
"59153710",480.00,85.00,25.00,35.00,30.00,340.00,35.00,30.00,30.00,30.00,30.00,35.00,40.00,45.00,30.00,30.00,55.00,20.00,10.00,15.00,5.00,5.00,10.00,0.00,0.00,0.00,38.70,100.00,17.70,70.80,11.50,1.00,225.00,35.00,10.00,10.00,10.00,165.00,20.00,20.00,10.00,20.00,10.00,15.00,15.00,25.00,25.00,10.00,25.00,10.00,10.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,38.90,100.00,15.60,73.30,11.10,0.00,255.00,50.00,15.00,20.00,15.00,170.00,15.00,15.00,20.00,10.00,20.00,15.00,20.00,25.00,10.00,15.00,30.00,10.00,0.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,38.50,100.00,19.60,66.70,11.80,2.00
"59153711",545.00,90.00,25.00,25.00,35.00,400.00,55.00,40.00,35.00,30.00,30.00,30.00,45.00,50.00,55.00,20.00,60.00,20.00,15.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,38.10,100.00,16.50,73.40,11.00,0.90,270.00,50.00,15.00,10.00,20.00,190.00,25.00,30.00,20.00,20.00,10.00,10.00,15.00,30.00,30.00,10.00,30.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,37.40,100.00,18.50,70.40,11.10,0.00,275.00,40.00,10.00,15.00,20.00,205.00,30.00,15.00,20.00,15.00,15.00,15.00,30.00,25.00,30.00,15.00,30.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,38.80,100.00,14.50,74.50,10.90,1.80
"59153712",500.00,90.00,20.00,25.00,40.00,350.00,35.00,45.00,25.00,15.00,30.00,40.00,40.00,55.00,50.00,20.00,65.00,25.00,15.00,10.00,10.00,10.00,5.00,5.00,0.00,0.00,39.80,100.00,18.00,70.00,13.00,2.00,255.00,45.00,10.00,10.00,25.00,175.00,20.00,25.00,15.00,10.00,10.00,15.00,20.00,25.00,30.00,10.00,30.00,10.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,39.80,100.00,17.60,68.60,11.80,2.00,245.00,45.00,10.00,15.00,20.00,170.00,15.00,20.00,15.00,5.00,15.00,25.00,20.00,35.00,20.00,10.00,30.00,10.00,10.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,39.70,100.00,18.40,69.40,12.20,2.00
"59153713",765.00,135.00,35.00,45.00,45.00,565.00,75.00,65.00,40.00,40.00,65.00,35.00,60.00,80.00,55.00,45.00,70.00,30.00,10.00,10.00,10.00,10.00,5.00,0.00,0.00,0.00,37.20,100.00,17.60,73.90,9.20,1.30,375.00,60.00,20.00,20.00,20.00,275.00,35.00,30.00,20.00,20.00,35.00,10.00,25.00,45.00,30.00,20.00,35.00,20.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,38.10,100.00,16.00,73.30,9.30,1.30,390.00,70.00,20.00,30.00,30.00,290.00,40.00,35.00,20.00,25.00,30.00,20.00,35.00,35.00,25.00,25.00,30.00,5.00,5.00,10.00,0.00,5.00,5.00,0.00,0.00,0.00,36.40,100.00,17.90,74.40,7.70,1.30
"59153714",740.00,160.00,30.00,65.00,65.00,520.00,75.00,50.00,40.00,30.00,50.00,65.00,70.00,75.00,40.00,30.00,55.00,20.00,20.00,10.00,10.00,0.00,5.00,0.00,0.00,0.00,34.90,100.00,21.60,70.30,7.40,0.00,375.00,90.00,15.00,40.00,40.00,260.00,45.00,30.00,25.00,15.00,25.00,20.00,30.00,40.00,15.00,15.00,25.00,5.00,5.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,33.10,100.00,24.00,69.30,6.70,0.00,370.00,70.00,15.00,25.00,30.00,260.00,30.00,25.00,20.00,15.00,30.00,45.00,30.00,35.00,20.00,15.00,35.00,10.00,15.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,36.70,100.00,18.90,70.30,9.50,0.00
"59153715",1515.00,320.00,100.00,105.00,120.00,1080.00,115.00,105.00,90.00,125.00,120.00,115.00,100.00,130.00,95.00,75.00,120.00,60.00,25.00,20.00,10.00,5.00,5.00,5.00,0.00,0.00,35.10,100.00,21.10,71.30,7.90,0.30,755.00,165.00,40.00,60.00,65.00,535.00,60.00,60.00,50.00,60.00,50.00,50.00,50.00,60.00,55.00,35.00,60.00,30.00,5.00,10.00,5.00,0.00,0.00,5.00,0.00,0.00,34.70,100.00,21.90,70.90,7.90,0.00,760.00,160.00,60.00,50.00,55.00,540.00,60.00,45.00,40.00,65.00,70.00,65.00,50.00,70.00,45.00,40.00,60.00,25.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,35.50,100.00,21.10,71.10,7.90,0.70
"59153716",1240.00,175.00,60.00,50.00,65.00,885.00,75.00,100.00,95.00,105.00,90.00,80.00,70.00,90.00,105.00,70.00,180.00,55.00,45.00,35.00,15.00,25.00,15.00,5.00,5.00,0.00,40.00,100.00,14.10,71.40,14.50,2.00,585.00,85.00,30.00,20.00,35.00,430.00,40.00,50.00,45.00,60.00,35.00,30.00,35.00,40.00,45.00,40.00,70.00,30.00,10.00,10.00,10.00,5.00,5.00,0.00,5.00,0.00,38.60,100.00,14.50,73.50,12.00,0.90,655.00,90.00,30.00,30.00,30.00,455.00,40.00,50.00,50.00,45.00,55.00,50.00,30.00,50.00,60.00,30.00,105.00,25.00,30.00,20.00,5.00,20.00,15.00,5.00,0.00,0.00,41.20,100.00,13.70,69.50,16.00,3.10
"59153717",650.00,100.00,30.00,30.00,35.00,480.00,30.00,45.00,70.00,55.00,55.00,40.00,55.00,60.00,35.00,40.00,70.00,20.00,30.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,38.40,100.00,15.40,73.80,10.80,0.80,315.00,60.00,15.00,20.00,25.00,225.00,15.00,20.00,35.00,30.00,25.00,15.00,20.00,25.00,15.00,15.00,30.00,15.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,36.60,100.00,19.00,71.40,9.50,0.00,335.00,40.00,15.00,10.00,15.00,255.00,15.00,25.00,30.00,20.00,30.00,20.00,30.00,35.00,20.00,25.00,35.00,10.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,40.20,100.00,11.90,76.10,10.40,1.50
"59153718",680.00,95.00,35.00,35.00,25.00,510.00,30.00,55.00,55.00,60.00,55.00,40.00,55.00,55.00,65.00,45.00,75.00,30.00,15.00,20.00,10.00,0.00,5.00,0.00,0.00,0.00,39.40,100.00,14.00,75.00,11.00,0.00,355.00,45.00,15.00,25.00,5.00,275.00,20.00,20.00,25.00,30.00,25.00,20.00,35.00,35.00,30.00,30.00,35.00,20.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,40.50,100.00,12.70,77.50,9.90,0.00,325.00,50.00,20.00,10.00,20.00,240.00,15.00,35.00,30.00,30.00,35.00,15.00,20.00,20.00,30.00,15.00,35.00,10.00,5.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,38.10,100.00,15.40,73.80,10.80,1.50
"59153719",510.00,100.00,25.00,35.00,35.00,350.00,50.00,40.00,30.00,30.00,50.00,40.00,35.00,30.00,30.00,25.00,70.00,30.00,15.00,10.00,10.00,5.00,5.00,0.00,5.00,0.00,36.90,100.00,19.60,68.60,13.70,1.00,250.00,50.00,15.00,15.00,20.00,170.00,30.00,20.00,15.00,15.00,20.00,20.00,15.00,15.00,10.00,10.00,30.00,15.00,10.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,36.10,100.00,20.00,68.00,12.00,2.00,260.00,50.00,10.00,20.00,15.00,180.00,20.00,20.00,15.00,15.00,25.00,20.00,20.00,15.00,15.00,15.00,35.00,15.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,37.70,100.00,19.20,69.20,13.50,0.00
"59153720",510.00,100.00,25.00,40.00,35.00,340.00,40.00,30.00,40.00,35.00,40.00,30.00,30.00,35.00,35.00,25.00,65.00,30.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,36.90,100.00,19.60,66.70,12.70,0.00,260.00,60.00,15.00,25.00,20.00,160.00,20.00,15.00,20.00,15.00,15.00,15.00,15.00,20.00,20.00,15.00,35.00,20.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,36.70,100.00,23.10,61.50,13.50,1.90,255.00,45.00,15.00,15.00,10.00,180.00,20.00,25.00,20.00,15.00,25.00,15.00,10.00,20.00,20.00,15.00,30.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,37.00,100.00,17.60,70.60,11.80,0.00
"59153721",1110.00,230.00,75.00,85.00,70.00,780.00,80.00,80.00,70.00,100.00,80.00,95.00,85.00,75.00,75.00,50.00,95.00,35.00,30.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,35.40,100.00,20.70,70.30,8.60,0.50,565.00,130.00,40.00,45.00,40.00,385.00,30.00,40.00,40.00,50.00,35.00,45.00,40.00,40.00,35.00,30.00,50.00,20.00,15.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,35.60,100.00,23.00,68.10,8.80,0.90,550.00,105.00,35.00,40.00,30.00,395.00,50.00,40.00,35.00,50.00,45.00,50.00,45.00,30.00,40.00,20.00,45.00,20.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,35.20,100.00,19.10,71.80,8.20,0.00
"59153722",370.00,60.00,10.00,25.00,20.00,240.00,20.00,20.00,25.00,20.00,25.00,20.00,30.00,35.00,30.00,20.00,70.00,30.00,25.00,15.00,10.00,5.00,0.00,5.00,0.00,0.00,41.70,100.00,16.20,64.90,18.90,1.40,175.00,20.00,5.00,10.00,5.00,120.00,10.00,10.00,10.00,15.00,15.00,5.00,15.00,15.00,10.00,15.00,35.00,15.00,10.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,42.90,100.00,11.40,68.60,20.00,0.00,195.00,40.00,10.00,15.00,15.00,120.00,15.00,15.00,10.00,10.00,5.00,5.00,15.00,20.00,20.00,10.00,35.00,15.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,40.50,100.00,20.50,61.50,17.90,2.60
"59153723",330.00,40.00,10.00,10.00,15.00,235.00,25.00,25.00,20.00,10.00,15.00,20.00,25.00,40.00,40.00,20.00,55.00,20.00,10.00,15.00,5.00,5.00,5.00,0.00,0.00,0.00,43.90,100.00,12.10,71.20,16.70,1.50,170.00,15.00,0.00,5.00,5.00,125.00,15.00,15.00,10.00,5.00,10.00,5.00,15.00,25.00,20.00,10.00,25.00,10.00,5.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,43.80,100.00,8.80,73.50,14.70,0.00,155.00,20.00,5.00,5.00,10.00,105.00,10.00,10.00,10.00,5.00,5.00,10.00,10.00,15.00,20.00,10.00,30.00,10.00,5.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,44.00,100.00,12.90,67.70,19.40,3.20
"59153724",415.00,60.00,15.00,20.00,25.00,285.00,25.00,30.00,20.00,20.00,15.00,25.00,30.00,50.00,40.00,30.00,70.00,30.00,15.00,15.00,15.00,0.00,0.00,5.00,0.00,0.00,42.90,100.00,14.50,68.70,16.90,0.00,210.00,25.00,5.00,10.00,15.00,140.00,15.00,10.00,10.00,10.00,10.00,10.00,10.00,25.00,25.00,10.00,40.00,15.00,10.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,43.50,100.00,11.90,66.70,19.00,2.40,210.00,30.00,10.00,10.00,15.00,145.00,10.00,20.00,15.00,5.00,5.00,10.00,15.00,25.00,15.00,15.00,30.00,15.00,10.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,42.40,100.00,14.30,69.00,14.30,0.00
"59153725",425.00,50.00,15.00,15.00,15.00,290.00,30.00,35.00,25.00,15.00,20.00,25.00,30.00,40.00,40.00,30.00,85.00,30.00,20.00,15.00,10.00,10.00,10.00,0.00,0.00,0.00,44.50,100.00,11.80,68.20,20.00,2.40,235.00,25.00,10.00,10.00,10.00,160.00,25.00,20.00,10.00,10.00,10.00,15.00,25.00,20.00,20.00,15.00,50.00,15.00,10.00,10.00,0.00,10.00,10.00,0.00,5.00,0.00,44.60,100.00,10.60,68.10,21.30,4.30,190.00,25.00,10.00,5.00,10.00,130.00,10.00,15.00,15.00,5.00,10.00,10.00,10.00,20.00,20.00,15.00,40.00,15.00,10.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,44.40,100.00,13.20,68.40,21.10,0.00
"59153726",2990.00,705.00,305.00,250.00,150.00,2095.00,160.00,210.00,255.00,320.00,315.00,240.00,175.00,165.00,135.00,110.00,190.00,90.00,55.00,25.00,5.00,10.00,10.00,5.00,0.00,0.00,32.40,100.00,23.60,70.10,6.40,0.30,1485.00,335.00,155.00,125.00,55.00,1055.00,85.00,110.00,120.00,150.00,160.00,130.00,100.00,80.00,70.00,50.00,95.00,45.00,30.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,32.60,100.00,22.60,71.00,6.40,0.30,1505.00,370.00,145.00,125.00,95.00,1040.00,80.00,100.00,135.00,170.00,155.00,115.00,80.00,85.00,65.00,65.00,95.00,50.00,25.00,15.00,5.00,10.00,5.00,5.00,0.00,0.00,32.30,100.00,24.60,69.10,6.30,0.70
"59153728",4855.00,1070.00,440.00,415.00,215.00,3445.00,185.00,240.00,455.00,660.00,560.00,390.00,305.00,260.00,205.00,175.00,340.00,155.00,90.00,50.00,35.00,10.00,10.00,0.00,0.00,0.00,33.50,100.00,22.00,71.00,7.00,0.20,2380.00,565.00,240.00,225.00,105.00,1665.00,85.00,120.00,220.00,315.00,275.00,200.00,145.00,135.00,90.00,80.00,150.00,70.00,35.00,20.00,20.00,5.00,0.00,0.00,0.00,0.00,32.60,100.00,23.70,70.00,6.30,0.20,2475.00,500.00,200.00,190.00,115.00,1780.00,100.00,125.00,235.00,345.00,285.00,195.00,155.00,120.00,110.00,100.00,195.00,90.00,50.00,30.00,15.00,0.00,5.00,0.00,0.00,0.00,34.30,100.00,20.20,71.90,7.90,0.00
"59153729",3100.00,795.00,265.00,275.00,260.00,2180.00,230.00,180.00,185.00,305.00,295.00,285.00,275.00,200.00,135.00,90.00,125.00,65.00,40.00,20.00,5.00,0.00,0.00,0.00,0.00,0.00,31.60,100.00,25.60,70.30,4.00,0.00,1520.00,415.00,145.00,130.00,140.00,1050.00,110.00,85.00,90.00,145.00,145.00,125.00,135.00,105.00,70.00,40.00,60.00,30.00,25.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,31.20,100.00,27.30,69.10,3.90,0.00,1580.00,385.00,120.00,145.00,120.00,1125.00,115.00,100.00,90.00,160.00,155.00,155.00,140.00,95.00,65.00,50.00,70.00,40.00,15.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,32.10,100.00,24.40,71.20,4.40,0.00
"59153730",2665.00,515.00,250.00,155.00,115.00,1870.00,135.00,155.00,270.00,340.00,235.00,190.00,160.00,175.00,125.00,95.00,275.00,70.00,60.00,50.00,30.00,65.00,35.00,20.00,10.00,0.00,35.70,100.00,19.30,70.20,10.30,2.40,1320.00,265.00,140.00,75.00,50.00,920.00,60.00,85.00,120.00,165.00,125.00,90.00,75.00,85.00,65.00,50.00,130.00,35.00,35.00,20.00,15.00,20.00,15.00,10.00,0.00,0.00,35.40,100.00,20.10,69.70,9.80,1.50,1350.00,255.00,115.00,80.00,60.00,950.00,75.00,75.00,155.00,180.00,110.00,90.00,75.00,85.00,55.00,50.00,150.00,40.00,30.00,30.00,15.00,40.00,20.00,10.00,10.00,0.00,36.00,100.00,18.90,70.40,11.10,3.00
"59153731",130.00,20.00,5.00,5.00,10.00,90.00,10.00,5.00,10.00,15.00,5.00,10.00,10.00,10.00,15.00,10.00,15.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,40.10,100.00,15.40,69.20,11.50,0.00,70.00,10.00,0.00,0.00,5.00,55.00,10.00,0.00,5.00,5.00,5.00,10.00,5.00,5.00,5.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.20,100.00,14.30,78.60,14.30,0.00,50.00,10.00,0.00,5.00,0.00,35.00,0.00,5.00,0.00,5.00,0.00,5.00,5.00,5.00,5.00,5.00,10.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,41.40,100.00,20.00,70.00,20.00,0.00
"59153732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59153733",1235.00,180.00,40.00,75.00,65.00,870.00,85.00,95.00,85.00,40.00,65.00,75.00,80.00,115.00,120.00,105.00,185.00,65.00,50.00,25.00,20.00,20.00,15.00,5.00,5.00,0.00,41.80,100.00,14.60,70.40,15.00,1.60,620.00,100.00,20.00,40.00,35.00,435.00,40.00,55.00,45.00,25.00,25.00,35.00,35.00,60.00,55.00,65.00,90.00,25.00,25.00,15.00,10.00,10.00,10.00,0.00,0.00,0.00,41.40,100.00,16.10,70.20,14.50,1.60,610.00,85.00,20.00,35.00,30.00,440.00,45.00,45.00,40.00,20.00,35.00,45.00,40.00,60.00,65.00,40.00,95.00,35.00,25.00,15.00,10.00,15.00,10.00,5.00,0.00,0.00,42.20,100.00,13.90,72.10,15.60,2.50
"59153734",780.00,145.00,45.00,55.00,40.00,570.00,65.00,65.00,50.00,40.00,45.00,55.00,65.00,75.00,65.00,40.00,70.00,40.00,20.00,5.00,5.00,10.00,5.00,0.00,0.00,0.00,36.90,100.00,18.60,73.10,9.00,1.30,395.00,75.00,25.00,20.00,20.00,290.00,30.00,40.00,30.00,20.00,20.00,25.00,25.00,40.00,35.00,20.00,35.00,20.00,5.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,36.50,100.00,19.00,73.40,8.90,1.30,385.00,70.00,20.00,30.00,15.00,280.00,35.00,30.00,20.00,15.00,30.00,30.00,40.00,35.00,35.00,20.00,35.00,15.00,5.00,5.00,0.00,5.00,5.00,5.00,0.00,0.00,37.40,100.00,18.20,72.70,9.10,1.30
"59153735",4785.00,1000.00,340.00,345.00,315.00,3310.00,330.00,315.00,425.00,440.00,440.00,360.00,305.00,240.00,235.00,225.00,480.00,195.00,140.00,70.00,40.00,35.00,20.00,5.00,5.00,0.00,34.90,100.00,20.90,69.20,10.00,0.70,2400.00,500.00,165.00,160.00,175.00,1660.00,170.00,165.00,205.00,215.00,220.00,170.00,160.00,125.00,120.00,105.00,240.00,105.00,65.00,35.00,20.00,15.00,10.00,5.00,0.00,0.00,35.00,100.00,20.80,69.20,10.00,0.60,2390.00,500.00,175.00,185.00,140.00,1650.00,160.00,150.00,215.00,225.00,215.00,185.00,145.00,115.00,110.00,115.00,240.00,85.00,75.00,35.00,20.00,20.00,10.00,0.00,5.00,0.00,34.90,100.00,20.90,69.00,10.00,0.80
"59153736",2355.00,520.00,175.00,185.00,165.00,1600.00,125.00,160.00,215.00,240.00,220.00,175.00,130.00,110.00,115.00,110.00,225.00,115.00,65.00,30.00,15.00,5.00,5.00,0.00,0.00,0.00,34.40,100.00,22.10,67.90,9.60,0.20,1210.00,280.00,100.00,100.00,80.00,810.00,75.00,75.00,105.00,120.00,115.00,85.00,70.00,60.00,55.00,55.00,120.00,65.00,30.00,15.00,10.00,0.00,0.00,0.00,0.00,0.00,34.20,100.00,23.10,66.90,9.90,0.00,1140.00,245.00,70.00,85.00,85.00,795.00,50.00,90.00,110.00,120.00,105.00,90.00,60.00,55.00,60.00,55.00,105.00,50.00,35.00,20.00,0.00,5.00,0.00,0.00,0.00,0.00,34.60,100.00,21.50,69.70,9.20,0.40
"59153737",1120.00,180.00,60.00,60.00,65.00,685.00,75.00,75.00,70.00,75.00,75.00,60.00,65.00,65.00,70.00,50.00,250.00,75.00,60.00,50.00,35.00,25.00,20.00,5.00,5.00,0.00,41.80,100.00,16.10,61.20,22.30,2.20,530.00,90.00,30.00,30.00,30.00,335.00,40.00,45.00,30.00,35.00,40.00,30.00,35.00,30.00,25.00,25.00,110.00,30.00,30.00,25.00,15.00,10.00,5.00,0.00,0.00,0.00,40.60,100.00,17.00,63.20,20.80,1.90,590.00,95.00,30.00,30.00,35.00,350.00,35.00,30.00,35.00,40.00,35.00,30.00,30.00,30.00,45.00,25.00,140.00,45.00,30.00,30.00,20.00,15.00,15.00,0.00,0.00,0.00,42.80,100.00,16.10,59.30,23.70,2.50
"59153738",1485.00,320.00,90.00,110.00,120.00,1045.00,105.00,120.00,135.00,100.00,150.00,100.00,105.00,95.00,75.00,65.00,125.00,60.00,30.00,20.00,10.00,0.00,0.00,0.00,0.00,0.00,34.20,100.00,21.50,70.40,8.40,0.00,760.00,175.00,50.00,55.00,70.00,525.00,50.00,65.00,75.00,45.00,80.00,45.00,50.00,50.00,45.00,35.00,55.00,30.00,15.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,33.60,100.00,23.00,69.10,7.20,0.00,725.00,145.00,40.00,55.00,50.00,515.00,50.00,60.00,65.00,55.00,75.00,55.00,55.00,50.00,25.00,25.00,70.00,30.00,15.00,10.00,5.00,5.00,0.00,0.00,0.00,0.00,34.80,100.00,20.00,71.00,9.70,0.70
