"COL0","COL1","COL2","COL3"
"59152907",55.00,25.00,30.00
"59152908",60.00,30.00,25.00
"59152909",75.00,30.00,45.00
"59152910",65.00,40.00,25.00
"59152911",385.00,225.00,160.00
"59152912",60.00,25.00,35.00
"59152913",130.00,65.00,65.00
"59152914",35.00,15.00,20.00
"59152915",35.00,20.00,20.00
"59152916",45.00,20.00,20.00
"59152917",50.00,30.00,25.00
"59152918",95.00,50.00,45.00
"59152919",145.00,80.00,70.00
"59152920",90.00,40.00,50.00
"59152921",55.00,25.00,30.00
"59152922",60.00,30.00,25.00
"59152923",75.00,35.00,40.00
"59152924",90.00,40.00,50.00
"59152925",110.00,50.00,60.00
"59152926",65.00,35.00,40.00
"59152927",90.00,40.00,55.00
"59152928",165.00,80.00,80.00
"59152929",70.00,35.00,35.00
"59152930",90.00,50.00,40.00
"59152931",100.00,45.00,55.00
"59152932",70.00,40.00,30.00
"59152933",95.00,55.00,40.00
"59152934",65.00,30.00,30.00
"59152935",140.00,75.00,60.00
"59152936",125.00,65.00,60.00
"59152941",215.00,95.00,120.00
"59152942",140.00,45.00,95.00
"59152943",90.00,40.00,45.00
"59152944",85.00,30.00,55.00
"59152945",165.00,60.00,110.00
"59152946",110.00,30.00,75.00
"59152947",135.00,70.00,60.00
"59152948",155.00,80.00,75.00
"59152949",335.00,180.00,155.00
"59152950",200.00,115.00,85.00
"59152951",125.00,60.00,60.00
"59152953",470.00,160.00,315.00
"59152954",380.00,170.00,205.00
"59152955",250.00,85.00,165.00
"59152956",65.00,35.00,30.00
"59152957",75.00,30.00,45.00
"59152958",320.00,115.00,205.00
"59152961",275.00,100.00,175.00
"59152962",60.00,25.00,35.00
"59152963",180.00,60.00,115.00
"59152964",175.00,115.00,60.00
"59152965",110.00,70.00,40.00
"59152966",85.00,45.00,40.00
"59152967",100.00,55.00,40.00
"59152968",80.00,50.00,35.00
"59152969",75.00,30.00,40.00
"59152972",35.00,15.00,20.00
"59152973",65.00,20.00,40.00
"59152974",30.00,15.00,15.00
"59152975",15.00,5.00,10.00
"59152976",45.00,20.00,25.00
"59152978",40.00,20.00,20.00
"59152979",45.00,25.00,20.00
"59152980",35.00,20.00,15.00
"59152981",25.00,15.00,15.00
"59152982",60.00,30.00,30.00
"59152983",90.00,45.00,45.00
"59152984",60.00,30.00,25.00
"59152985",70.00,35.00,35.00
"59152986",50.00,25.00,30.00
"59152987",175.00,85.00,85.00
"59152988",285.00,130.00,150.00
"59152989",455.00,175.00,280.00
"59152990",270.00,130.00,145.00
"59152991",105.00,50.00,50.00
"59152992",80.00,45.00,35.00
"59152993",100.00,40.00,65.00
"59152994",55.00,30.00,25.00
"59152995",1455.00,705.00,750.00
"59152998",425.00,200.00,230.00
"59152999",230.00,80.00,150.00
"59153000",235.00,100.00,135.00
"59153001",100.00,45.00,55.00
"59153002",200.00,95.00,105.00
"59153003",340.00,140.00,200.00
"59153004",,,
"59153005",135.00,60.00,75.00
"59153006",80.00,45.00,35.00
"59153007",30.00,15.00,15.00
"59153008",55.00,25.00,25.00
"59153010",75.00,30.00,45.00
"59153011",30.00,15.00,15.00
"59153013",20.00,5.00,15.00
"59153014",40.00,10.00,30.00
"59153016",40.00,25.00,15.00
"59153017",30.00,15.00,15.00
"59153018",50.00,35.00,25.00
"59153019",60.00,30.00,30.00
"59153020",40.00,20.00,20.00
"59153021",70.00,40.00,30.00
"59153022",105.00,55.00,50.00
"59153023",35.00,15.00,15.00
"59153024",45.00,30.00,15.00
"59153025",70.00,40.00,30.00
"59153026",50.00,35.00,20.00
"59153027",70.00,40.00,35.00
"59153028",35.00,20.00,15.00
"59153030",10.00,5.00,0.00
"59153032",30.00,15.00,15.00
"59153033",75.00,35.00,40.00
"59153034",55.00,25.00,30.00
"59153035",20.00,10.00,10.00
"59153036",60.00,20.00,35.00
"59153038",60.00,25.00,35.00
"59153039",85.00,35.00,55.00
"59153040",165.00,75.00,90.00
"59153041",165.00,95.00,65.00
"59153042",25.00,10.00,15.00
"59153045",80.00,35.00,45.00
"59153049",100.00,50.00,55.00
"59153051",45.00,10.00,30.00
"59153052",35.00,15.00,20.00
"59153053",35.00,10.00,25.00
"59153054",60.00,30.00,30.00
"59153055",130.00,75.00,60.00
"59153057",55.00,25.00,30.00
"59153058",45.00,20.00,25.00
"59153059",100.00,40.00,60.00
"59153060",95.00,55.00,40.00
"59153061",170.00,80.00,90.00
"59153062",100.00,60.00,40.00
"59153063",75.00,40.00,35.00
"59153064",50.00,25.00,30.00
"59153065",35.00,15.00,20.00
"59153066",90.00,35.00,55.00
"59153067",110.00,60.00,55.00
"59153069",165.00,75.00,90.00
"59153070",40.00,30.00,10.00
"59153071",45.00,20.00,25.00
"59153072",165.00,70.00,100.00
"59153073",200.00,100.00,105.00
"59153074",245.00,105.00,140.00
"59153075",80.00,35.00,45.00
"59153076",45.00,25.00,20.00
"59153077",85.00,40.00,45.00
"59153078",110.00,45.00,60.00
"59153079",105.00,55.00,55.00
"59153080",100.00,50.00,50.00
"59153081",75.00,40.00,35.00
"59153082",40.00,20.00,20.00
"59153083",40.00,15.00,25.00
"59153084",80.00,30.00,55.00
"59153085",70.00,35.00,45.00
"59153086",115.00,65.00,55.00
"59153087",100.00,45.00,55.00
"59153088",140.00,65.00,75.00
"59153089",130.00,55.00,70.00
"59153090",115.00,45.00,70.00
"59153091",105.00,40.00,60.00
"59153092",75.00,35.00,40.00
"59153093",85.00,35.00,45.00
"59153094",100.00,50.00,50.00
"59153095",110.00,45.00,65.00
"59153096",80.00,30.00,50.00
"59153097",375.00,190.00,185.00
"59153098",100.00,45.00,55.00
"59153099",55.00,20.00,35.00
"59153102",80.00,25.00,50.00
"59153103",35.00,15.00,20.00
"59153104",40.00,15.00,25.00
"59153105",40.00,15.00,20.00
"59153106",65.00,30.00,30.00
"59153107",175.00,75.00,90.00
"59153108",90.00,35.00,60.00
"59153110",45.00,15.00,25.00
"59153111",80.00,30.00,45.00
"59153113",145.00,60.00,90.00
"59153114",100.00,30.00,75.00
"59153121",130.00,45.00,85.00
"59153122",35.00,15.00,20.00
"59153123",250.00,125.00,125.00
"59153124",190.00,90.00,95.00
"59153132",365.00,145.00,215.00
"59153133",260.00,105.00,155.00
"59153134",335.00,125.00,205.00
"59153135",500.00,230.00,270.00
"59153136",505.00,220.00,285.00
"59153137",405.00,155.00,245.00
"59153138",275.00,115.00,165.00
"59153139",280.00,115.00,170.00
"59153140",415.00,150.00,260.00
"59153141",190.00,75.00,110.00
"59153142",155.00,70.00,80.00
"59153144",165.00,60.00,105.00
"59153145",185.00,85.00,105.00
"59153146",2760.00,1335.00,1430.00
"59153151",305.00,105.00,200.00
"59153152",265.00,105.00,160.00
"59153153",375.00,155.00,220.00
"59153154",240.00,95.00,145.00
"59153155",205.00,100.00,105.00
"59153156",70.00,20.00,50.00
"59153157",180.00,100.00,85.00
"59153158",305.00,125.00,180.00
"59153159",340.00,150.00,195.00
"59153160",330.00,145.00,185.00
"59153161",230.00,105.00,130.00
"59153162",215.00,110.00,105.00
"59153163",250.00,125.00,120.00
"59153164",730.00,395.00,335.00
"59153165",210.00,120.00,90.00
"59153166",270.00,85.00,185.00
"59153167",80.00,30.00,50.00
"59153168",240.00,125.00,120.00
"59153171",370.00,205.00,165.00
"59153172",385.00,225.00,155.00
"59153181",200.00,135.00,65.00
"59153182",130.00,90.00,40.00
"59153183",450.00,220.00,230.00
"59153184",230.00,120.00,110.00
"59153185",160.00,70.00,90.00
"59153186",155.00,60.00,95.00
"59153187",155.00,90.00,70.00
"59153188",70.00,25.00,45.00
"59153189",190.00,115.00,80.00
"59153190",260.00,140.00,125.00
"59153191",170.00,90.00,75.00
"59153192",290.00,125.00,170.00
"59153193",250.00,120.00,135.00
"59153194",155.00,80.00,70.00
"59153195",185.00,110.00,75.00
"59153196",160.00,70.00,90.00
"59153197",325.00,200.00,120.00
"59153198",240.00,125.00,110.00
"59153199",230.00,135.00,100.00
"59153200",205.00,115.00,90.00
"59153201",250.00,145.00,110.00
"59153202",205.00,100.00,105.00
"59153203",225.00,115.00,110.00
"59153204",170.00,80.00,85.00
"59153205",200.00,110.00,85.00
"59153206",300.00,155.00,145.00
"59153207",215.00,80.00,135.00
"59153208",255.00,140.00,120.00
"59153209",175.00,100.00,80.00
"59153210",90.00,45.00,50.00
"59153211",95.00,55.00,45.00
"59153212",95.00,40.00,55.00
"59153213",145.00,70.00,75.00
"59153214",130.00,65.00,70.00
"59153215",210.00,100.00,110.00
"59153216",185.00,90.00,95.00
"59153217",125.00,60.00,65.00
"59153218",165.00,100.00,65.00
"59153219",155.00,80.00,80.00
"59153220",55.00,25.00,40.00
"59153221",160.00,70.00,85.00
"59153222",155.00,85.00,75.00
"59153223",135.00,45.00,85.00
"59153224",150.00,70.00,80.00
"59153225",95.00,35.00,60.00
"59153226",100.00,50.00,55.00
"59153227",150.00,65.00,85.00
"59153228",165.00,80.00,85.00
"59153229",105.00,50.00,50.00
"59153230",195.00,85.00,110.00
"59153231",145.00,60.00,90.00
"59153232",150.00,75.00,80.00
"59153234",435.00,205.00,230.00
"59153235",460.00,190.00,270.00
"59153236",120.00,50.00,70.00
"59153237",340.00,150.00,190.00
"59153238",90.00,45.00,45.00
"59153239",285.00,140.00,150.00
"59153240",100.00,55.00,45.00
"59153241",260.00,115.00,140.00
"59153246",505.00,270.00,230.00
"59153249",75.00,35.00,40.00
"59153250",45.00,30.00,15.00
"59153251",100.00,60.00,45.00
"59153252",120.00,50.00,70.00
"59153253",95.00,35.00,65.00
"59153254",80.00,40.00,40.00
"59153255",110.00,35.00,80.00
"59153256",165.00,65.00,95.00
"59153257",180.00,80.00,100.00
"59153258",215.00,80.00,135.00
"59153259",215.00,90.00,125.00
"59153261",220.00,75.00,145.00
"59153262",235.00,100.00,135.00
"59153263",55.00,30.00,25.00
"59153264",55.00,25.00,30.00
"59153265",60.00,15.00,40.00
"59153266",105.00,35.00,70.00
"59153267",65.00,25.00,45.00
"59153268",65.00,35.00,25.00
"59153269",45.00,25.00,25.00
"59153270",70.00,25.00,45.00
"59153271",65.00,25.00,35.00
"59153272",85.00,25.00,60.00
"59153273",90.00,30.00,60.00
"59153274",165.00,75.00,95.00
"59153275",320.00,155.00,160.00
"59153276",130.00,65.00,65.00
"59153277",105.00,55.00,50.00
"59153278",95.00,55.00,45.00
"59153279",70.00,30.00,40.00
"59153280",110.00,50.00,65.00
"59153281",115.00,60.00,60.00
"59153282",95.00,35.00,65.00
"59153283",65.00,25.00,40.00
"59153284",75.00,30.00,45.00
"59153285",95.00,45.00,45.00
"59153286",65.00,25.00,40.00
"59153287",120.00,45.00,70.00
"59153288",110.00,50.00,60.00
"59153289",90.00,40.00,45.00
"59153290",130.00,60.00,70.00
"59153291",140.00,50.00,85.00
"59153292",95.00,35.00,60.00
"59153293",75.00,35.00,40.00
"59153294",125.00,55.00,65.00
"59153295",125.00,50.00,75.00
"59153296",110.00,55.00,55.00
"59153297",195.00,90.00,110.00
"59153298",115.00,55.00,60.00
"59153299",80.00,35.00,45.00
"59153300",100.00,40.00,55.00
"59153301",65.00,30.00,35.00
"59153302",85.00,40.00,50.00
"59153303",90.00,40.00,55.00
"59153304",150.00,65.00,85.00
"59153305",180.00,100.00,80.00
"59153306",170.00,75.00,100.00
"59153307",70.00,40.00,30.00
"59153308",145.00,85.00,55.00
"59153309",165.00,75.00,90.00
"59153310",155.00,70.00,80.00
"59153311",185.00,100.00,85.00
"59153312",125.00,60.00,65.00
"59153313",230.00,140.00,90.00
"59153314",110.00,55.00,50.00
"59153315",80.00,45.00,30.00
"59153316",55.00,35.00,25.00
"59153317",235.00,140.00,95.00
"59153318",115.00,50.00,65.00
"59153319",135.00,75.00,60.00
"59153320",195.00,115.00,80.00
"59153321",140.00,55.00,80.00
"59153322",50.00,25.00,20.00
"59153323",135.00,80.00,55.00
"59153324",80.00,45.00,30.00
"59153325",80.00,45.00,40.00
"59153326",65.00,30.00,35.00
"59153327",275.00,120.00,160.00
"59153328",175.00,65.00,110.00
"59153329",265.00,80.00,185.00
"59153330",180.00,60.00,120.00
"59153331",90.00,25.00,60.00
"59153332",315.00,75.00,240.00
"59153333",150.00,30.00,120.00
"59153334",30.00,15.00,20.00
"59153342",90.00,35.00,60.00
"59153343",85.00,55.00,30.00
"59153344",240.00,80.00,155.00
"59153345",385.00,185.00,205.00
"59153347",170.00,65.00,105.00
"59153350",670.00,250.00,425.00
"59153351",305.00,120.00,180.00
"59153352",230.00,85.00,140.00
"59153353",605.00,305.00,300.00
"59153354",270.00,125.00,150.00
"59153355",540.00,300.00,240.00
"59153358",110.00,40.00,65.00
"59153359",100.00,45.00,60.00
"59153361",335.00,195.00,145.00
"59153362",400.00,210.00,190.00
"59153363",935.00,365.00,565.00
"59153367",135.00,70.00,70.00
"59153369",270.00,110.00,160.00
"59153370",495.00,295.00,205.00
"59153371",525.00,300.00,225.00
"59153372",535.00,270.00,265.00
"59153373",590.00,285.00,300.00
"59153375",365.00,195.00,175.00
"59153376",45.00,15.00,30.00
"59153378",185.00,55.00,125.00
"59153380",330.00,100.00,230.00
"59153381",1495.00,805.00,690.00
"59153382",215.00,125.00,95.00
"59153383",360.00,185.00,170.00
"59153385",250.00,105.00,145.00
"59153386",470.00,275.00,195.00
"59153388",255.00,130.00,125.00
"59153389",290.00,145.00,140.00
"59153390",290.00,100.00,190.00
"59153391",365.00,200.00,160.00
"59153394",620.00,325.00,295.00
"59153397",520.00,205.00,315.00
"59153398",355.00,140.00,215.00
"59153400",455.00,260.00,195.00
"59153401",175.00,70.00,110.00
"59153402",335.00,170.00,170.00
"59153403",175.00,45.00,130.00
"59153406",140.00,45.00,95.00
"59153407",50.00,15.00,30.00
"59153408",355.00,155.00,200.00
"59153409",120.00,50.00,65.00
"59153410",490.00,200.00,290.00
"59153411",220.00,100.00,115.00
"59153412",155.00,60.00,90.00
"59153413",160.00,70.00,85.00
"59153414",15.00,5.00,10.00
"59153415",20.00,10.00,15.00
"59153416",80.00,30.00,45.00
"59153417",50.00,30.00,25.00
"59153418",55.00,30.00,25.00
"59153419",70.00,35.00,40.00
"59153420",75.00,40.00,40.00
"59153421",25.00,10.00,15.00
"59153422",35.00,15.00,15.00
"59153423",105.00,50.00,50.00
"59153424",125.00,60.00,65.00
"59153425",60.00,20.00,35.00
"59153426",100.00,45.00,50.00
"59153427",30.00,15.00,15.00
"59153428",25.00,15.00,0.00
"59153429",180.00,90.00,95.00
"59153430",60.00,40.00,25.00
"59153431",80.00,45.00,40.00
"59153432",35.00,15.00,15.00
"59153433",130.00,40.00,95.00
"59153435",220.00,55.00,165.00
"59153436",80.00,20.00,65.00
"59153437",90.00,30.00,65.00
"59153438",25.00,10.00,15.00
"59153439",110.00,60.00,50.00
"59153440",85.00,35.00,50.00
"59153441",90.00,35.00,55.00
"59153443",30.00,15.00,20.00
"59153444",400.00,235.00,165.00
"59153445",55.00,25.00,30.00
"59153446",70.00,25.00,40.00
"59153447",50.00,20.00,30.00
"59153450",40.00,10.00,30.00
"59153451",90.00,45.00,45.00
"59153452",115.00,35.00,80.00
"59153453",35.00,10.00,25.00
"59153454",90.00,50.00,45.00
"59153455",45.00,20.00,25.00
"59153456",80.00,35.00,45.00
"59153457",175.00,75.00,100.00
"59153459",90.00,55.00,35.00
"59153460",240.00,85.00,150.00
"59153461",125.00,35.00,90.00
"59153462",,,
"59153463",5.00,0.00,0.00
"59153464",785.00,440.00,350.00
"59153466",360.00,220.00,140.00
"59153467",455.00,255.00,195.00
"59153469",210.00,70.00,140.00
"59153470",145.00,80.00,65.00
"59153471",380.00,195.00,185.00
"59153472",155.00,90.00,65.00
"59153473",145.00,85.00,60.00
"59153474",200.00,105.00,95.00
"59153476",275.00,125.00,150.00
"59153477",135.00,85.00,50.00
"59153479",360.00,185.00,175.00
"59153480",295.00,145.00,150.00
"59153481",325.00,165.00,160.00
"59153482",235.00,120.00,115.00
"59153483",305.00,170.00,135.00
"59153484",45.00,15.00,30.00
"59153485",65.00,20.00,45.00
"59153486",165.00,70.00,100.00
"59153487",35.00,15.00,20.00
"59153489",15.00,10.00,5.00
"59153490",215.00,95.00,120.00
"59153491",400.00,195.00,200.00
"59153492",45.00,10.00,30.00
"59153493",120.00,55.00,65.00
"59153494",205.00,95.00,110.00
"59153495",250.00,120.00,135.00
"59153496",150.00,65.00,85.00
"59153497",150.00,85.00,60.00
"59153498",245.00,100.00,145.00
"59153499",420.00,210.00,210.00
"59153500",150.00,85.00,60.00
"59153501",75.00,30.00,45.00
"59153502",40.00,15.00,25.00
"59153503",105.00,50.00,55.00
"59153504",90.00,30.00,55.00
"59153506",75.00,30.00,45.00
"59153507",70.00,30.00,40.00
"59153508",200.00,90.00,115.00
"59153510",260.00,85.00,175.00
"59153511",65.00,30.00,35.00
"59153512",90.00,30.00,65.00
"59153513",35.00,15.00,20.00
"59153514",200.00,80.00,125.00
"59153515",110.00,40.00,75.00
"59153516",40.00,15.00,25.00
"59153517",50.00,20.00,35.00
"59153518",135.00,45.00,85.00
"59153519",95.00,20.00,70.00
"59153520",225.00,125.00,100.00
"59153521",155.00,60.00,95.00
"59153523",90.00,45.00,40.00
"59153524",150.00,70.00,75.00
"59153528",1150.00,525.00,625.00
"59153529",690.00,255.00,440.00
"59153530",230.00,75.00,155.00
"59153531",305.00,160.00,145.00
"59153532",130.00,60.00,70.00
"59153533",95.00,35.00,60.00
"59153534",60.00,30.00,30.00
"59153535",400.00,220.00,180.00
"59153537",275.00,95.00,175.00
"59153538",255.00,125.00,130.00
"59153539",215.00,55.00,160.00
"59153540",55.00,10.00,40.00
"59153541",120.00,40.00,80.00
"59153542",190.00,40.00,150.00
"59153543",30.00,10.00,15.00
"59153545",75.00,35.00,40.00
"59153546",70.00,40.00,30.00
"59153547",185.00,70.00,115.00
"59153548",175.00,70.00,105.00
"59153549",5.00,0.00,0.00
"59153551",580.00,220.00,360.00
"59153552",450.00,220.00,230.00
"59153553",255.00,120.00,135.00
"59153554",270.00,135.00,130.00
"59153555",560.00,285.00,275.00
"59153556",240.00,120.00,120.00
"59153557",250.00,110.00,140.00
"59153558",305.00,135.00,175.00
"59153560",60.00,30.00,25.00
"59153561",65.00,35.00,30.00
"59153562",75.00,35.00,40.00
"59153563",80.00,35.00,40.00
"59153565",700.00,295.00,405.00
"59153566",65.00,25.00,40.00
"59153567",70.00,35.00,30.00
"59153568",50.00,20.00,25.00
"59153569",15.00,10.00,10.00
"59153570",120.00,50.00,70.00
"59153571",80.00,30.00,50.00
"59153572",145.00,65.00,90.00
"59153573",90.00,40.00,50.00
"59153574",25.00,15.00,10.00
"59153575",215.00,130.00,85.00
"59153576",75.00,30.00,45.00
"59153577",,,
"59153578",185.00,130.00,50.00
"59153579",290.00,170.00,115.00
"59153580",460.00,345.00,115.00
"59153581",285.00,210.00,80.00
"59153582",640.00,460.00,180.00
"59153583",455.00,280.00,175.00
"59153584",910.00,630.00,280.00
"59153585",460.00,330.00,125.00
"59153586",495.00,260.00,230.00
"59153587",375.00,225.00,150.00
"59153588",535.00,230.00,305.00
"59153589",545.00,280.00,265.00
"59153590",275.00,130.00,145.00
"59153591",415.00,220.00,190.00
"59153592",140.00,85.00,55.00
"59153593",60.00,30.00,30.00
"59153594",,,
"59153595",50.00,20.00,30.00
"59153596",65.00,15.00,50.00
"59153597",45.00,15.00,35.00
"59153598",100.00,30.00,70.00
"59153599",140.00,50.00,90.00
"59153600",30.00,10.00,15.00
"59153601",35.00,15.00,25.00
"59153602",100.00,60.00,45.00
"59153603",100.00,50.00,45.00
"59153604",,,
"59153606",50.00,30.00,15.00
"59153607",105.00,50.00,55.00
"59153608",105.00,45.00,60.00
"59153609",95.00,25.00,70.00
"59153610",55.00,10.00,50.00
"59153611",40.00,25.00,15.00
"59153612",30.00,10.00,20.00
"59153613",70.00,30.00,40.00
"59153614",70.00,30.00,45.00
"59153615",125.00,45.00,80.00
"59153616",225.00,130.00,90.00
"59153617",85.00,55.00,30.00
"59153618",110.00,65.00,45.00
"59153619",80.00,30.00,50.00
"59153620",70.00,20.00,50.00
"59153621",65.00,25.00,40.00
"59153622",65.00,30.00,30.00
"59153623",70.00,35.00,35.00
"59153624",60.00,25.00,40.00
"59153625",90.00,40.00,50.00
"59153626",65.00,25.00,40.00
"59153627",65.00,25.00,40.00
"59153628",65.00,25.00,45.00
"59153629",90.00,50.00,40.00
"59153630",65.00,35.00,30.00
"59153631",105.00,55.00,50.00
"59153632",250.00,80.00,165.00
"59153633",110.00,75.00,35.00
"59153634",85.00,40.00,45.00
"59153635",65.00,30.00,35.00
"59153636",85.00,45.00,40.00
"59153637",55.00,25.00,30.00
"59153638",55.00,25.00,35.00
"59153639",75.00,25.00,45.00
"59153640",65.00,20.00,50.00
"59153641",75.00,40.00,35.00
"59153642",110.00,60.00,50.00
"59153643",195.00,80.00,115.00
"59153644",410.00,190.00,220.00
"59153645",625.00,310.00,315.00
"59153646",175.00,70.00,110.00
"59153647",100.00,60.00,35.00
"59153648",270.00,105.00,165.00
"59153649",130.00,45.00,85.00
"59153650",55.00,25.00,35.00
"59153651",150.00,80.00,70.00
"59153652",70.00,30.00,35.00
"59153653",360.00,130.00,230.00
"59153654",235.00,90.00,145.00
"59153655",420.00,170.00,245.00
"59153656",100.00,65.00,35.00
"59153657",830.00,315.00,515.00
"59153658",225.00,145.00,85.00
"59153659",230.00,120.00,110.00
"59153660",300.00,120.00,185.00
"59153661",150.00,70.00,80.00
"59153662",1085.00,525.00,560.00
"59153663",135.00,40.00,90.00
"59153664",30.00,10.00,15.00
"59153665",160.00,75.00,80.00
"59153666",115.00,40.00,75.00
"59153667",60.00,35.00,25.00
"59153668",200.00,95.00,100.00
"59153669",230.00,120.00,110.00
"59153670",355.00,165.00,190.00
"59153671",260.00,145.00,110.00
"59153672",360.00,180.00,180.00
"59153673",360.00,195.00,165.00
"59153674",295.00,150.00,150.00
"59153675",420.00,205.00,210.00
"59153676",420.00,205.00,225.00
"59153677",225.00,125.00,105.00
"59153678",345.00,220.00,125.00
"59153679",375.00,200.00,175.00
"59153680",495.00,280.00,215.00
"59153681",460.00,240.00,215.00
"59153682",460.00,260.00,200.00
"59153683",560.00,290.00,270.00
"59153684",425.00,230.00,190.00
"59153685",135.00,45.00,90.00
"59153686",245.00,80.00,175.00
"59153687",175.00,60.00,110.00
"59153688",205.00,55.00,150.00
"59153689",175.00,70.00,100.00
"59153690",80.00,25.00,60.00
"59153691",255.00,130.00,125.00
"59153692",360.00,130.00,235.00
"59153693",75.00,45.00,35.00
"59153694",40.00,20.00,15.00
"59153695",1350.00,665.00,690.00
"59153696",75.00,30.00,50.00
"59153697",205.00,110.00,95.00
"59153698",40.00,20.00,20.00
"59153699",50.00,20.00,25.00
"59153700",50.00,30.00,25.00
"59153701",420.00,185.00,240.00
"59153702",135.00,60.00,75.00
"59153703",430.00,205.00,225.00
"59153704",130.00,85.00,50.00
"59153705",55.00,25.00,35.00
"59153706",110.00,50.00,60.00
"59153707",85.00,40.00,50.00
"59153708",90.00,20.00,65.00
"59153709",90.00,35.00,55.00
"59153710",55.00,20.00,35.00
"59153711",50.00,20.00,30.00
"59153712",45.00,20.00,25.00
"59153713",65.00,35.00,30.00
"59153714",55.00,25.00,30.00
"59153715",165.00,80.00,85.00
"59153716",200.00,85.00,115.00
"59153717",160.00,80.00,85.00
"59153718",55.00,25.00,35.00
"59153719",65.00,30.00,35.00
"59153720",50.00,25.00,25.00
"59153721",105.00,55.00,45.00
"59153722",65.00,35.00,30.00
"59153723",55.00,40.00,20.00
"59153724",60.00,35.00,30.00
"59153725",55.00,35.00,15.00
"59153726",455.00,255.00,200.00
"59153728",840.00,390.00,450.00
"59153729",290.00,140.00,150.00
"59153730",395.00,200.00,195.00
"59153731",20.00,10.00,5.00
"59153732",,,
"59153733",105.00,50.00,60.00
"59153734",55.00,20.00,35.00
"59153735",635.00,350.00,285.00
"59153736",265.00,140.00,125.00
"59153737",195.00,75.00,115.00
"59153738",240.00,130.00,115.00
"59153739",150.00,75.00,75.00
"59153740",315.00,120.00,195.00
"59153741",185.00,85.00,100.00
"59153742",115.00,55.00,55.00
"59153743",45.00,15.00,35.00
"59153744",175.00,85.00,95.00
"59153745",35.00,20.00,20.00
"59153746",55.00,30.00,30.00
"59153747",40.00,25.00,15.00
"59153748",70.00,40.00,25.00
"59153749",65.00,40.00,25.00
"59153750",,,
"59153751",75.00,45.00,35.00
"59153752",,,
"59153754",10.00,5.00,0.00
"59153756",65.00,20.00,40.00
"59153757",75.00,35.00,35.00
"59153758",80.00,25.00,55.00
"59153762",80.00,45.00,35.00
"59153763",25.00,15.00,10.00
"59153764",70.00,30.00,40.00
"59153765",60.00,35.00,20.00
"59153766",75.00,45.00,25.00
"59153767",65.00,35.00,30.00
"59153768",55.00,20.00,30.00
"59153769",75.00,30.00,40.00
"59153770",75.00,40.00,40.00
"59153771",175.00,95.00,80.00
"59153772",80.00,60.00,20.00
"59153773",50.00,15.00,30.00
"59153774",65.00,30.00,40.00
"59153775",75.00,35.00,45.00
"59153776",60.00,30.00,30.00
"59153777",75.00,35.00,45.00
"59153778",95.00,45.00,55.00
"59153779",75.00,40.00,40.00
"59153780",75.00,35.00,35.00
"59153781",50.00,25.00,30.00
"59153782",65.00,25.00,40.00
"59153783",60.00,35.00,30.00
"59153784",90.00,45.00,45.00
"59153785",75.00,50.00,25.00
"59153786",80.00,50.00,30.00
"59153788",85.00,50.00,40.00
"59153789",50.00,25.00,25.00
"59153790",25.00,20.00,10.00
"59153791",30.00,15.00,15.00
"59153792",65.00,30.00,35.00
"59153794",285.00,115.00,165.00
"59153795",170.00,45.00,120.00
"59153796",55.00,25.00,30.00
"59153797",470.00,140.00,330.00
"59153798",160.00,90.00,75.00
"59153799",45.00,25.00,20.00
"59153800",50.00,25.00,25.00
"59153801",50.00,20.00,35.00
"59153805",100.00,50.00,45.00
"59153806",85.00,35.00,50.00
"59153807",55.00,25.00,30.00
"59153809",130.00,60.00,70.00
"59153810",55.00,25.00,25.00
"59153812",65.00,20.00,45.00
"59153814",70.00,35.00,35.00
"59153815",115.00,45.00,70.00
"59153816",75.00,25.00,45.00
"59153818",145.00,70.00,75.00
"59153821",125.00,65.00,65.00
"59153825",135.00,55.00,75.00
"59153826",90.00,40.00,50.00
"59153831",145.00,80.00,65.00
"59153832",965.00,430.00,540.00
"59153833",55.00,20.00,30.00
"59153834",985.00,460.00,525.00
"59153835",130.00,65.00,65.00
"59153836",110.00,55.00,60.00
"59153838",160.00,90.00,70.00
"59153839",810.00,435.00,375.00
"59153843",955.00,480.00,475.00
"59153845",1305.00,700.00,605.00
"59153846",1025.00,590.00,440.00
"59153847",760.00,465.00,295.00
"59153849",385.00,240.00,145.00
"59153851",195.00,105.00,90.00
"59153852",565.00,315.00,245.00
"59153854",40.00,20.00,20.00
"59153856",85.00,45.00,40.00
"59153857",485.00,245.00,235.00
"59153858",155.00,80.00,85.00
"59153859",115.00,55.00,60.00
"59153860",60.00,35.00,25.00
"59153861",270.00,135.00,135.00
"59153862",50.00,20.00,30.00
"59153864",100.00,50.00,50.00
"59153865",495.00,240.00,255.00
"59153866",145.00,50.00,95.00
"59153867",70.00,30.00,40.00
"59153868",120.00,60.00,55.00
"59153869",30.00,10.00,15.00
"59153870",65.00,35.00,30.00
"59153871",40.00,20.00,20.00
"59153872",80.00,40.00,40.00
"59153873",85.00,45.00,40.00
"59153874",135.00,40.00,95.00
"59153875",35.00,20.00,15.00
"59153876",60.00,25.00,35.00
"59153877",35.00,15.00,20.00
"59153878",40.00,20.00,20.00
"59153879",40.00,15.00,15.00
"59153881",35.00,10.00,25.00
"59153882",175.00,45.00,130.00
"59153883",35.00,10.00,20.00
"59153885",40.00,20.00,20.00
