"GEO_ID","NAME","B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M"
"1500000US510594322021","Block Group 1, Census Tract 4322.02, Fairfax County, Virginia","2943","331","1415","164","119","74","55","59","104","59","81","43","72","45","29","35","9","15","80","52","88","61","162","68","76","59","47","36","154","54","57","34","41","31","32","37","54","31","43","42","28","24","51","29","26","38","0","12","7","11","1528","217","36","28","216","118","106","47","78","44","40","40","0","12","0","12","45","38","85","52","114","65","98","55","108","51","153","69","89","42","74","35","59","43","55","30","26","30","38","31","36","16","22","24","17","32","33","46"
"1500000US510594802012","Block Group 2, Census Tract 4802.01, Fairfax County, Virginia","1996","254","904","144","62","44","40","29","88","47","11","16","15","23","28","30","27","29","40","37","0","12","8","14","84","47","99","41","96","60","107","57","31","27","35","29","0","12","27","26","20","19","40","31","19","23","27","23","0","12","1092","203","55","37","145","61","96","56","79","73","16","25","0","12","31","35","32","29","2","4","54","37","50","32","96","37","93","65","55","37","77","43","7","10","23","21","47","43","13","16","39","32","9","13","49","35","24","36"
"1500000US510594521012","Block Group 2, Census Tract 4521.01, Fairfax County, Virginia","2248","345","1132","193","26","24","93","46","97","56","65","56","0","12","9","14","0","12","58","63","71","58","41","34","130","78","78","90","190","71","101","49","55","45","20","25","6","11","8","14","10","16","33","33","8","13","33","37","0","12","1116","201","77","80","111","69","46","45","106","83","0","12","24","36","11","19","35","31","48","34","122","65","18","20","180","129","90","62","60","45","89","55","8","12","14","15","16","18","31","21","15","15","8","12","7","12","0","12"
"1500000US510594706002","Block Group 2, Census Tract 4706, Fairfax County, Virginia","1522","163","732","136","32","36","65","67","40","32","27","19","12","17","0","12","0","12","2","4","20","22","14","22","76","54","36","34","18","21","54","37","87","36","0","12","58","38","13","15","25","23","49","26","46","37","13","14","45","47","790","101","51","36","14","18","31","28","20","24","41","42","0","12","0","12","13","17","32","27","10","18","32","26","65","55","24","27","102","33","57","29","8","11","18","19","37","27","27","24","120","67","14","16","26","19","48","46"
"1500000US510594510002","Block Group 2, Census Tract 4510, Fairfax County, Virginia","1539","239","713","124","83","42","39","21","13","14","13","14","0","12","0","12","0","12","6","10","11","17","49","26","61","35","34","25","42","27","99","42","40","23","40","23","23","18","19","23","52","27","12","13","28","19","24","16","25","20","826","144","28","26","32","30","41","24","13","17","59","46","0","12","0","12","19","29","33","19","35","23","50","28","27","19","72","32","55","29","77","33","18","13","19","23","32","21","40","21","19","23","16","15","45","32","96","42"
"1500000US510594913031","Block Group 1, Census Tract 4913.03, Fairfax County, Virginia","1425","306","686","173","39","32","60","53","25","25","10","15","76","46","0","12","12","17","19","22","86","49","26","23","24","27","83","41","87","69","53","39","20","23","7","13","17","22","4","8","14","22","10","20","14","26","0","12","0","12","739","185","121","69","22","25","61","64","11","16","14","21","0","12","0","12","16","24","85","51","55","51","75","48","13","20","117","46","29","23","34","29","14","21","17","21","0","12","22","27","0","12","14","21","11","17","8","14"
"1500000US510594324023","Block Group 3, Census Tract 4324.02, Fairfax County, Virginia","1604","220","809","142","48","34","62","44","44","29","65","30","23","18","22","34","8","12","10","15","51","36","63","42","42","29","31","26","45","31","51","35","50","29","16","18","38","41","40","27","26","23","32","23","42","30","0","12","0","12","795","130","38","27","64","43","60","36","24","22","58","64","0","12","0","12","21","23","49","44","26","24","42","27","51","34","56","44","53","31","84","41","34","40","47","30","16","18","31","24","31","28","10","17","0","12","0","12"
"1500000US510594205032","Block Group 2, Census Tract 4205.03, Fairfax County, Virginia","2146","436","1033","303","153","101","50","50","0","12","0","12","0","12","0","12","57","91","84","70","184","95","86","51","144","89","42","43","49","52","8","14","66","47","20","22","73","83","0","12","0","12","17","22","0","12","0","12","0","12","1113","247","110","95","77","64","52","74","0","12","0","12","0","12","0","12","0","12","123","64","223","97","160","97","59","50","30","37","42","39","111","73","31","33","12","21","16","24","0","12","0","12","53","64","0","12","14","22"
"1500000US510594805022","Block Group 2, Census Tract 4805.02, Fairfax County, Virginia","604","123","295","63","8","13","15","18","17","19","0","12","0","12","0","12","0","12","21","22","26","24","0","12","8","13","18","18","22","24","38","28","33","21","0","12","37","26","0","12","19","18","24","22","0","12","9","14","0","12","309","73","11","17","11","18","9","14","22","24","0","12","0","12","0","12","9","15","23","22","0","12","0","12","40","32","0","12","62","37","54","27","0","12","39","25","4","7","9","13","16","17","0","12","0","12","0","12"
"1500000US510594821002","Block Group 2, Census Tract 4821, Fairfax County, Virginia","2079","203","1003","150","40","24","73","44","22","21","36","36","11","17","68","70","0","12","18","20","41","29","41","29","85","67","120","53","75","37","70","53","64","32","16","20","40","53","17","20","58","36","40","28","33","24","35","27","0","12","1076","98","59","39","67","37","31","25","16","17","35","54","12","19","0","12","8","12","80","38","51","41","56","32","89","37","108","52","79","51","39","26","37","37","40","37","17","19","79","36","48","30","48","43","46","32","31","27"
"1500000US510594914022","Block Group 2, Census Tract 4914.02, Fairfax County, Virginia","2127","444","911","176","60","46","117","105","58","47","15","18","0","12","0","12","13","21","43","42","47","30","138","69","74","37","72","56","94","58","55","48","89","62","0","12","0","12","0","12","7","12","0","12","29","44","0","12","0","12","1216","297","143","111","80","63","124","66","0","12","12","19","0","12","41","47","90","82","93","56","167","69","114","124","106","60","42","31","59","39","69","51","0","12","19","19","0","12","32","35","0","12","25","40","0","12","0","12"
"1500000US510594925001","Block Group 1, Census Tract 4925, Fairfax County, Virginia","2182","265","1183","228","25","21","39","30","99","50","106","81","47","38","0","12","8","15","12","19","52","44","122","82","68","45","31","26","83","44","66","36","115","62","21","24","46","31","39","24","20","20","86","43","10","16","55","62","33","28","999","134","74","50","75","52","129","55","30","24","0","12","0","12","0","12","37","32","40","32","42","30","39","27","46","28","56","36","137","59","91","41","20","21","27","23","27","24","56","42","33","28","0","12","20","21","20","22"
"1500000US510594917043","Block Group 3, Census Tract 4917.04, Fairfax County, Virginia","2057","448","1143","307","69","75","31","43","60","76","115","80","15","24","0","12","0","12","27","41","300","176","129","102","126","92","101","83","31","35","43","48","48","49","24","35","24","35","0","12","0","12","0","12","0","12","0","12","0","12","914","194","3","14","90","86","26","32","72","58","0","12","0","12","0","12","0","12","188","110","88","77","124","91","64","46","65","57","0","12","21","30","49","71","38","45","0","12","13","20","0","12","0","12","73","78","0","12"
"1500000US510594204001","Block Group 1, Census Tract 4204, Fairfax County, Virginia","1566","164","745","117","33","32","0","12","0","12","10","16","10","16","0","12","0","12","6","15","57","41","219","83","133","66","61","43","52","33","59","32","11","21","42","36","6","10","12","18","7","12","18","18","0","12","0","12","9","16","821","130","33","33","74","65","19","29","8","14","0","12","0","12","0","12","11","19","85","48","202","62","89","61","69","40","39","25","62","30","64","43","8","12","8","13","0","12","25","23","9","14","0","12","7","11","9","16"
"1500000US510594309012","Block Group 2, Census Tract 4309.01, Fairfax County, Virginia","2214","314","1146","208","58","73","90","51","24","29","88","75","10","17","28","34","20","21","61","47","107","67","119","84","41","45","100","55","95","52","118","60","43","35","0","12","33","39","11","17","62","36","27","30","11","17","0","12","0","12","1068","169","18","26","99","57","63","46","78","56","45","38","13","22","13","21","26","29","73","57","46","39","105","50","124","51","94","44","35","33","83","56","18","20","27","28","4","12","32","27","52","34","0","12","0","12","20","23"
"1500000US510594402023","Block Group 3, Census Tract 4402.02, Fairfax County, Virginia","2109","432","993","262","103","72","10","18","20","30","44","49","10","19","0","12","0","12","20","37","5","9","94","68","61","46","52","49","30","36","42","50","61","56","39","43","188","104","71","56","64","75","42","42","21","31","16","26","0","12","1116","259","49","52","56","59","0","12","63","74","0","12","0","12","0","12","57","68","66","68","117","59","94","71","96","111","19","30","88","73","125","73","74","65","20","18","21","32","67","57","38","37","21","30","16","28","29","61"
"1500000US510594601001","Block Group 1, Census Tract 4601, Fairfax County, Virginia","1191","204","554","89","19","21","34","27","46","32","42","34","0","12","0","12","0","12","27","26","0","12","0","12","9","14","33","32","68","39","54","36","69","36","0","12","27","26","19","17","26","23","41","25","35","27","0","12","5","8","637","133","10","15","110","59","78","48","22","21","0","12","0","12","0","12","0","12","0","12","0","12","36","33","69","45","45","28","76","36","36","26","8","11","12","17","42","28","24","20","31","21","15","17","19","21","4","7"
"1500000US510594917042","Block Group 2, Census Tract 4917.04, Fairfax County, Virginia","1505","404","788","216","44","35","73","73","0","12","55","50","40","44","0","12","19","30","38","59","65","43","67","50","58","45","75","59","38","44","77","69","83","82","50","55","0","12","0","12","6","17","0","12","0","12","0","12","0","12","717","212","40","45","18","23","46","54","62","50","41","62","21","33","0","12","15","25","36","34","100","64","39","34","61","51","14","21","61","54","109","81","7","16","15","23","0","12","0","12","0","12","0","12","0","12","32","49"
"1500000US510594805041","Block Group 1, Census Tract 4805.04, Fairfax County, Virginia","1975","120","905","74","55","25","65","29","83","30","14","15","34","23","4","8","12","17","23","17","53","26","56","25","81","33","30","18","70","26","94","40","48","27","22","17","66","27","38","21","19","16","19","16","19","16","0","12","0","12","1070","111","59","29","40","20","106","42","34","19","18","19","7","10","36","42","26","31","55","26","85","32","66","34","65","27","69","25","101","36","79","27","16","15","63","32","36","20","40","24","38","23","31","19","0","12","0","12"
"1500000US510594211032","Block Group 2, Census Tract 4211.03, Fairfax County, Virginia","2388","282","1041","133","89","57","36","33","122","61","45","37","0","12","0","12","0","12","19","22","43","36","53","45","120","68","76","38","97","40","114","47","84","44","16","18","38","31","33","20","10","12","34","24","12","24","0","12","0","12","1347","187","91","49","77","41","170","69","32","36","57","38","0","12","19","26","38","32","106","61","57","33","129","61","82","39","99","47","111","52","120","54","20","23","24","22","29","27","47","30","32","29","0","12","7","11","0","12"
"1500000US510594709005","Block Group 5, Census Tract 4709, Fairfax County, Virginia","1413","299","688","163","13","22","104","69","93","55","12","21","0","12","0","12","0","12","0","12","0","12","34","53","32","37","94","58","84","61","37","34","101","63","0","12","20","32","0","12","11","17","18","30","19","31","0","12","16","26","725","202","40","39","56","53","93","62","96","97","0","12","0","12","0","12","0","12","3","6","17","27","29","36","99","56","74","56","0","12","55","53","32","38","0","12","64","79","0","12","17","29","34","37","0","12","16","24"
"1500000US510594519002","Block Group 2, Census Tract 4519, Fairfax County, Virginia","2316","484","1145","275","84","64","19","39","45","43","31","35","28","44","0","12","0","12","48","40","85","62","109","72","102","59","84","59","16","26","62","55","113","97","0","12","71","52","54","50","84","61","38","49","38","43","17","27","17","27","1171","248","13","23","12","19","23","28","33","30","0","12","33","56","0","12","23","38","91","62","134","72","106","88","51","48","54","48","59","52","135","73","21","31","80","62","31","37","83","59","73","74","16","26","80","72","20","34"
"1500000US510594203004","Block Group 4, Census Tract 4203, Fairfax County, Virginia","998","417","484","239","35","39","0","12","8","15","0","12","0","12","0","12","0","12","71","72","66","82","0","12","32","40","74","102","91","71","24","35","16","24","0","12","30","37","0","12","0","12","0","12","21","33","16","25","0","12","514","240","39","44","0","12","59","61","41","37","71","74","0","12","0","12","0","12","2","11","17","25","41","40","20","24","56","60","40","35","18","31","0","12","55","41","0","12","14","23","0","12","30","34","0","12","11","18"
"1500000US510594712012","Block Group 2, Census Tract 4712.01, Fairfax County, Virginia","367","84","163","70","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","22","11","18","0","12","21","23","21","23","0","12","8","12","18","22","0","12","8","12","0","12","18","18","0","12","18","19","18","22","0","12","204","43","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","31","7","11","20","31","0","12","0","12","0","12","15","16","10","16","16","18","8","11","30","22","31","21","17","18","18","19"
"1500000US510594214004","Block Group 4, Census Tract 4214, Fairfax County, Virginia","2251","834","1142","401","117","110","189","157","216","157","15","23","0","12","23","38","0","12","0","12","120","114","71","81","72","116","15","28","131","202","100","116","55","63","0","12","18","29","0","12","0","12","0","12","0","12","0","12","0","12","1109","492","189","238","177","136","149","134","0","12","0","12","21","34","0","12","0","12","87","92","71","81","229","149","14","23","96","125","0","12","0","12","35","53","18","29","0","12","0","12","23","36","0","12","0","12","0","12"
"1500000US510594707002","Block Group 2, Census Tract 4707, Fairfax County, Virginia","1325","202","636","114","26","23","40","31","20","23","0","12","33","28","0","12","13","20","53","49","20","22","47","36","42","31","11","16","41","31","74","38","58","28","0","12","20","22","0","12","27","25","25","25","58","35","10","15","18","20","689","123","50","45","68","40","51","29","56","33","0","12","25","26","0","12","9","14","12","19","32","29","26","22","31","28","88","50","26","23","51","32","10","16","40","32","10","13","30","27","46","31","10","14","0","12","18","19"
"1500000US510594915022","Block Group 2, Census Tract 4915.02, Fairfax County, Virginia","2305","411","1289","301","38","46","69","55","254","123","41","38","33","53","0","12","55","63","88","58","10","17","101","80","0","12","79","53","163","85","125","74","77","60","26","29","55","37","14","21","46","34","0","12","15","26","0","12","0","12","1016","174","10","17","99","97","76","55","73","55","0","12","0","12","0","12","0","12","30","49","64","54","17","28","108","72","187","81","187","79","51","35","41","37","26","25","0","12","0","12","15","26","0","12","0","12","32","48"
"1500000US510594326002","Block Group 2, Census Tract 4326, Fairfax County, Virginia","2453","301","1272","206","35","30","131","67","186","92","63","55","13","21","0","12","19","30","37","30","9","14","39","33","40","41","83","52","109","55","69","43","93","63","50","47","91","53","53","31","40","32","67","35","33","24","6","10","6","10","1181","160","79","68","46","34","98","68","55","44","25","27","9","15","0","12","28","31","17","20","35","28","38","33","134","57","80","48","145","62","83","44","41","47","61","38","28","28","65","30","49","28","22","20","8","12","35","41"
"1500000US510594605011","Block Group 1, Census Tract 4605.01, Fairfax County, Virginia","2592","182","1317","121","92","36","97","30","93","41","80","41","44","33","8","12","52","41","52","31","27","22","33","21","24","15","86","26","110","31","69","32","118","30","70","36","49","25","17","15","56","24","65","27","40","21","23","17","12","13","1275","124","62","36","71","26","68","28","54","24","38","26","7","11","9","13","52","47","29","39","31","23","69","29","114","43","84","28","111","40","93","32","70","31","80","33","13","10","60","23","63","28","46","25","39","29","12","15"
"1500000US510594825031","Block Group 1, Census Tract 4825.03, Fairfax County, Virginia","1778","190","864","123","39","32","59","37","100","49","65","39","20","23","0","12","0","12","0","12","37","33","17","21","42","27","55","31","134","58","54","31","99","40","39","27","46","30","23","24","9","15","26","26","0","12","0","12","0","12","914","119","60","44","26","24","83","46","63","34","43","33","13","20","0","12","23","26","33","31","18","20","48","32","96","44","133","48","66","35","86","38","35","27","19","21","12","18","23","27","0","12","34","52","0","12","0","12"
"1500000US510594221021","Block Group 1, Census Tract 4221.02, Fairfax County, Virginia","1913","507","864","240","0","12","170","123","74","74","15","24","0","12","0","12","0","12","40","48","92","87","47","54","59","59","108","86","15","27","52","60","70","57","13","24","22","35","0","12","29","35","58","52","0","12","0","12","0","12","1049","318","51","55","50","53","55","50","105","88","41","64","0","12","0","12","75","76","86","86","161","104","0","12","91","76","41","52","47","45","76","63","11","19","32","35","0","12","67","61","47","41","0","12","13","26","0","12"
"1500000US510594917023","Block Group 3, Census Tract 4917.02, Fairfax County, Virginia","2255","543","1217","379","72","70","205","137","35","52","133","88","46","70","48","76","0","12","0","12","41","45","88","65","52","57","128","90","99","71","139","85","26","34","8","13","28","30","0","12","19","25","30","45","20","34","0","12","0","12","1038","228","34","53","52","57","8","16","0","12","69","87","0","12","15","26","0","12","42","36","67","59","189","114","175","98","81","71","84","58","59","54","7","13","8","14","16","26","72","62","19","32","24","40","17","30","0","12"
"1500000US510594407021","Block Group 1, Census Tract 4407.02, Fairfax County, Virginia","2597","282","1252","169","41","36","153","63","111","54","66","37","50","57","0","12","10","16","32","36","47","39","47","44","67","36","86","52","83","37","92","55","72","38","37","34","43","38","21","19","20","23","73","46","39","32","41","24","21","22","1345","177","47","40","151","77","143","61","58","36","34","32","0","12","42","55","37","40","18","28","42","38","69","40","112","49","141","48","61","51","76","33","25","18","46","26","29","25","33","31","10","16","104","51","29","27","38","29"
"1500000US510594151001","Block Group 1, Census Tract 4151, Fairfax County, Virginia","1424","317","698","140","35","33","55","46","81","50","16","17","51","46","0","12","0","12","12","19","10","15","21","22","22","25","33","30","68","44","54","34","52","43","9","14","17","18","19","21","51","34","15","17","34","42","35","32","8","12","726","200","72","58","25","39","90","81","39","36","8","16","0","12","0","12","21","34","21","22","21","24","8","12","27","27","77","46","78","38","35","34","26","19","35","28","43","31","15","16","23","20","39","45","9","14","14","21"
"1500000US510594313002","Block Group 2, Census Tract 4313, Fairfax County, Virginia","1827","297","967","165","91","43","30","28","100","51","53","30","48","34","0","12","10","16","0","12","13","21","32","27","73","39","55","42","27","21","155","76","62","40","28","22","18","18","14","14","36","30","31","22","31","24","6","11","54","53","860","166","32","33","23","24","70","41","63","38","0","12","0","12","29","44","25","30","33","33","22","23","73","37","78","43","83","36","56","34","67","41","35","27","7","12","18","17","14","19","69","34","33","26","7","10","23","27"
"1500000US510594704002","Block Group 2, Census Tract 4704, Fairfax County, Virginia","1254","204","550","96","20","22","51","45","12","15","25","23","0","12","14","21","0","12","37","33","11","17","11","19","16","17","4","6","78","47","34","27","38","26","10","14","72","33","24","21","18","19","21","22","25","24","19","15","10","16","704","161","55","57","40","44","40","29","45","32","51","54","0","12","0","12","15","22","28","26","12","18","19","21","41","35","36","28","41","26","60","31","46","31","55","66","6","10","9","13","39","30","28","24","0","12","38","50"
"1500000US510594901033","Block Group 3, Census Tract 4901.03, Fairfax County, Virginia","1513","366","805","199","117","130","44","43","80","44","46","30","36","29","0","12","12","18","11","17","14","24","30","28","71","61","58","34","109","48","54","44","34","25","0","12","19","22","9","14","0","12","39","30","12","18","0","12","10","17","708","201","40","59","44","44","30","25","30","27","31","34","0","12","15","25","76","69","63","55","12","18","26","22","99","68","49","32","51","32","66","44","7","12","26","20","8","14","0","12","24","25","0","12","11","19","0","12"
"1500000US510594609001","Block Group 1, Census Tract 4609, Fairfax County, Virginia","2521","115","1239","88","48","22","107","34","149","51","69","33","25","24","5","8","7","12","7","10","17","16","27","18","88","34","119","39","82","29","106","40","103","32","36","19","30","16","37","21","50","27","20","15","27","17","39","23","41","20","1282","96","74","45","89","41","107","34","49","28","47","35","0","12","8","12","32","28","32","24","34","20","82","30","122","33","82","31","98","34","132","32","26","16","55","27","19","17","46","24","43","20","42","23","14","10","49","22"
"1500000US510594711004","Block Group 4, Census Tract 4711, Fairfax County, Virginia","2244","431","983","240","54","54","89","50","111","112","0","12","41","54","0","12","0","12","0","12","115","96","47","50","134","97","114","95","76","60","40","45","40","47","0","12","32","48","0","12","29","30","20","25","41","49","0","12","0","12","1261","256","173","97","95","78","112","104","40","45","48","53","0","12","48","63","32","49","0","12","69","53","150","87","107","67","115","93","55","45","34","42","32","48","27","30","11","20","50","41","21","23","42","57","0","12","0","12"
"1500000US510594922023","Block Group 3, Census Tract 4922.02, Fairfax County, Virginia","2164","465","960","230","8","15","23","28","14","23","103","67","98","89","0","12","0","12","74","81","22","37","6","12","24","28","13","17","109","69","95","56","117","81","118","62","73","61","0","12","33","36","17","25","13","20","0","12","0","12","1204","261","22","29","40","41","130","109","210","143","8","19","22","34","0","12","24","38","100","91","17","21","13","22","33","29","65","66","163","72","157","91","46","35","69","52","0","12","12","19","49","42","24","37","0","12","0","12"
"1500000US510594523012","Block Group 2, Census Tract 4523.01, Fairfax County, Virginia","735","194","424","174","3","7","15","18","11","16","0","12","12","20","0","12","0","12","9","14","87","99","4","8","84","103","11","16","71","50","39","41","56","49","0","12","0","12","0","12","8","12","0","12","0","12","0","12","14","22","311","99","11","16","10","14","14","19","9","16","0","12","8","15","11","22","23","27","20","25","3","7","10","12","30","27","19","20","14","15","30","25","9","11","0","12","11","15","25","22","16","18","0","12","28","25","10","15"
"1500000US510594154012","Block Group 2, Census Tract 4154.01, Fairfax County, Virginia","2685","693","1567","454","106","118","10","18","212","98","115","76","0","12","13","22","0","12","64","96","216","130","237","184","178","122","23","28","80","89","36","43","105","132","10","16","82","71","29","43","10","18","0","12","0","12","0","12","41","67","1118","295","60","70","59","65","11","18","56","85","0","12","0","12","0","12","35","56","33","39","221","115","48","71","158","109","168","170","62","62","145","94","26","28","0","12","4","9","10","17","17","28","0","12","5","9","0","12"
"1500000US510594154013","Block Group 3, Census Tract 4154.01, Fairfax County, Virginia","1388","639","767","415","56","91","112","101","142","152","0","12","45","69","0","12","0","12","8","26","68","113","75","122","2","4","19","33","72","67","6","21","33","32","0","12","42","66","64","81","0","12","0","12","13","22","10","19","0","12","621","278","69","89","41","61","0","12","0","12","0","12","0","12","0","12","0","12","63","104","137","137","20","34","104","94","14","26","36","53","28","40","9","18","0","12","52","65","24","40","0","12","11","18","13","21","0","12"
"1500000US510594925002","Block Group 2, Census Tract 4925, Fairfax County, Virginia","1898","220","943","118","21","18","47","27","41","26","39","27","35","25","2","3","10","14","2","3","5","5","66","42","19","19","7","8","43","32","71","34","98","43","52","35","133","53","84","47","30","23","73","38","65","38","0","12","0","12","955","126","10","15","31","30","29","21","44","24","0","12","3","4","22","23","47","33","28","26","42","34","38","29","18","14","97","39","50","27","114","46","27","28","131","44","33","27","77","44","91","48","14","16","9","14","0","12"
"1500000US510594803003","Block Group 3, Census Tract 4803, Fairfax County, Virginia","3003","407","1536","206","30","47","100","67","197","93","83","58","47","53","26","41","0","12","19","30","0","12","0","12","16","24","88","75","200","92","142","104","157","75","0","12","41","46","25","28","35","38","111","77","91","66","20","33","108","104","1467","257","68","66","98","74","119","68","119","82","43","51","0","12","0","12","18","29","0","12","0","12","62","60","84","55","138","78","112","63","87","56","72","64","16","27","93","66","69","54","107","85","64","57","98","97","0","12"
"1500000US510594152001","Block Group 1, Census Tract 4152, Fairfax County, Virginia","897","208","429","110","17","26","12","19","45","35","0","12","27","31","0","12","0","12","0","12","24","25","73","59","9","14","48","39","26","27","45","37","3","5","9","13","19","15","21","25","26","23","17","19","8","13","0","12","0","12","468","133","0","12","66","51","45","37","25","28","0","12","0","12","0","12","25","40","30","28","46","39","17","19","26","29","34","30","0","12","30","23","17","19","38","30","0","12","31","25","24","22","10","16","0","12","4","7"
"1500000US510594606002","Block Group 2, Census Tract 4606, Fairfax County, Virginia","2419","268","1101","122","106","61","72","48","64","33","45","29","0","12","0","12","11","18","10","17","23","29","64","35","43","33","91","51","118","63","110","61","65","36","17","19","64","49","25","22","27","24","58","36","17","22","10","15","61","33","1318","185","90","48","143","79","95","57","76","57","22","25","0","12","13","21","23","29","64","49","43","27","72","37","37","27","142","55","112","41","33","25","10","13","60","46","59","43","28","24","17","18","39","37","42","44","98","53"
"1500000US510594619021","Block Group 1, Census Tract 4619.02, Fairfax County, Virginia","2037","281","1018","186","114","83","81","46","110","60","20","19","44","36","75","54","0","12","37","57","42","44","102","50","98","54","74","37","83","51","74","38","20","32","7","10","19","29","6","10","12","15","0","12","0","12","0","12","0","12","1019","219","88","50","74","67","133","55","43","26","38","41","10","21","5","9","59","41","76","67","49","32","162","62","71","49","63","42","58","45","8","12","18","17","17","17","21","20","9","14","0","12","0","12","0","12","17","22"
"1500000US510594709003","Block Group 3, Census Tract 4709, Fairfax County, Virginia","842","241","370","127","24","32","48","43","44","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12","12","20","68","49","41","42","53","53","30","33","0","12","18","29","19","30","0","12","0","12","0","12","0","12","13","21","472","132","54","40","54","43","47","36","33","38","0","12","0","12","0","12","0","12","0","12","16","27","28","32","44","40","90","75","46","43","0","12","30","35","0","12","18","29","0","12","0","12","12","20","0","12","0","12"
"1500000US510594512002","Block Group 2, Census Tract 4512, Fairfax County, Virginia","755","90","393","67","0","12","23","20","30","22","13","11","0","12","7","11","0","12","0","12","11","12","22","16","14","13","45","38","39","29","32","22","21","15","21","21","3","7","20","16","28","18","23","14","20","15","10","11","11","12","362","50","5","8","26","20","6","8","15","13","10","15","9","13","0","12","36","32","3","6","9","10","0","12","23","15","26","19","5","6","46","19","8","10","29","19","48","23","15","14","8","8","19","16","11","11","5","8"
"1500000US510594712022","Block Group 2, Census Tract 4712.02, Fairfax County, Virginia","2368","498","1029","212","46","39","73","81","47","43","48","39","0","12","37","37","18","29","34","54","190","101","115","69","117","71","53","49","49","48","48","47","61","47","0","12","46","76","15","25","0","12","0","12","11","20","21","33","0","12","1339","372","111","125","67","65","114","97","16","26","0","12","0","12","13","20","57","54","100","77","192","94","100","53","54","47","122","72","107","98","30","36","0","12","90","86","17","26","40","46","0","12","62","81","22","34","25","24"
"1500000US510594507011","Block Group 1, Census Tract 4507.01, Fairfax County, Virginia","2937","207","1538","149","152","58","97","40","81","27","40","24","21","18","17","16","6","9","90","41","96","45","108","44","129","33","95","50","54","24","87","34","176","55","53","29","33","21","37","24","30","18","53","26","32","20","18","13","33","18","1399","126","82","28","61","28","48","21","33","21","8","12","7","11","22","29","53","44","114","44","101","44","107","36","96","29","80","34","120","33","121","40","52","22","73","31","42","23","48","21","62","24","48","30","8","10","13","14"
"1500000US510594809032","Block Group 2, Census Tract 4809.03, Fairfax County, Virginia","1558","391","642","249","47","77","78","72","22","36","38","48","0","12","0","12","0","12","0","12","94","59","75","59","39","47","29","27","66","60","31","30","10","15","38","44","20","23","10","17","10","17","0","12","23","29","12","18","0","12","916","273","15","29","23","58","27","21","29","46","0","12","42","69","11","18","115","84","205","193","104","101","50","53","18","21","43","43","72","69","40","30","19","22","22","26","11","17","11","17","47","38","0","12","12","18","0","12"
"1500000US510594811021","Block Group 1, Census Tract 4811.02, Fairfax County, Virginia","3268","290","1448","144","117","56","121","52","57","33","24","26","0","12","0","12","0","12","74","54","127","63","245","96","147","60","292","108","104","55","59","36","23","26","0","12","9","14","0","12","15","26","0","12","20","31","14","18","0","12","1820","254","107","55","179","79","120","73","48","38","18","28","0","12","17","29","164","98","302","109","254","93","178","85","149","70","51","37","102","55","33","30","19","24","37","35","0","12","0","12","20","22","10","14","12","16","0","12"
"1500000US510594705004","Block Group 4, Census Tract 4705, Fairfax County, Virginia","967","214","493","154","0","12","16","21","26","24","12","20","0","12","0","12","0","12","22","30","66","62","39","46","0","12","18","27","59","34","18","24","64","87","0","12","18","19","17","29","17","22","12","19","0","12","17","27","72","89","474","142","18","28","17","24","22","34","15","19","0","12","0","12","0","12","17","29","0","12","16","26","10","18","35","40","47","44","42","36","17","22","0","12","24","30","34","41","53","44","0","12","33","27","50","37","24","39"
