"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59","COL60","COL61","COL62","COL63","COL64","COL65","COL66","COL67","COL68","COL69","COL70","COL71","COL72","COL73","COL74","COL75","COL76","COL77","COL78","COL79","COL80","COL81","COL82","COL83","COL84","COL85","COL86","COL87","COL88","COL89","COL90","COL91","COL92","COL93","COL94","COL95","COL96","COL97","COL98","COL99","COL100","COL101","COL102","COL103","COL104","COL105","COL106","COL107","COL108","COL109","COL110","COL111","COL112","COL113","COL114","COL115","COL116","COL117","COL118","COL119","COL120","COL121","COL122","COL123","COL124","COL125","COL126","COL127","COL128","COL129","COL130","COL131","COL132","COL133","COL134","COL135","COL136","COL137","COL138","COL139","COL140","COL141","COL142","COL143","COL144","COL145","COL146","COL147","COL148","COL149","COL150","COL151","COL152","COL153","COL154","COL155","COL156","COL157","COL158","COL159","COL160","COL161","COL162","COL163","COL164","COL165","COL166","COL167","COL168","COL169","COL170","COL171","COL172","COL173","COL174","COL175","COL176","COL177","COL178","COL179","COL180","COL181","COL182","COL183","COL184","COL185","COL186","COL187","COL188","COL189","COL190","COL191","COL192","COL193","COL194","COL195","COL196","COL197","COL198"
"9330240.02",2125.00,1445.00,675.00,0.00,2120.00,300.00,1825.00,2125.00,20.00,395.00,425.00,440.00,850.00,2125.00,780.00,285.00,225.00,200.00,635.00,5.90,2125.00,2095.00,25.00,2120.00,2065.00,55.00,2120.00,350.00,545.00,470.00,430.00,145.00,100.00,85.00,2120.00,2010.00,115.00,2125.00,1180.00,865.00,80.00,2125.00,60.00,300.00,355.00,455.00,370.00,315.00,185.00,80.00,2125.00,1555.00,570.00,470.00,1445.00,48.60,20.40,948.00,1384.00,1106751.00,1121975.00,675.00,13.30,40.70,966.00,1012.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330241.00",3010.00,2030.00,980.00,0.00,3010.00,660.00,2350.00,3010.00,35.00,755.00,670.00,580.00,970.00,3010.00,1230.00,330.00,290.00,260.00,900.00,5.80,3010.00,2970.00,40.00,3010.00,2875.00,135.00,3010.00,930.00,610.00,445.00,450.00,245.00,220.00,115.00,3010.00,2825.00,190.00,3010.00,1730.00,1145.00,140.00,3010.00,80.00,330.00,530.00,680.00,575.00,445.00,260.00,105.00,3005.00,2200.00,805.00,645.00,2030.00,47.20,20.40,933.00,1465.00,1203267.00,1159498.00,980.00,6.60,40.00,1018.00,1170.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330242.00",2955.00,1870.00,1085.00,0.00,2950.00,375.00,2580.00,2950.00,45.00,570.00,550.00,635.00,1155.00,2955.00,1055.00,375.00,255.00,330.00,935.00,6.00,2955.00,2895.00,60.00,2950.00,2820.00,135.00,2950.00,635.00,1105.00,325.00,290.00,190.00,160.00,255.00,2955.00,2735.00,215.00,2955.00,1735.00,1085.00,130.00,2950.00,170.00,300.00,480.00,640.00,635.00,425.00,225.00,85.00,2950.00,1850.00,1100.00,815.00,1865.00,49.10,27.10,1035.00,1638.00,1301786.00,1397929.00,1085.00,17.50,54.40,1001.00,1143.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330243.01",2205.00,1345.00,860.00,0.00,2205.00,140.00,2065.00,2205.00,0.00,240.00,390.00,505.00,1065.00,2205.00,600.00,300.00,285.00,200.00,820.00,6.50,2205.00,2155.00,55.00,2205.00,2090.00,115.00,2205.00,275.00,970.00,440.00,220.00,85.00,105.00,105.00,2205.00,2095.00,110.00,2205.00,1160.00,910.00,135.00,2205.00,150.00,265.00,295.00,490.00,400.00,300.00,235.00,70.00,2205.00,1495.00,705.00,565.00,1345.00,42.80,25.00,865.00,1624.00,1499855.00,1488987.00,860.00,8.70,42.40,1095.00,1176.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330243.02",3535.00,1945.00,1595.00,0.00,3535.00,1905.00,1635.00,3535.00,35.00,505.00,1190.00,1205.00,600.00,3535.00,1660.00,515.00,470.00,265.00,625.00,5.20,3535.00,3445.00,85.00,3535.00,3275.00,265.00,3535.00,35.00,530.00,1215.00,190.00,445.00,770.00,350.00,3535.00,3345.00,190.00,3535.00,1870.00,1540.00,125.00,3535.00,690.00,415.00,705.00,705.00,580.00,320.00,95.00,20.00,3520.00,2160.00,1355.00,645.00,1940.00,63.00,24.20,1432.00,1562.00,529538.00,793873.00,1590.00,18.20,56.50,1349.00,1393.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330250.01",1495.00,1230.00,265.00,0.00,1495.00,50.00,1445.00,1495.00,10.00,150.00,325.00,620.00,390.00,1495.00,280.00,190.00,270.00,255.00,495.00,6.70,1495.00,1495.00,0.00,1495.00,1445.00,55.00,1495.00,160.00,385.00,250.00,310.00,135.00,140.00,115.00,1495.00,1380.00,115.00,1495.00,810.00,665.00,25.00,1495.00,15.00,80.00,215.00,305.00,405.00,325.00,105.00,50.00,1480.00,1065.00,415.00,315.00,1215.00,58.40,24.60,1304.00,1569.00,798877.00,942977.00,265.00,9.40,45.30,1246.00,1397.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330250.02",1485.00,1345.00,135.00,0.00,1485.00,40.00,1440.00,1485.00,0.00,45.00,190.00,485.00,760.00,1485.00,100.00,125.00,150.00,200.00,905.00,8.60,1485.00,1475.00,10.00,1485.00,1470.00,15.00,1485.00,55.00,520.00,175.00,320.00,135.00,165.00,115.00,1480.00,1385.00,100.00,1485.00,695.00,715.00,75.00,1480.00,0.00,35.00,205.00,415.00,450.00,270.00,95.00,10.00,1475.00,1160.00,315.00,260.00,1345.00,52.80,19.30,1598.00,2214.00,1505706.00,1811024.00,135.00,0.00,42.30,1679.00,1843.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330251.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330251.02",40.00,35.00,0.00,0.00,45.00,0.00,40.00,40.00,0.00,0.00,10.00,20.00,15.00,40.00,0.00,0.00,10.00,15.00,10.00,7.50,40.00,35.00,0.00,40.00,40.00,0.00,40.00,10.00,15.00,15.00,10.00,0.00,0.00,0.00,40.00,25.00,10.00,40.00,20.00,10.00,10.00,40.00,0.00,0.00,15.00,10.00,0.00,0.00,0.00,0.00,,,,,30.00,50.00,,0.00,0.00,0.00,658001.00,0.00,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330260.04",1355.00,865.00,490.00,0.00,1360.00,275.00,1075.00,1360.00,0.00,70.00,205.00,610.00,470.00,1360.00,210.00,210.00,270.00,175.00,495.00,6.90,1355.00,1340.00,20.00,1355.00,1315.00,45.00,1360.00,130.00,885.00,120.00,160.00,35.00,25.00,0.00,1360.00,1250.00,105.00,1360.00,650.00,665.00,45.00,1355.00,15.00,145.00,250.00,395.00,270.00,175.00,85.00,15.00,1355.00,1035.00,320.00,250.00,870.00,56.60,19.00,1263.00,1547.00,900371.00,910749.00,485.00,0.00,32.70,1577.00,1461.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330260.05",1480.00,1105.00,375.00,0.00,1475.00,380.00,1095.00,1480.00,0.00,145.00,245.00,660.00,425.00,1480.00,345.00,155.00,240.00,225.00,515.00,6.50,1480.00,1445.00,35.00,1475.00,1410.00,70.00,1475.00,320.00,935.00,75.00,65.00,35.00,30.00,15.00,1475.00,1320.00,155.00,1475.00,780.00,670.00,25.00,1480.00,10.00,130.00,285.00,430.00,365.00,145.00,80.00,40.00,1470.00,1220.00,245.00,220.00,1105.00,63.80,12.20,1447.00,1483.00,800404.00,787284.00,370.00,23.00,29.70,851.00,1050.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330260.06",1435.00,1300.00,135.00,0.00,1435.00,105.00,1330.00,1430.00,0.00,20.00,130.00,565.00,720.00,1435.00,105.00,95.00,185.00,235.00,815.00,8.20,1435.00,1430.00,0.00,1430.00,1420.00,15.00,1435.00,70.00,475.00,205.00,545.00,100.00,30.00,15.00,1435.00,1385.00,45.00,1435.00,645.00,755.00,30.00,1430.00,0.00,70.00,220.00,395.00,335.00,275.00,100.00,30.00,1425.00,1155.00,270.00,190.00,1300.00,52.30,16.70,1427.00,1794.00,1197230.00,1304546.00,135.00,0.00,44.40,1203.00,1435.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330260.07",2155.00,1645.00,510.00,0.00,2155.00,1315.00,845.00,2155.00,0.00,200.00,1000.00,770.00,190.00,2155.00,805.00,450.00,305.00,280.00,315.00,5.40,2155.00,2125.00,35.00,2155.00,2055.00,95.00,2155.00,10.00,520.00,485.00,495.00,275.00,360.00,15.00,2155.00,1945.00,215.00,2155.00,1270.00,835.00,50.00,2155.00,10.00,200.00,450.00,450.00,475.00,330.00,190.00,50.00,2155.00,1590.00,560.00,520.00,1645.00,64.40,21.10,1449.00,1464.00,470293.00,589030.00,510.00,28.20,43.10,1297.00,1219.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330260.08",2350.00,2170.00,180.00,0.00,2350.00,295.00,2060.00,2355.00,0.00,60.00,190.00,870.00,1230.00,2355.00,230.00,325.00,395.00,275.00,1130.00,7.60,2350.00,2330.00,25.00,2350.00,2295.00,60.00,2355.00,25.00,40.00,465.00,750.00,640.00,410.00,20.00,2355.00,2305.00,50.00,2350.00,1025.00,1285.00,40.00,2355.00,15.00,125.00,645.00,800.00,425.00,230.00,85.00,25.00,2345.00,1745.00,605.00,445.00,2175.00,70.00,24.50,2033.00,2040.00,1000759.00,1070053.00,180.00,0.00,38.90,1406.00,1565.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330260.1",2020.00,1300.00,715.00,0.00,2020.00,1985.00,35.00,2020.00,20.00,310.00,1445.00,235.00,15.00,2020.00,1390.00,405.00,135.00,60.00,25.00,4.10,2020.00,1975.00,45.00,2025.00,1935.00,85.00,2020.00,0.00,0.00,0.00,10.00,260.00,1465.00,290.00,2020.00,2015.00,10.00,2020.00,1320.00,675.00,30.00,2025.00,30.00,510.00,475.00,430.00,285.00,180.00,105.00,10.00,2020.00,1375.00,640.00,510.00,1300.00,77.70,29.10,1676.00,1586.00,479729.00,513966.00,715.00,2.80,36.10,1580.00,1568.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330260.11",75.00,55.00,25.00,0.00,80.00,0.00,75.00,75.00,0.00,10.00,0.00,15.00,45.00,75.00,15.00,10.00,0.00,15.00,30.00,7.10,80.00,80.00,0.00,75.00,75.00,0.00,80.00,20.00,15.00,0.00,20.00,20.00,10.00,0.00,75.00,75.00,0.00,80.00,30.00,35.00,10.00,75.00,0.00,0.00,10.00,20.00,25.00,20.00,0.00,10.00,,,,,55.00,45.50,,843.00,1376.00,1299143.00,1241220.00,25.00,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330260.12",2100.00,1285.00,815.00,0.00,2100.00,1010.00,1095.00,2100.00,20.00,465.00,715.00,535.00,370.00,2100.00,1045.00,255.00,265.00,185.00,355.00,5.30,2100.00,2055.00,45.00,2105.00,1965.00,135.00,2100.00,325.00,620.00,230.00,310.00,165.00,245.00,205.00,2100.00,1885.00,215.00,2100.00,1210.00,825.00,60.00,2100.00,40.00,415.00,510.00,490.00,330.00,195.00,95.00,30.00,2085.00,1515.00,570.00,475.00,1285.00,74.70,24.30,1605.00,1652.00,501680.00,681195.00,815.00,8.60,32.10,1100.00,1161.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330270.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330280.01",20.00,10.00,0.00,0.00,20.00,10.00,15.00,25.00,0.00,0.00,10.00,10.00,0.00,20.00,10.00,0.00,10.00,0.00,0.00,5.00,25.00,20.00,0.00,25.00,20.00,10.00,25.00,0.00,0.00,0.00,0.00,10.00,0.00,15.00,25.00,20.00,0.00,25.00,15.00,0.00,0.00,20.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330280.02",1080.00,935.00,150.00,0.00,1085.00,125.00,955.00,1080.00,0.00,35.00,110.00,330.00,600.00,1080.00,125.00,115.00,135.00,175.00,525.00,7.90,1085.00,1055.00,25.00,1085.00,1060.00,25.00,1080.00,0.00,60.00,835.00,160.00,10.00,10.00,0.00,1085.00,1045.00,40.00,1080.00,495.00,540.00,45.00,1080.00,0.00,50.00,200.00,275.00,285.00,165.00,65.00,40.00,1085.00,830.00,255.00,205.00,930.00,55.60,20.90,1270.00,1559.00,949248.00,955567.00,150.00,0.00,40.00,1211.00,1510.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330281.01",2135.00,1790.00,345.00,0.00,2140.00,140.00,2000.00,2140.00,0.00,115.00,180.00,645.00,1200.00,2135.00,245.00,205.00,255.00,265.00,1175.00,7.90,2135.00,2115.00,25.00,2135.00,2060.00,75.00,2135.00,110.00,890.00,655.00,385.00,30.00,50.00,15.00,2135.00,2000.00,140.00,2135.00,990.00,995.00,150.00,2140.00,10.00,160.00,400.00,530.00,485.00,365.00,155.00,30.00,2135.00,1655.00,480.00,405.00,1790.00,58.70,20.70,1421.00,1628.00,1000326.00,1010425.00,345.00,7.20,30.40,1323.00,1338.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330281.02",2365.00,1835.00,530.00,0.00,2365.00,320.00,2045.00,2365.00,10.00,245.00,590.00,605.00,915.00,2365.00,590.00,360.00,265.00,300.00,850.00,6.60,2365.00,2310.00,55.00,2365.00,2225.00,140.00,2365.00,425.00,1170.00,155.00,385.00,100.00,85.00,35.00,2365.00,2230.00,135.00,2365.00,1225.00,1015.00,125.00,2365.00,65.00,225.00,320.00,600.00,540.00,345.00,205.00,65.00,2360.00,1800.00,560.00,490.00,1840.00,57.80,20.20,984.00,1368.00,897853.00,799315.00,530.00,11.40,36.20,1050.00,1176.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330282.01",1590.00,1005.00,585.00,0.00,1585.00,320.00,1265.00,1585.00,0.00,350.00,370.00,395.00,470.00,1590.00,565.00,285.00,160.00,155.00,425.00,5.80,1585.00,1540.00,50.00,1585.00,1485.00,95.00,1590.00,355.00,335.00,170.00,215.00,85.00,135.00,295.00,1585.00,1510.00,75.00,1590.00,880.00,625.00,90.00,1585.00,60.00,220.00,305.00,340.00,400.00,150.00,95.00,20.00,1590.00,1095.00,495.00,395.00,1005.00,67.70,28.40,1547.00,1579.00,801187.00,850411.00,580.00,8.60,36.20,1046.00,1177.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330282.02",1785.00,1230.00,555.00,0.00,1785.00,520.00,1265.00,1785.00,0.00,285.00,845.00,430.00,225.00,1780.00,755.00,375.00,270.00,145.00,235.00,5.20,1785.00,1730.00,55.00,1785.00,1635.00,145.00,1780.00,165.00,475.00,505.00,505.00,30.00,50.00,50.00,1780.00,1550.00,230.00,1785.00,1085.00,630.00,70.00,1785.00,25.00,200.00,325.00,435.00,390.00,230.00,145.00,35.00,1785.00,1345.00,440.00,365.00,1230.00,64.20,16.30,1149.00,1199.00,399435.00,530147.00,550.00,20.90,44.10,982.00,1039.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330283.00",3245.00,1655.00,1590.00,0.00,3250.00,1160.00,2090.00,3245.00,65.00,945.00,1045.00,495.00,690.00,3245.00,1805.00,395.00,275.00,175.00,590.00,5.00,3245.00,3095.00,145.00,3245.00,2910.00,335.00,3245.00,465.00,1090.00,395.00,415.00,180.00,520.00,185.00,3250.00,3040.00,205.00,3245.00,2065.00,1080.00,100.00,3245.00,180.00,625.00,530.00,670.00,560.00,350.00,220.00,120.00,3245.00,1840.00,1405.00,1060.00,1660.00,66.90,31.20,1435.00,1596.00,799193.00,877676.00,1590.00,10.70,55.70,1035.00,1092.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330284.01",2870.00,1615.00,1250.00,0.00,2870.00,945.00,1925.00,2870.00,20.00,655.00,1095.00,545.00,555.00,2870.00,1605.00,395.00,175.00,170.00,530.00,5.10,2870.00,2645.00,230.00,2870.00,2445.00,425.00,2870.00,350.00,1220.00,460.00,450.00,40.00,60.00,285.00,2870.00,2615.00,255.00,2870.00,1695.00,985.00,185.00,2870.00,100.00,490.00,485.00,560.00,620.00,350.00,185.00,85.00,2865.00,1895.00,970.00,775.00,1615.00,52.60,26.90,1038.00,1341.00,650562.00,831557.00,1255.00,8.00,43.20,1027.00,1081.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330284.02",3015.00,1920.00,1095.00,0.00,3020.00,890.00,2130.00,3020.00,15.00,650.00,805.00,695.00,855.00,3020.00,1310.00,345.00,340.00,250.00,775.00,5.60,3020.00,2950.00,70.00,3015.00,2775.00,240.00,3015.00,475.00,1060.00,375.00,270.00,165.00,185.00,490.00,3015.00,2805.00,215.00,3020.00,1760.00,1105.00,150.00,3020.00,170.00,490.00,475.00,660.00,635.00,345.00,175.00,60.00,3010.00,2010.00,995.00,780.00,1920.00,61.70,27.40,1327.00,1522.00,899538.00,889162.00,1095.00,6.40,42.50,1096.00,1197.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330285.01",1835.00,505.00,1325.00,0.00,1830.00,660.00,1170.00,1830.00,25.00,1015.00,545.00,140.00,105.00,1835.00,1440.00,200.00,80.00,30.00,90.00,3.80,1830.00,1765.00,65.00,1830.00,1665.00,165.00,1830.00,190.00,1120.00,265.00,85.00,20.00,15.00,140.00,1835.00,1645.00,185.00,1830.00,1330.00,480.00,20.00,1835.00,100.00,295.00,265.00,390.00,385.00,230.00,115.00,40.00,1825.00,1035.00,790.00,665.00,505.00,61.80,32.70,1036.00,1211.00,279326.00,563066.00,1325.00,8.30,47.30,920.00,990.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330285.02",1875.00,1500.00,375.00,0.00,1875.00,10.00,1870.00,1875.00,0.00,105.00,135.00,540.00,1085.00,1875.00,205.00,175.00,180.00,240.00,1070.00,7.90,1880.00,1855.00,20.00,1880.00,1820.00,60.00,1875.00,440.00,955.00,160.00,130.00,55.00,75.00,65.00,1880.00,1775.00,100.00,1875.00,960.00,775.00,145.00,1875.00,40.00,120.00,265.00,515.00,415.00,305.00,175.00,50.00,1875.00,1475.00,400.00,325.00,1500.00,51.30,18.00,1080.00,1611.00,1202552.00,1298450.00,375.00,0.00,36.00,1173.00,1286.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330286.01",1940.00,1615.00,325.00,0.00,1940.00,40.00,1900.00,1940.00,0.00,75.00,185.00,620.00,1055.00,1940.00,230.00,165.00,220.00,280.00,1040.00,7.70,1940.00,1900.00,35.00,1940.00,1865.00,70.00,1935.00,390.00,1125.00,160.00,90.00,35.00,40.00,100.00,1935.00,1795.00,145.00,1940.00,905.00,965.00,65.00,1940.00,20.00,145.00,300.00,530.00,485.00,235.00,180.00,45.00,1935.00,1450.00,485.00,400.00,1610.00,56.80,23.00,1319.00,1669.00,1105249.00,1181666.00,325.00,0.00,35.40,1122.00,1217.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330286.02",2655.00,2190.00,465.00,0.00,2655.00,115.00,2535.00,2655.00,0.00,85.00,330.00,915.00,1330.00,2655.00,345.00,325.00,370.00,385.00,1230.00,7.30,2655.00,2625.00,35.00,2655.00,2540.00,110.00,2655.00,150.00,1470.00,495.00,210.00,125.00,110.00,90.00,2655.00,2475.00,180.00,2655.00,1175.00,1315.00,165.00,2655.00,35.00,215.00,565.00,660.00,650.00,375.00,125.00,35.00,2640.00,2065.00,580.00,500.00,2190.00,64.60,17.40,1561.00,1598.00,850281.00,847446.00,460.00,14.00,43.50,1104.00,1317.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9330286.03",1325.00,1170.00,155.00,0.00,1325.00,0.00,1320.00,1325.00,0.00,30.00,135.00,395.00,765.00,1325.00,100.00,65.00,130.00,145.00,885.00,8.40,1325.00,1325.00,0.00,1325.00,1315.00,10.00,1325.00,180.00,1030.00,60.00,25.00,0.00,0.00,15.00,1325.00,1250.00,70.00,1325.00,580.00,710.00,30.00,1325.00,0.00,55.00,240.00,310.00,310.00,250.00,115.00,35.00,1320.00,1150.00,170.00,150.00,1175.00,45.10,11.50,754.00,1421.00,1100539.00,1119663.00,155.00,0.00,25.80,1294.00,1393.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
