"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8"
"59153159",450.00,135.00,100.00,35.00,0.00,315.00,285.00,25.00
"59153160",460.00,180.00,120.00,55.00,0.00,280.00,245.00,35.00
"59153161",310.00,135.00,90.00,45.00,0.00,180.00,145.00,40.00
"59153162",305.00,125.00,90.00,40.00,0.00,180.00,145.00,30.00
"59153163",285.00,80.00,60.00,20.00,0.00,200.00,170.00,35.00
"59153164",1080.00,395.00,320.00,70.00,0.00,685.00,645.00,35.00
"59153165",315.00,130.00,75.00,50.00,0.00,180.00,165.00,20.00
"59153166",515.00,300.00,150.00,150.00,0.00,215.00,175.00,35.00
"59153167",200.00,160.00,40.00,120.00,5.00,35.00,20.00,15.00
"59153168",525.00,345.00,200.00,145.00,0.00,180.00,140.00,40.00
"59153171",520.00,175.00,145.00,25.00,0.00,345.00,325.00,25.00
"59153172",505.00,180.00,145.00,40.00,0.00,320.00,265.00,50.00
"59153181",220.00,30.00,30.00,5.00,0.00,185.00,175.00,5.00
"59153182",205.00,85.00,10.00,70.00,5.00,120.00,115.00,5.00
"59153183",485.00,75.00,30.00,50.00,0.00,410.00,385.00,20.00
"59153184",315.00,125.00,65.00,55.00,5.00,185.00,160.00,20.00
"59153185",195.00,85.00,35.00,45.00,0.00,115.00,95.00,20.00
"59153186",220.00,125.00,70.00,50.00,5.00,100.00,75.00,25.00
"59153187",345.00,210.00,20.00,185.00,5.00,130.00,130.00,0.00
"59153188",85.00,15.00,15.00,5.00,0.00,70.00,70.00,0.00
"59153189",240.00,110.00,55.00,55.00,0.00,120.00,95.00,25.00
"59153190",370.00,155.00,90.00,65.00,0.00,210.00,185.00,25.00
"59153191",265.00,140.00,55.00,80.00,0.00,120.00,95.00,25.00
"59153192",370.00,100.00,55.00,45.00,0.00,260.00,240.00,20.00
"59153193",370.00,170.00,75.00,85.00,0.00,205.00,175.00,25.00
"59153194",210.00,80.00,45.00,35.00,0.00,130.00,115.00,15.00
"59153195",230.00,80.00,60.00,25.00,0.00,150.00,125.00,25.00
"59153196",245.00,110.00,45.00,65.00,5.00,130.00,105.00,20.00
"59153197",350.00,70.00,30.00,40.00,5.00,280.00,260.00,20.00
"59153198",310.00,115.00,65.00,50.00,5.00,195.00,160.00,35.00
"59153199",285.00,95.00,55.00,45.00,0.00,185.00,160.00,35.00
"59153200",280.00,140.00,60.00,75.00,0.00,140.00,110.00,30.00
"59153201",345.00,125.00,65.00,60.00,5.00,215.00,185.00,30.00
"59153202",265.00,105.00,65.00,35.00,5.00,160.00,125.00,35.00
"59153203",305.00,100.00,65.00,40.00,0.00,200.00,180.00,20.00
"59153204",245.00,95.00,50.00,45.00,0.00,145.00,130.00,15.00
"59153205",240.00,90.00,55.00,35.00,0.00,155.00,120.00,30.00
"59153206",385.00,115.00,90.00,25.00,0.00,265.00,235.00,30.00
"59153207",315.00,110.00,80.00,35.00,0.00,205.00,190.00,15.00
"59153208",360.00,130.00,70.00,60.00,0.00,225.00,200.00,25.00
"59153209",260.00,110.00,60.00,50.00,5.00,145.00,130.00,15.00
"59153210",180.00,110.00,35.00,75.00,15.00,55.00,40.00,15.00
"59153211",175.00,115.00,35.00,80.00,5.00,55.00,45.00,10.00
"59153212",155.00,105.00,45.00,60.00,5.00,45.00,30.00,10.00
"59153213",215.00,130.00,55.00,75.00,5.00,80.00,60.00,25.00
"59153214",230.00,145.00,55.00,90.00,5.00,75.00,50.00,25.00
"59153215",330.00,185.00,80.00,110.00,15.00,130.00,105.00,25.00
"59153216",335.00,200.00,75.00,125.00,15.00,120.00,95.00,25.00
"59153217",205.00,125.00,45.00,80.00,10.00,70.00,50.00,15.00
"59153218",205.00,110.00,45.00,65.00,10.00,90.00,60.00,30.00
"59153219",235.00,105.00,45.00,65.00,5.00,120.00,105.00,15.00
"59153220",155.00,110.00,20.00,85.00,5.00,40.00,25.00,10.00
"59153221",245.00,130.00,40.00,85.00,15.00,105.00,85.00,15.00
"59153222",245.00,150.00,45.00,100.00,10.00,85.00,60.00,20.00
"59153223",205.00,115.00,45.00,75.00,5.00,80.00,55.00,20.00
"59153224",300.00,185.00,65.00,120.00,20.00,90.00,65.00,20.00
"59153225",205.00,140.00,40.00,100.00,10.00,50.00,35.00,10.00
"59153226",230.00,155.00,45.00,105.00,15.00,60.00,45.00,15.00
"59153227",240.00,145.00,35.00,115.00,20.00,75.00,55.00,20.00
"59153228",235.00,115.00,35.00,80.00,10.00,110.00,90.00,15.00
"59153229",195.00,125.00,40.00,90.00,15.00,55.00,45.00,10.00
"59153230",265.00,155.00,40.00,115.00,20.00,95.00,65.00,30.00
"59153231",225.00,125.00,70.00,55.00,0.00,100.00,70.00,30.00
"59153232",240.00,130.00,60.00,70.00,0.00,110.00,90.00,20.00
"59153234",575.00,150.00,110.00,40.00,0.00,415.00,405.00,15.00
"59153235",760.00,340.00,240.00,100.00,5.00,420.00,395.00,25.00
"59153236",235.00,130.00,35.00,95.00,0.00,110.00,105.00,5.00
"59153237",505.00,205.00,110.00,90.00,0.00,295.00,265.00,35.00
"59153238",190.00,120.00,50.00,70.00,0.00,75.00,60.00,10.00
"59153239",430.00,195.00,85.00,105.00,5.00,230.00,195.00,35.00
"59153240",160.00,105.00,15.00,90.00,25.00,35.00,20.00,5.00
"59153241",670.00,445.00,185.00,260.00,5.00,230.00,205.00,20.00
"59153246",565.00,195.00,145.00,45.00,5.00,375.00,285.00,90.00
"59153249",170.00,125.00,20.00,100.00,10.00,30.00,15.00,15.00
"59153250",120.00,95.00,30.00,60.00,10.00,15.00,15.00,5.00
"59153251",170.00,125.00,40.00,85.00,10.00,35.00,20.00,10.00
"59153252",230.00,150.00,70.00,85.00,10.00,70.00,55.00,20.00
"59153253",160.00,105.00,35.00,70.00,0.00,55.00,40.00,10.00
"59153254",150.00,100.00,40.00,65.00,5.00,45.00,40.00,5.00
"59153255",225.00,155.00,35.00,120.00,5.00,65.00,50.00,15.00
"59153256",255.00,135.00,75.00,60.00,0.00,120.00,90.00,25.00
"59153257",295.00,160.00,95.00,65.00,0.00,135.00,115.00,20.00
"59153258",320.00,150.00,75.00,80.00,0.00,165.00,135.00,30.00
"59153259",315.00,130.00,75.00,60.00,0.00,185.00,155.00,25.00
"59153261",350.00,150.00,75.00,75.00,10.00,190.00,175.00,10.00
"59153262",450.00,240.00,105.00,140.00,5.00,210.00,195.00,20.00
"59153263",80.00,60.00,25.00,40.00,5.00,15.00,15.00,0.00
"59153264",140.00,110.00,25.00,80.00,15.00,20.00,15.00,5.00
"59153265",175.00,125.00,35.00,90.00,20.00,30.00,20.00,10.00
"59153266",290.00,215.00,55.00,165.00,15.00,55.00,45.00,10.00
"59153267",235.00,185.00,50.00,135.00,5.00,50.00,40.00,10.00
"59153268",160.00,115.00,20.00,95.00,10.00,35.00,25.00,10.00
"59153269",120.00,90.00,30.00,55.00,10.00,25.00,20.00,5.00
"59153270",160.00,125.00,35.00,85.00,5.00,30.00,25.00,10.00
"59153271",160.00,115.00,25.00,85.00,10.00,35.00,20.00,15.00
"59153272",155.00,100.00,30.00,70.00,20.00,40.00,25.00,10.00
"59153273",220.00,165.00,50.00,115.00,10.00,45.00,35.00,10.00
"59153274",300.00,175.00,35.00,140.00,10.00,120.00,95.00,20.00
"59153275",380.00,110.00,55.00,55.00,0.00,270.00,230.00,40.00
"59153276",225.00,145.00,40.00,105.00,10.00,70.00,50.00,25.00
"59153277",190.00,105.00,35.00,65.00,0.00,80.00,70.00,10.00
"59153278",180.00,105.00,35.00,65.00,10.00,75.00,60.00,15.00
"59153279",150.00,100.00,25.00,75.00,15.00,35.00,25.00,5.00
"59153280",200.00,125.00,30.00,95.00,15.00,55.00,40.00,15.00
"59153281",210.00,130.00,40.00,85.00,15.00,60.00,45.00,15.00
"59153282",210.00,130.00,45.00,85.00,25.00,50.00,35.00,10.00
"59153283",200.00,140.00,40.00,110.00,15.00,45.00,35.00,0.00
"59153284",180.00,115.00,30.00,85.00,25.00,45.00,35.00,5.00
"59153285",190.00,130.00,40.00,95.00,10.00,40.00,30.00,10.00
"59153286",110.00,75.00,15.00,60.00,15.00,20.00,15.00,5.00
"59153287",235.00,165.00,40.00,125.00,20.00,50.00,40.00,15.00
"59153288",270.00,195.00,55.00,140.00,15.00,55.00,45.00,15.00
"59153289",205.00,150.00,45.00,100.00,15.00,40.00,30.00,5.00
"59153290",240.00,150.00,40.00,110.00,30.00,60.00,50.00,15.00
"59153291",220.00,125.00,40.00,85.00,25.00,70.00,50.00,20.00
"59153292",275.00,195.00,35.00,160.00,10.00,70.00,65.00,5.00
"59153293",155.00,115.00,35.00,80.00,10.00,35.00,25.00,10.00
"59153294",230.00,150.00,35.00,120.00,15.00,65.00,50.00,10.00
"59153295",230.00,135.00,45.00,85.00,15.00,80.00,75.00,10.00
"59153296",175.00,110.00,35.00,75.00,20.00,45.00,35.00,15.00
"59153297",360.00,230.00,80.00,145.00,30.00,105.00,70.00,40.00
"59153298",215.00,135.00,30.00,105.00,15.00,60.00,45.00,20.00
"59153299",175.00,120.00,30.00,85.00,10.00,45.00,35.00,10.00
"59153300",180.00,110.00,20.00,90.00,10.00,55.00,35.00,15.00
"59153301",140.00,90.00,25.00,70.00,15.00,25.00,20.00,5.00
"59153302",160.00,105.00,30.00,75.00,20.00,35.00,20.00,15.00
"59153303",175.00,110.00,25.00,85.00,10.00,50.00,35.00,10.00
"59153304",250.00,150.00,40.00,110.00,10.00,90.00,65.00,25.00
"59153305",250.00,150.00,40.00,110.00,20.00,80.00,55.00,25.00
"59153306",290.00,180.00,55.00,120.00,30.00,85.00,60.00,25.00
"59153307",140.00,85.00,30.00,60.00,15.00,40.00,25.00,10.00
"59153308",225.00,150.00,30.00,120.00,10.00,65.00,40.00,20.00
"59153309",365.00,215.00,85.00,135.00,5.00,140.00,125.00,10.00
"59153310",250.00,115.00,55.00,70.00,0.00,135.00,125.00,10.00
"59153311",285.00,150.00,65.00,85.00,5.00,135.00,110.00,20.00
"59153312",240.00,140.00,55.00,85.00,5.00,95.00,85.00,15.00
"59153313",350.00,155.00,70.00,80.00,0.00,190.00,170.00,25.00
"59153314",210.00,150.00,50.00,100.00,10.00,55.00,40.00,15.00
"59153315",200.00,145.00,65.00,80.00,5.00,50.00,40.00,10.00
"59153316",180.00,130.00,55.00,80.00,10.00,35.00,30.00,0.00
"59153317",320.00,140.00,50.00,90.00,5.00,175.00,135.00,35.00
"59153318",190.00,105.00,50.00,55.00,0.00,80.00,65.00,15.00
"59153319",230.00,130.00,30.00,95.00,5.00,100.00,75.00,25.00
"59153320",255.00,95.00,30.00,65.00,10.00,150.00,135.00,10.00
"59153321",160.00,90.00,15.00,70.00,5.00,65.00,35.00,30.00
"59153322",130.00,95.00,30.00,65.00,15.00,25.00,25.00,0.00
"59153323",220.00,110.00,50.00,55.00,5.00,110.00,100.00,15.00
"59153324",195.00,145.00,50.00,95.00,5.00,50.00,40.00,5.00
"59153325",140.00,95.00,35.00,60.00,10.00,35.00,25.00,10.00
"59153326",170.00,130.00,40.00,85.00,10.00,30.00,25.00,5.00
"59153327",510.00,280.00,130.00,150.00,0.00,230.00,200.00,30.00
"59153328",305.00,145.00,80.00,65.00,0.00,160.00,150.00,5.00
"59153329",420.00,160.00,140.00,25.00,0.00,255.00,250.00,10.00
"59153330",295.00,125.00,60.00,60.00,0.00,170.00,155.00,10.00
"59153331",190.00,105.00,60.00,45.00,0.00,85.00,80.00,5.00
"59153332",475.00,170.00,115.00,60.00,0.00,305.00,295.00,5.00
"59153333",325.00,190.00,125.00,70.00,5.00,130.00,125.00,10.00
"59153334",125.00,110.00,25.00,80.00,0.00,15.00,10.00,0.00
"59153342",425.00,340.00,80.00,255.00,25.00,60.00,55.00,5.00
"59153343",135.00,60.00,25.00,35.00,0.00,80.00,70.00,10.00
"59153344",540.00,325.00,90.00,240.00,5.00,205.00,200.00,5.00
"59153345",740.00,435.00,180.00,255.00,20.00,285.00,240.00,45.00
"59153347",525.00,380.00,175.00,205.00,15.00,125.00,115.00,15.00
"59153350",1610.00,1020.00,325.00,700.00,40.00,550.00,505.00,45.00
"59153351",595.00,325.00,130.00,190.00,15.00,260.00,235.00,20.00
"59153352",520.00,320.00,130.00,185.00,10.00,190.00,185.00,10.00
"59153353",1005.00,570.00,230.00,335.00,10.00,425.00,305.00,120.00
"59153354",495.00,280.00,120.00,155.00,0.00,220.00,185.00,25.00
"59153355",865.00,495.00,220.00,275.00,5.00,365.00,255.00,110.00
"59153358",405.00,330.00,110.00,220.00,10.00,60.00,50.00,10.00
"59153359",370.00,300.00,105.00,200.00,10.00,60.00,45.00,15.00
"59153361",640.00,390.00,110.00,275.00,5.00,240.00,195.00,45.00
"59153362",835.00,505.00,125.00,380.00,15.00,315.00,265.00,45.00
"59153363",2150.00,1355.00,725.00,630.00,15.00,775.00,715.00,65.00
"59153367",365.00,245.00,50.00,200.00,65.00,55.00,40.00,10.00
"59153369",605.00,380.00,170.00,210.00,5.00,225.00,200.00,25.00
"59153370",595.00,170.00,145.00,20.00,0.00,425.00,360.00,65.00
"59153371",585.00,160.00,125.00,35.00,0.00,425.00,335.00,85.00
"59153372",680.00,205.00,160.00,40.00,0.00,475.00,425.00,45.00
"59153373",765.00,240.00,180.00,55.00,0.00,525.00,470.00,55.00
"59153375",615.00,335.00,145.00,190.00,25.00,245.00,200.00,45.00
"59153376",150.00,120.00,25.00,95.00,10.00,25.00,25.00,5.00
"59153378",600.00,450.00,175.00,275.00,10.00,145.00,135.00,10.00
"59153380",585.00,285.00,120.00,165.00,0.00,305.00,290.00,15.00
"59153381",2210.00,980.00,495.00,485.00,5.00,1220.00,1035.00,180.00
"59153382",540.00,400.00,115.00,280.00,0.00,135.00,105.00,30.00
"59153383",635.00,330.00,150.00,180.00,5.00,300.00,255.00,45.00
"59153385",500.00,290.00,130.00,165.00,5.00,205.00,175.00,30.00
"59153386",655.00,270.00,100.00,175.00,10.00,375.00,315.00,60.00
"59153388",510.00,310.00,75.00,240.00,30.00,175.00,140.00,35.00
"59153389",605.00,395.00,75.00,320.00,75.00,135.00,100.00,40.00
"59153390",600.00,370.00,110.00,255.00,20.00,210.00,190.00,25.00
"59153391",545.00,235.00,75.00,165.00,30.00,280.00,255.00,30.00
"59153394",880.00,300.00,225.00,65.00,0.00,575.00,545.00,35.00
"59153397",1160.00,710.00,215.00,495.00,15.00,440.00,410.00,35.00
"59153398",710.00,440.00,165.00,270.00,15.00,255.00,220.00,35.00
"59153400",580.00,195.00,145.00,50.00,0.00,385.00,325.00,60.00
"59153401",525.00,380.00,210.00,170.00,10.00,135.00,115.00,15.00
"59153402",605.00,285.00,125.00,160.00,5.00,320.00,310.00,15.00
"59153403",450.00,285.00,145.00,140.00,0.00,160.00,155.00,5.00
"59153406",310.00,180.00,90.00,90.00,10.00,120.00,115.00,5.00
"59153407",170.00,130.00,45.00,85.00,10.00,35.00,25.00,5.00
"59153408",645.00,365.00,175.00,195.00,15.00,260.00,200.00,60.00
"59153409",230.00,125.00,60.00,70.00,10.00,100.00,80.00,15.00
"59153410",790.00,410.00,160.00,250.00,15.00,365.00,295.00,65.00
"59153411",395.00,225.00,80.00,145.00,15.00,160.00,130.00,30.00
"59153412",285.00,155.00,50.00,105.00,0.00,120.00,110.00,15.00
"59153413",390.00,270.00,85.00,180.00,5.00,115.00,100.00,20.00
"59153414",80.00,65.00,10.00,55.00,0.00,15.00,10.00,5.00
"59153415",140.00,125.00,30.00,95.00,5.00,10.00,10.00,5.00
"59153416",405.00,345.00,130.00,215.00,10.00,55.00,50.00,5.00
"59153417",180.00,150.00,15.00,130.00,15.00,15.00,15.00,5.00
"59153418",175.00,140.00,35.00,105.00,15.00,20.00,20.00,0.00
"59153419",250.00,200.00,40.00,155.00,35.00,15.00,15.00,5.00
"59153420",205.00,160.00,40.00,120.00,15.00,25.00,20.00,10.00
"59153421",95.00,85.00,15.00,70.00,10.00,5.00,5.00,0.00
"59153422",115.00,90.00,15.00,80.00,20.00,10.00,10.00,0.00
"59153423",285.00,200.00,50.00,150.00,20.00,65.00,50.00,15.00
"59153424",285.00,175.00,40.00,135.00,40.00,65.00,50.00,10.00
"59153425",145.00,95.00,20.00,80.00,35.00,20.00,15.00,5.00
"59153426",200.00,115.00,25.00,95.00,55.00,30.00,15.00,10.00
"59153427",90.00,65.00,15.00,55.00,5.00,10.00,10.00,5.00
"59153428",75.00,55.00,10.00,45.00,5.00,10.00,10.00,5.00
"59153429",405.00,265.00,30.00,235.00,55.00,80.00,60.00,20.00
"59153430",150.00,90.00,15.00,70.00,30.00,30.00,25.00,5.00
"59153431",215.00,130.00,30.00,100.00,40.00,45.00,40.00,0.00
"59153432",105.00,75.00,15.00,60.00,0.00,30.00,25.00,0.00
"59153433",355.00,235.00,115.00,115.00,5.00,115.00,110.00,5.00
"59153435",365.00,150.00,110.00,45.00,0.00,215.00,210.00,5.00
"59153436",275.00,220.00,95.00,125.00,5.00,55.00,50.00,5.00
"59153437",275.00,205.00,75.00,135.00,5.00,65.00,60.00,5.00
"59153438",95.00,85.00,20.00,55.00,0.00,15.00,15.00,0.00
"59153439",495.00,405.00,135.00,270.00,15.00,80.00,70.00,10.00
"59153440",255.00,200.00,55.00,140.00,5.00,55.00,50.00,5.00
"59153441",270.00,215.00,65.00,150.00,15.00,40.00,40.00,5.00
"59153443",130.00,105.00,25.00,75.00,10.00,15.00,10.00,5.00
"59153444",710.00,450.00,55.00,390.00,135.00,130.00,80.00,50.00
"59153445",110.00,75.00,5.00,65.00,15.00,25.00,20.00,5.00
"59153446",235.00,190.00,70.00,120.00,10.00,45.00,35.00,5.00
"59153447",205.00,160.00,85.00,70.00,0.00,45.00,40.00,0.00
"59153450",170.00,145.00,35.00,110.00,10.00,20.00,10.00,5.00
"59153451",275.00,210.00,65.00,145.00,25.00,40.00,35.00,10.00
"59153452",360.00,255.00,120.00,130.00,5.00,105.00,100.00,5.00
"59153453",210.00,175.00,80.00,100.00,0.00,35.00,30.00,0.00
"59153454",190.00,120.00,25.00,95.00,35.00,40.00,30.00,10.00
"59153455",160.00,115.00,25.00,90.00,25.00,15.00,15.00,0.00
"59153456",250.00,200.00,50.00,150.00,20.00,35.00,30.00,5.00
"59153457",835.00,705.00,280.00,420.00,30.00,100.00,85.00,10.00
"59153459",225.00,165.00,65.00,100.00,5.00,55.00,50.00,5.00
"59153460",450.00,245.00,80.00,160.00,10.00,200.00,190.00,10.00
"59153461",675.00,570.00,300.00,275.00,5.00,95.00,90.00,5.00
"59153462",,,,,,,,
"59153463",15.00,10.00,5.00,5.00,5.00,0.00,0.00,0.00
"59153464",1085.00,385.00,315.00,70.00,0.00,705.00,630.00,75.00
"59153466",360.00,110.00,85.00,20.00,0.00,250.00,185.00,70.00
"59153467",595.00,205.00,140.00,65.00,0.00,385.00,340.00,45.00
"59153469",490.00,310.00,120.00,185.00,0.00,185.00,165.00,20.00
"59153470",310.00,195.00,70.00,130.00,0.00,110.00,95.00,20.00
"59153471",730.00,385.00,245.00,135.00,5.00,345.00,320.00,25.00
"59153472",260.00,125.00,85.00,40.00,0.00,135.00,115.00,20.00
"59153473",245.00,140.00,85.00,55.00,0.00,105.00,90.00,20.00
"59153474",435.00,260.00,105.00,150.00,5.00,170.00,155.00,10.00
"59153476",390.00,180.00,115.00,65.00,0.00,205.00,160.00,50.00
"59153477",210.00,90.00,55.00,35.00,0.00,120.00,110.00,15.00
"59153479",535.00,245.00,170.00,75.00,5.00,280.00,235.00,40.00
"59153480",370.00,130.00,80.00,45.00,0.00,240.00,190.00,45.00
"59153481",480.00,205.00,125.00,80.00,5.00,275.00,240.00,35.00
"59153482",335.00,160.00,110.00,50.00,0.00,175.00,140.00,40.00
"59153483",435.00,180.00,105.00,70.00,5.00,255.00,220.00,40.00
"59153484",225.00,185.00,55.00,130.00,5.00,30.00,25.00,5.00
"59153485",245.00,195.00,40.00,155.00,10.00,35.00,30.00,5.00
"59153486",725.00,595.00,135.00,460.00,30.00,105.00,90.00,15.00
"59153487",75.00,65.00,20.00,45.00,5.00,10.00,10.00,5.00
"59153489",15.00,5.00,0.00,5.00,0.00,5.00,10.00,0.00
"59153490",530.00,335.00,125.00,210.00,5.00,185.00,170.00,15.00
"59153491",635.00,265.00,165.00,100.00,0.00,375.00,350.00,25.00
"59153492",135.00,95.00,35.00,60.00,0.00,40.00,40.00,0.00
"59153493",200.00,110.00,55.00,60.00,5.00,85.00,65.00,20.00
"59153494",345.00,170.00,65.00,105.00,0.00,170.00,135.00,30.00
"59153495",440.00,235.00,110.00,130.00,10.00,195.00,150.00,40.00
"59153496",300.00,170.00,75.00,95.00,5.00,130.00,120.00,5.00
"59153497",245.00,135.00,50.00,90.00,0.00,110.00,85.00,25.00
"59153498",350.00,175.00,70.00,105.00,5.00,165.00,145.00,25.00
"59153499",560.00,270.00,125.00,150.00,10.00,280.00,205.00,70.00
"59153500",225.00,105.00,55.00,45.00,0.00,120.00,100.00,20.00
"59153501",360.00,300.00,65.00,240.00,25.00,35.00,25.00,5.00
"59153502",190.00,165.00,45.00,110.00,10.00,20.00,20.00,0.00
"59153503",285.00,210.00,40.00,170.00,40.00,40.00,35.00,5.00
"59153504",285.00,205.00,70.00,130.00,15.00,65.00,65.00,0.00
"59153506",320.00,255.00,60.00,190.00,30.00,35.00,25.00,10.00
"59153507",325.00,270.00,70.00,200.00,10.00,45.00,40.00,5.00
"59153508",480.00,340.00,55.00,280.00,80.00,65.00,45.00,15.00
"59153510",1150.00,970.00,290.00,680.00,60.00,120.00,105.00,15.00
"59153511",150.00,115.00,35.00,80.00,15.00,25.00,15.00,5.00
"59153512",240.00,170.00,70.00,105.00,10.00,60.00,55.00,5.00
"59153513",130.00,95.00,30.00,65.00,5.00,25.00,25.00,0.00
"59153514",755.00,605.00,170.00,430.00,10.00,140.00,130.00,10.00
"59153515",440.00,375.00,65.00,310.00,20.00,45.00,40.00,10.00
"59153516",200.00,160.00,35.00,125.00,10.00,25.00,20.00,0.00
"59153517",170.00,140.00,30.00,110.00,5.00,25.00,25.00,0.00
"59153518",490.00,380.00,100.00,275.00,20.00,90.00,75.00,15.00
"59153519",285.00,210.00,65.00,145.00,10.00,70.00,60.00,5.00
"59153520",480.00,305.00,50.00,250.00,90.00,85.00,65.00,15.00
"59153521",395.00,280.00,45.00,235.00,70.00,45.00,35.00,10.00
"59153523",180.00,115.00,20.00,95.00,30.00,35.00,30.00,0.00
"59153524",475.00,390.00,95.00,290.00,35.00,55.00,45.00,15.00
"59153528",2010.00,1115.00,520.00,590.00,25.00,870.00,695.00,175.00
"59153529",1260.00,630.00,395.00,240.00,5.00,615.00,580.00,40.00
"59153530",365.00,170.00,85.00,85.00,10.00,185.00,150.00,30.00
"59153531",660.00,430.00,100.00,330.00,10.00,215.00,170.00,45.00
"59153532",275.00,175.00,55.00,115.00,0.00,100.00,90.00,10.00
"59153533",345.00,280.00,75.00,205.00,10.00,55.00,50.00,10.00
"59153534",195.00,160.00,65.00,95.00,10.00,25.00,20.00,10.00
"59153535",670.00,320.00,155.00,160.00,10.00,340.00,310.00,35.00
"59153537",560.00,315.00,190.00,125.00,10.00,235.00,230.00,10.00
"59153538",410.00,165.00,60.00,105.00,0.00,240.00,230.00,10.00
"59153539",450.00,265.00,80.00,190.00,5.00,180.00,165.00,10.00
"59153540",215.00,175.00,35.00,135.00,5.00,40.00,35.00,5.00
"59153541",365.00,285.00,100.00,190.00,5.00,75.00,65.00,10.00
"59153542",465.00,290.00,205.00,85.00,0.00,175.00,165.00,10.00
"59153543",90.00,70.00,15.00,50.00,5.00,15.00,15.00,0.00
"59153545",200.00,145.00,55.00,90.00,10.00,50.00,40.00,0.00
"59153546",135.00,100.00,20.00,80.00,0.00,40.00,25.00,15.00
"59153547",495.00,350.00,170.00,180.00,15.00,130.00,120.00,10.00
"59153548",795.00,670.00,180.00,485.00,30.00,95.00,85.00,10.00
"59153549",30.00,25.00,5.00,15.00,0.00,0.00,0.00,0.00
"59153551",1270.00,765.00,310.00,455.00,15.00,490.00,460.00,30.00
"59153552",590.00,195.00,95.00,100.00,5.00,395.00,345.00,45.00
"59153553",350.00,120.00,55.00,65.00,5.00,230.00,215.00,20.00
"59153554",650.00,445.00,160.00,285.00,15.00,190.00,170.00,25.00
"59153555",820.00,410.00,185.00,230.00,5.00,400.00,300.00,105.00
"59153556",445.00,245.00,105.00,135.00,5.00,195.00,160.00,30.00
"59153557",550.00,325.00,115.00,215.00,10.00,210.00,195.00,20.00
"59153558",570.00,315.00,125.00,185.00,5.00,250.00,215.00,35.00
"59153560",180.00,145.00,50.00,95.00,5.00,25.00,15.00,5.00
"59153561",280.00,230.00,70.00,160.00,15.00,40.00,35.00,5.00
"59153562",190.00,120.00,65.00,60.00,0.00,70.00,65.00,5.00
"59153563",185.00,125.00,45.00,90.00,0.00,55.00,40.00,10.00
"59153565",2005.00,1395.00,585.00,810.00,15.00,595.00,540.00,50.00
"59153566",220.00,170.00,50.00,120.00,10.00,40.00,30.00,5.00
"59153567",335.00,275.00,130.00,150.00,10.00,40.00,35.00,10.00
"59153568",165.00,130.00,75.00,55.00,5.00,30.00,30.00,5.00
"59153569",50.00,40.00,30.00,10.00,0.00,10.00,10.00,0.00
"59153570",455.00,370.00,130.00,240.00,10.00,80.00,70.00,10.00
"59153571",140.00,95.00,30.00,65.00,0.00,45.00,35.00,10.00
"59153572",425.00,315.00,90.00,225.00,5.00,105.00,85.00,15.00
"59153573",210.00,140.00,40.00,95.00,0.00,70.00,60.00,10.00
"59153574",35.00,20.00,5.00,15.00,5.00,5.00,5.00,5.00
"59153575",300.00,150.00,65.00,80.00,10.00,140.00,110.00,30.00
"59153576",140.00,100.00,35.00,60.00,5.00,40.00,30.00,10.00
"59153577",,,,,,,,
"59153578",260.00,95.00,80.00,10.00,0.00,170.00,155.00,15.00
"59153579",335.00,75.00,45.00,25.00,0.00,265.00,245.00,20.00
"59153580",565.00,120.00,90.00,20.00,0.00,445.00,435.00,10.00
"59153581",325.00,45.00,35.00,5.00,0.00,280.00,275.00,5.00
"59153582",715.00,105.00,85.00,20.00,0.00,605.00,585.00,25.00
"59153583",530.00,120.00,90.00,30.00,0.00,405.00,370.00,40.00
"59153584",1130.00,295.00,190.00,105.00,0.00,830.00,765.00,65.00
"59153585",525.00,85.00,65.00,20.00,0.00,440.00,410.00,25.00
"59153586",725.00,295.00,215.00,75.00,0.00,435.00,390.00,40.00
"59153587",510.00,170.00,130.00,40.00,0.00,335.00,305.00,35.00
"59153588",670.00,170.00,130.00,40.00,0.00,500.00,465.00,35.00
"59153589",685.00,180.00,140.00,40.00,0.00,505.00,465.00,35.00
"59153590",310.00,75.00,65.00,15.00,0.00,235.00,210.00,30.00
"59153591",590.00,200.00,145.00,55.00,0.00,390.00,365.00,20.00
"59153592",440.00,355.00,120.00,235.00,20.00,65.00,55.00,15.00
"59153593",255.00,210.00,115.00,90.00,10.00,40.00,35.00,5.00
"59153594",,,,,,,,
"59153595",250.00,215.00,65.00,155.00,10.00,25.00,25.00,0.00
"59153596",240.00,190.00,60.00,135.00,5.00,45.00,40.00,5.00
"59153597",175.00,135.00,45.00,90.00,15.00,25.00,25.00,0.00
"59153598",640.00,570.00,145.00,420.00,30.00,40.00,35.00,10.00
"59153599",990.00,895.00,160.00,735.00,20.00,80.00,75.00,5.00
"59153600",145.00,125.00,40.00,85.00,5.00,20.00,15.00,0.00
"59153601",155.00,130.00,30.00,95.00,5.00,30.00,25.00,5.00
"59153602",295.00,230.00,75.00,155.00,5.00,65.00,50.00,10.00
"59153603",265.00,175.00,125.00,55.00,10.00,80.00,75.00,5.00
"59153604",,,,,,,,
"59153606",105.00,80.00,45.00,35.00,0.00,25.00,20.00,5.00
